season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2011-12,201565,Derrick Rose,CHI,39,1374.4816666666666,852,302,695,0.435
