season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2013-14,201565,Derrick Rose,CHI,10,310.8883333333333,159,58,164,0.354
