season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2009-10,201565,Derrick Rose,CHI,78,2870.95,1619,672,1373,0.489
