loc_x,loc_y,shot_made,shot_type,shot_zone,shot_distance,game_id,game_date,shot_zone_area
6,9,True,2PT,Restricted Area,1,0021300002,20131029,Center(C)
-122,217,False,3PT,Above the Break 3,24,0021300002,20131029,Left Side Center(LC)
-4,11,True,2PT,Restricted Area,1,0021300002,20131029,Center(C)
165,183,False,3PT,Above the Break 3,24,0021300002,20131029,Right Side Center(RC)
9,9,False,2PT,Restricted Area,1,0021300002,20131029,Center(C)
15,263,False,3PT,Above the Break 3,26,0021300002,20131029,Center(C)
-15,58,False,2PT,In The Paint (Non-RA),5,0021300002,20131029,Center(C)
-1,3,False,2PT,Restricted Area,0,0021300002,20131029,Center(C)
-4,7,True,2PT,Restricted Area,0,0021300002,20131029,Center(C)
29,403,False,3PT,Above the Break 3,40,0021300002,20131029,Back Court(BC)
-142,209,False,3PT,Above the Break 3,25,0021300002,20131029,Left Side Center(LC)
207,140,True,3PT,Above the Break 3,24,0021300002,20131029,Right Side Center(RC)
4,12,False,2PT,Restricted Area,1,0021300002,20131029,Center(C)
4,11,False,2PT,Restricted Area,1,0021300002,20131029,Center(C)
-122,216,False,3PT,Above the Break 3,24,0021300002,20131029,Left Side Center(LC)
108,230,False,3PT,Above the Break 3,25,0021300018,20131031,Right Side Center(RC)
13,11,False,2PT,Restricted Area,1,0021300018,20131031,Center(C)
42,33,False,2PT,In The Paint (Non-RA),5,0021300018,20131031,Center(C)
-30,19,False,2PT,Restricted Area,3,0021300018,20131031,Center(C)
20,12,True,2PT,Restricted Area,2,0021300018,20131031,Center(C)
16,1,True,2PT,Restricted Area,1,0021300018,20131031,Center(C)
21,14,False,2PT,Restricted Area,2,0021300018,20131031,Center(C)
-24,22,False,2PT,Restricted Area,3,0021300018,20131031,Center(C)
-185,80,False,2PT,Mid-Range,20,0021300018,20131031,Left Side(L)
64,200,False,2PT,Mid-Range,20,0021300018,20131031,Center(C)
-37,7,False,2PT,Restricted Area,3,0021300018,20131031,Center(C)
50,48,False,2PT,In The Paint (Non-RA),6,0021300018,20131031,Center(C)
-24,250,True,3PT,Above the Break 3,25,0021300018,20131031,Center(C)
28,242,True,3PT,Above the Break 3,24,0021300018,20131031,Center(C)
75,239,False,3PT,Above the Break 3,25,0021300018,20131031,Center(C)
20,14,False,2PT,Restricted Area,2,0021300018,20131031,Center(C)
12,19,True,2PT,Restricted Area,2,0021300018,20131031,Center(C)
73,211,False,2PT,Mid-Range,22,0021300018,20131031,Right Side Center(RC)
-138,208,False,3PT,Above the Break 3,24,0021300018,20131031,Left Side Center(LC)
-30,4,True,2PT,Restricted Area,3,0021300018,20131031,Center(C)
12,30,False,2PT,Restricted Area,3,0021300018,20131031,Center(C)
-8,34,False,2PT,Restricted Area,3,0021300018,20131031,Center(C)
108,1,True,2PT,Mid-Range,10,0021300018,20131031,Right Side(R)
6,4,True,2PT,Restricted Area,0,0021300034,20131102,Center(C)
28,47,True,2PT,In The Paint (Non-RA),5,0021300034,20131102,Center(C)
-248,-6,False,3PT,Left Corner 3,24,0021300034,20131102,Left Side(L)
-205,146,False,3PT,Above the Break 3,25,0021300034,20131102,Left Side Center(LC)
91,11,False,2PT,Mid-Range,9,0021300034,20131102,Right Side(R)
