season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2010-11,201565,Derrick Rose,CHI,81,3025.8366666666666,2026,711,1597,0.445
