season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2015-16,201565,Derrick Rose,CHI,66,2097.423333333333,1080,447,1048,0.427
