season,player_id,player,games,minutes,box_fga,shot_rows,fgm,fg_pct,efg_pct,efg_vs_league,three_pct,three_vs_league,zones_rated,zones_grey,rated_fga_share_pct,min_zone_fga,scope,rank,leader,leader_fga,fga_behind,qualifier
2022-23,201942,DeMar DeRozan,74,2681.6,1303,1303,657,50.4,52.2,-2.3,32.4,-3.7,10,2,98.9,20,Chicago attempts only,2,Zach LaVine,1388,85,"Both top two had 1,300+ FGA and finished under 100 apart"
