PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
769,B.J. Armstrong,B.J.,1610612741,CHI,32.0,27,5,22,0.185,583.2216666666667,83,186,0.446,13,29,0.448,22,25,0.88,2,45,47,77,40,7,1,5,34,5,201,-148,356.9,0,0,354.0,426.0,13,13,6,11,14,12,12,2,9,9,2,16,16,6,16,15,16,10,14,16,16,6,6,13,12,10,15,5,1,15,15,1
1512,Chris Anstey,Chris,1610612741,CHI,25.0,73,13,60,0.178,1005.9016666666666,161,364,0.442,1,6,0.167,116,147,0.789,90,190,280,65,80,29,25,23,180,31,439,-94,954.5,4,0,893.0,1011.0,2,6,19,12,9,4,7,3,13,12,12,4,4,10,4,4,4,12,7,10,5,14,18,2,5,7,5,2,1,4,5,1
713,Chris Carr,Chris,1610612741,CHI,26.0,50,12,38,0.24,1089.6666666666667,185,463,0.4,31,94,0.33,91,106,0.858,36,124,160,81,112,30,14,34,101,11,492,-199,825.5,0,0,852.0,946.0,10,7,11,4,7,3,3,11,5,5,7,6,7,7,8,8,8,9,4,9,11,17,11,7,3,14,8,5,1,6,8,1
1736,Corey Benjamin,Corey,1610612741,CHI,22.0,48,8,40,0.167,862.8316666666667,145,350,0.414,31,89,0.348,49,82,0.598,21,67,88,54,74,31,22,16,122,5,370,-161,641.6,0,0,649.0,725.0,11,11,12,13,12,8,8,7,5,7,5,11,11,17,12,12,12,14,10,8,6,9,13,13,8,13,11,5,1,10,10,1
2000,Dedric Willoughby,Dedric,1610612741,CHI,26.0,25,2,23,0.08,507.0933333333333,61,179,0.341,29,98,0.296,39,51,0.765,11,40,51,66,37,23,2,10,32,7,190,-43,388.2,0,0,386.0,448.0,15,15,7,16,15,14,13,18,7,4,10,14,14,11,13,16,15,11,15,12,13,7,5,12,13,4,14,5,1,14,14,1
54,Dickey Simpkins,Dickey,1610612741,CHI,28.0,69,16,53,0.232,1656.4533333333334,111,274,0.405,0,1,0.0,65,120,0.542,124,248,372,100,128,22,22,39,217,37,287,-388,887.4,0,0,847.0,991.0,5,2,15,5,3,10,10,9,14,17,14,8,5,18,2,2,2,7,3,13,6,18,19,1,10,17,7,5,1,7,7,1
1882,Elton Brand,Elton,1610612741,CHI,21.0,81,17,64,0.21,2996.6116666666667,630,1306,0.482,0,2,0.0,367,536,0.685,348,462,810,155,228,66,132,122,259,25,1627,-646,3197.5,42,0,2988.0,3341.0,1,1,20,8,1,1,1,1,14,16,14,1,1,15,1,1,1,3,1,3,1,20,20,3,1,20,1,1,1,1,1,1
697,Fred Hoiberg,Fred,1610612741,CHI,27.0,31,4,27,0.129,845.3883333333333,89,230,0.387,32,94,0.34,69,76,0.908,7,103,110,85,43,40,2,12,66,8,279,-150,621.5,0,0,590.0,685.0,12,14,9,15,13,11,11,12,4,5,6,7,12,4,15,10,11,8,13,6,13,8,10,11,11,11,13,5,1,12,12,1
765,Hersey Hawkins,Hersey,1610612741,CHI,33.0,61,12,49,0.197,1620.9933333333333,159,375,0.424,55,141,0.39,107,119,0.899,31,144,175,134,100,74,15,25,146,11,480,-432,1058.0,0,0,1022.0,1190.0,7,7,14,10,5,5,6,5,3,3,3,5,6,5,9,6,7,5,6,2,9,15,15,7,4,18,3,5,1,3,3,1
317,John Starks,John,1610612741,CHI,34.0,4,1,3,0.25,82.755,11,34,0.324,3,10,0.3,5,5,1.0,0,10,10,11,3,5,1,0,9,0,30,-4,73.5,0,0,66.0,80.0,18,17,1,3,18,18,18,19,10,11,9,17,18,1,19,17,17,18,19,18,16,1,3,17,18,2,18,5,1,18,18,1
234,Khalid Reeves,Khalid,1610612741,CHI,27.0,3,0,3,0.0,47.45,3,12,0.25,0,3,0.0,5,5,1.0,2,2,4,13,6,2,0,1,8,0,11,17,35.3,0,0,32.0,47.0,20,18,1,18,19,20,19,20,14,14,14,17,18,1,16,20,20,17,18,19,19,3,1,17,19,1,19,5,1,19,19,1
1600,Kornel David,Kornel,1610612739,CLE,28.0,26,2,24,0.077,443.17833333333334,63,148,0.426,0,3,0.0,42,52,0.808,22,51,73,15,31,13,2,2,49,2,168,-107,292.1,0,0,286.0,316.0,14,15,8,17,16,13,15,4,14,14,14,13,13,9,11,14,13,16,16,15,13,4,8,16,14,8,16,5,1,16,16,1
1930,Lari Ketner,Lari,1610612739,CLE,23.0,6,0,6,0.0,41.096666666666664,4,10,0.4,0,0,0.0,2,2,1.0,0,7,7,1,3,1,1,2,8,0,10,-30,22.9,0,0,22.0,25.0,17,18,4,18,20,19,20,10,14,18,14,20,20,1,19,19,19,20,19,20,16,4,1,17,20,3,20,5,1,20,20,1
1074,Matt Maloney,Matt,1610612741,CHI,28.0,51,14,37,0.275,1176.89,114,318,0.358,62,174,0.356,37,45,0.822,10,54,64,138,63,32,3,16,42,3,327,-50,652.8,0,0,661.0,772.0,9,5,10,2,6,9,9,15,1,2,4,15,15,8,14,13,14,4,11,7,12,9,7,15,9,6,10,5,1,9,9,1
1897,Metta World Peace,Metta,1610612741,CHI,20.0,72,16,56,0.222,2239.608333333333,309,759,0.407,60,191,0.314,188,279,0.674,62,246,308,197,166,119,39,63,159,12,866,-343,1839.1,0,0,1747.0,2042.0,3,2,16,6,2,2,2,8,2,1,8,2,2,16,6,3,3,2,2,1,3,19,16,6,2,16,2,5,1,2,2,1
1913,Michael Ruffin,Michael,1610612741,CHI,23.0,71,15,56,0.211,970.2433333333333,58,138,0.42,0,0,0.0,43,88,0.489,117,133,250,44,59,26,26,19,170,10,159,-159,622.0,1,0,557.0,653.0,4,4,16,7,10,16,16,6,14,18,14,12,9,19,3,7,6,15,12,11,4,11,17,9,16,12,12,4,1,13,13,1
753,Randy Brown,Randy,1610612741,CHI,32.0,59,12,47,0.203,1622.8116666666667,157,435,0.361,3,6,0.5,62,84,0.738,23,121,144,202,105,61,15,32,120,19,379,-527,977.8,0,0,880.0,1155.0,8,7,13,9,4,6,4,14,10,12,1,9,10,13,10,9,9,1,5,4,9,16,12,4,7,19,4,5,1,5,4,1
1601,Rusty LaRue,Rusty,1610612741,CHI,26.0,4,0,4,0.0,128.645,15,43,0.349,2,14,0.143,5,7,0.714,1,9,10,11,7,7,0,0,9,0,37,-46,79.5,0,0,74.0,90.0,18,18,3,18,17,17,17,17,12,10,13,17,17,14,18,18,17,18,17,16,19,1,3,17,17,5,17,5,1,17,17,1
389,Toni Kukoc,Toni,1610612755,PHI,31.0,24,8,16,0.333,869.32,148,388,0.381,18,78,0.231,118,155,0.761,37,93,130,124,75,44,19,20,51,10,432,-125,888.0,4,0,830.0,999.0,16,11,5,1,11,7,5,13,8,8,11,3,3,12,7,11,10,6,9,5,8,12,9,9,6,9,6,2,1,8,6,1
781,Will Perdue,Will,1610612741,CHI,34.0,67,11,56,0.164,1013.59,59,168,0.351,0,0,0.0,50,105,0.476,88,174,262,63,78,14,42,20,126,17,168,-220,666.9,0,0,605.0,724.0,6,10,16,14,8,15,14,16,14,18,14,10,8,20,5,5,5,13,8,14,2,12,14,5,14,15,9,5,1,11,11,1
