PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
82,Bill Wennington,Bill,1610612741,CHI,35.0,48,35,13,0.729,466.5233333333333,75,172,0.436,0,0,0.0,17,21,0.81,32,48,80,19,16,4,5,12,77,0,167,18,302.5,0,0,284.0,312.0,11,12,6,12,12,12,12,11,10,14,10,12,12,4,10,13,10,13,13,12,11,10,8,6,12,13,12,7,1,12,12,1
710,David Vaughn,David,1610612751,NJN,25.0,3,3,0,1.0,4.873333333333333,1,1,1.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,0,0,1,0,4,2,5.2,0,0,5.0,5.0,17,17,1,1,17,17,17,1,10,14,10,17,17,16,17,17,17,17,17,16,16,1,1,6,17,15,17,7,1,17,17,1
23,Dennis Rodman,Dennis,1610612741,CHI,37.0,80,60,20,0.75,2857.95,155,360,0.431,4,23,0.174,61,111,0.55,421,780,1201,230,147,47,18,10,238,6,375,339,2209.2,5,0,1940.0,2231.0,3,3,14,7,2,7,7,12,8,8,9,7,6,15,1,1,1,5,3,7,7,7,17,1,8,4,2,1,1,2,3,1
54,Dickey Simpkins,Dickey,1610612741,CHI,26.0,21,17,4,0.81,235.84333333333333,26,41,0.634,0,1,0.0,26,44,0.591,8,23,31,17,13,4,3,1,35,0,78,38,148.7,0,0,140.0,164.0,14,14,3,3,14,14,15,2,10,11,10,11,11,14,14,14,14,14,14,12,14,2,4,6,14,10,14,7,1,14,14,1
679,Jason Caffey,Jason,1610612744,GSW,25.0,51,37,14,0.725,709.9183333333333,100,199,0.503,0,1,0.0,68,103,0.66,76,97,173,36,48,12,17,16,92,1,268,93,568.6,1,0,535.0,600.0,9,9,9,13,10,10,10,3,10,11,10,6,7,12,7,8,8,11,9,11,8,11,9,5,10,9,10,6,1,10,10,1
170,Joe Kleine,Joe,1610612741,CHI,36.0,46,33,13,0.717,394.0316666666667,39,106,0.368,0,0,0.0,15,18,0.833,27,50,77,30,28,4,5,3,63,0,93,-38,229.4,0,0,218.0,257.0,12,13,6,15,13,13,13,16,10,14,10,13,13,3,11,12,11,12,10,12,11,6,6,6,13,17,13,7,1,13,13,1
146,Jud Buechler,Jud,1610612741,CHI,30.0,74,55,19,0.743,605.4483333333334,85,176,0.483,25,65,0.385,3,6,0.5,24,53,77,49,21,22,15,1,47,0,198,17,453.9,0,0,423.0,484.0,5,6,13,10,11,11,11,4,6,7,2,16,15,16,12,11,11,10,12,10,9,2,5,6,11,14,11,7,1,11,11,1
1522,Keith Booth,Keith,1610612741,CHI,23.0,6,4,2,0.667,17.096666666666668,2,6,0.333,0,1,0.0,6,6,1.0,2,2,4,1,3,0,0,1,3,0,10,-4,13.3,0,0,15.0,16.0,16,16,2,17,16,16,16,17,10,11,10,14,15,1,15,16,16,16,16,16,16,2,2,6,16,16,16,7,1,16,16,1
26,Luc Longley,Luc,1610612741,CHI,29.0,58,42,16,0.724,1706.545,277,609,0.455,0,0,0.0,109,148,0.736,113,228,341,161,130,34,62,68,206,2,663,258,1471.7,4,0,1357.0,1614.0,8,8,10,14,5,5,5,6,10,14,10,5,5,8,4,3,3,6,4,8,1,16,16,2,5,6,6,4,1,6,6,1
893,Michael Jordan,Michael,1610612741,CHI,35.0,82,62,20,0.756,3182.38,881,1893,0.465,30,126,0.238,565,721,0.784,130,345,475,283,185,141,45,73,151,2,2357,598,3724.5,5,0,3517.0,3956.0,1,1,14,5,1,1,1,5,5,5,7,1,1,5,2,2,2,2,1,1,3,17,14,2,1,1,1,1,1,1,1,1
