PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
213,Antonio Davis,Antonio,1610612741,CHI,35.0,64,18,46,0.281,2007.5183333333334,215,528,0.407,0,0,0.0,138,179,0.771,158,365,523,122,91,29,54,57,158,0,568,-231,1536.6,14,0,1379.0,1584.0,3,3,15,9,3,4,4,9,11,14,11,3,3,5,1,1,1,3,4,5,2,17,16,2,4,15,4,1,2,4,4,1
2423,Chris Jefferies,Chris,1610612741,CHI,24.0,2,0,2,0.0,52.461666666666666,5,14,0.357,3,8,0.375,2,4,0.5,2,5,7,1,4,0,1,0,10,0,15,-5,23.9,0,0,28.0,27.0,15,15,4,15,16,17,17,17,8,8,6,17,15,16,15,16,16,17,14,17,15,1,5,2,17,5,17,12,2,17,17,1
916,Corie Blount,Corie,1610612761,TOR,35.0,3,1,2,0.333,80.18166666666667,9,23,0.391,0,0,0.0,2,4,0.5,7,21,28,3,4,4,0,2,10,0,20,7,66.1,1,0,59.0,66.0,14,12,4,5,15,16,14,11,11,14,11,17,15,16,12,12,12,16,14,13,17,7,5,2,16,2,15,9,2,15,15,1
923,Donyell Marshall,Donyell,1610612761,TOR,31.0,8,3,5,0.375,264.265,39,84,0.464,7,17,0.412,8,11,0.727,19,48,67,19,12,7,8,1,25,0,93,7,234.9,1,0,216.0,243.0,9,8,7,3,9,9,9,7,4,6,3,11,12,10,9,9,9,10,10,10,8,6,9,2,10,2,10,9,2,10,10,1
1944,Eddie Robinson,Eddie,1610612741,CHI,28.0,4,3,1,0.75,85.58333333333333,13,23,0.565,0,0,0.0,3,4,0.75,2,11,13,9,5,5,1,0,6,0,29,-7,71.1,0,0,63.0,78.0,13,8,2,2,14,14,14,2,11,14,11,15,15,7,15,14,15,13,13,11,15,1,3,2,14,7,14,12,2,14,14,1
2201,Eddy Curry,Eddy,1610612741,CHI,21.0,63,17,46,0.27,1957.1633333333334,380,767,0.495,1,1,1.0,200,301,0.664,127,275,402,65,163,23,80,80,222,2,961,-335,1686.9,10,0,1635.0,1802.0,4,4,15,10,4,2,2,4,10,12,1,1,1,14,2,2,2,4,3,6,1,18,17,1,2,18,3,3,2,3,3,1
147,Jalen Rose,Jalen,1610612761,TOR,31.0,14,3,11,0.214,467.18666666666667,62,171,0.363,18,46,0.391,29,39,0.744,5,48,53,48,32,10,3,7,38,0,171,-107,313.6,0,0,316.0,359.0,8,8,11,13,8,7,7,16,3,3,5,8,8,9,14,9,10,6,7,8,11,9,11,2,7,11,8,12,2,8,8,1
2037,Jamal Crawford,Jamal,1610612741,CHI,24.0,73,21,52,0.288,2631.9366666666665,476,1240,0.384,155,491,0.316,188,227,0.828,43,225,268,370,178,102,28,45,146,0,1295,-314,2383.6,2,0,2348.0,2693.0,1,1,18,7,1,1,1,14,1,1,8,2,2,2,4,3,3,2,2,1,3,16,15,2,1,17,1,6,2,1,1,1
2457,Jannero Pargo,Jannero,1610612741,CHI,24.0,1,1,0,1.0,42.1,10,20,0.5,2,4,0.5,3,4,0.75,0,3,3,5,2,2,0,0,4,0,25,19,40.1,0,0,39.0,44.0,17,12,1,1,17,15,16,3,9,10,2,15,15,7,18,18,18,14,17,15,17,1,1,2,15,1,16,12,2,16,16,1
966,Jerome Williams,Jerome,1610612741,CHI,31.0,32,11,21,0.344,819.7566666666667,89,191,0.466,0,6,0.0,57,79,0.722,100,145,245,40,33,47,2,14,64,0,235,-119,703.0,6,0,618.0,707.0,6,5,13,4,6,6,6,6,11,9,11,6,6,11,3,5,4,7,6,4,12,13,13,2,6,13,6,4,2,6,6,1
