PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
82,Bill Wennington,Bill,1610612741,CHI,34.0,42,36,6,0.857,420.21666666666664,63,130,0.485,0,1,0.0,29,35,0.829,30,46,76,16,19,5,7,4,79,0,155,60,287.2,1,0,271.0,299.0,6,7,6,4,6,5,6,6,7,8,7,5,6,1,7,7,7,8,8,7,5,4,9,3,5,7,7,2,1,7,7,1
183,Bison Dele,Bison,1610612741,CHI,28.0,9,6,3,0.667,137.98,26,63,0.413,0,0,0.0,11,15,0.733,14,19,33,12,11,3,5,6,20,0,63,-4,133.6,0,0,124.0,144.0,9,9,4,11,9,9,9,9,7,9,7,8,8,4,9,9,9,9,9,9,6,6,4,3,9,10,9,3,1,9,9,1
23,Dennis Rodman,Dennis,1610612741,CHI,36.0,1,1,0,1.0,30.1,1,1,1.0,0,0,0.0,0,0,0.0,4,8,12,1,1,0,0,0,6,1,2,3,16.9,0,0,15.0,16.0,12,11,1,1,11,11,12,1,7,9,7,11,11,11,10,10,10,12,11,12,11,1,3,1,12,9,11,3,1,11,11,1
54,Dickey Simpkins,Dickey,1610612741,CHI,25.0,48,41,7,0.854,393.03333333333336,31,93,0.333,1,4,0.25,28,40,0.7,36,56,92,31,35,5,5,18,44,0,91,-5,242.9,0,0,235.0,275.0,5,5,8,7,7,8,8,11,6,5,5,6,5,6,4,6,6,6,5,7,6,11,6,3,8,12,8,3,1,8,8,1
679,Jason Caffey,Jason,1610612741,CHI,24.0,56,48,8,0.857,838.05,142,263,0.54,0,0,0.0,98,144,0.681,84,86,170,46,63,18,4,27,107,0,382,125,658.0,0,0,642.0,710.0,4,4,9,4,4,3,4,2,7,9,7,2,1,8,1,3,2,5,2,5,8,12,11,3,3,4,4,3,1,4,4,1
146,Jud Buechler,Jud,1610612741,CHI,29.0,76,65,11,0.855,700.6666666666666,58,158,0.367,18,54,0.333,5,14,0.357,45,81,126,60,27,23,21,5,50,1,139,68,485.2,0,0,431.0,517.0,2,2,10,6,5,7,5,10,3,3,4,9,9,10,3,4,4,4,6,4,1,5,7,1,7,6,5,3,1,5,5,1
1099,Matt Steigenga,Matt,1610612741,CHI,27.0,2,1,1,0.5,11.728333333333333,1,4,0.25,0,2,0.0,1,2,0.5,0,3,3,2,2,1,1,0,1,0,3,-4,13.6,0,0,12.0,16.0,10,11,3,12,12,11,11,12,7,7,7,10,10,9,11,12,12,11,10,11,10,1,1,3,11,10,12,3,1,12,11,1
753,Randy Brown,Randy,1610612741,CHI,29.0,69,58,11,0.841,990.87,135,321,0.421,4,22,0.182,54,79,0.684,32,74,106,124,49,76,17,14,108,0,328,196,871.2,0,0,748.0,961.0,3,3,10,10,3,4,3,8,4,4,6,3,3,7,6,5,5,3,3,1,3,9,12,3,4,3,3,3,1,3,3,1
305,Robert Parish,Robert,1610612741,CHI,43.0,40,34,6,0.85,350.5,61,125,0.488,0,0,0.0,19,27,0.704,33,40,73,18,26,6,17,9,37,0,141,90,298.6,0,0,278.0,319.0,8,8,6,8,8,6,7,5,7,9,7,7,7,5,5,8,8,7,7,6,3,7,5,3,6,5,6,3,1,6,6,1
166,Ron Harper,Ron,1610612741,CHI,33.0,2,2,0,1.0,51.468333333333334,7,14,0.5,2,4,0.5,0,0,0.0,0,4,4,5,1,2,0,0,5,0,16,30,33.3,0,0,31.0,36.0,10,10,1,1,10,10,10,4,5,5,1,11,11,11,11,11,11,10,11,10,11,1,2,3,10,8,10,3,1,10,10,1
70,Steve Kerr,Steve,1610612741,CHI,31.0,82,69,13,0.841,1857.5483333333334,249,467,0.533,110,237,0.464,54,67,0.806,29,101,130,175,43,67,3,9,98,0,662,398,1247.5,0,0,1217.0,1352.0,1,1,12,9,1,1,1,3,1,1,2,3,4,2,8,2,3,1,4,2,9,7,10,3,1,1,1,3,1,1,1,1
389,Toni Kukoc,Toni,1610612741,CHI,28.0,42,37,5,0.881,1083.1416666666667,206,432,0.477,38,112,0.339,100,131,0.763,55,120,175,159,69,44,18,14,76,0,550,367,1115.5,2,0,1046.0,1229.0,6,6,5,3,2,2,2,7,2,2,3,1,2,3,2,1,1,2,1,3,2,9,8,3,2,2,2,1,1,2,2,1
