PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
82,Bill Wennington,Bill,1610612741,CHI,34.0,19,17,2,0.895,360.71166666666664,55,107,0.514,0,1,0.0,15,18,0.833,16,37,53,25,12,6,4,5,53,0,125,45,244.1,0,0,223.0,258.0,6,6,3,2,8,8,8,2,6,7,6,8,8,1,8,8,8,8,8,8,8,3,5,5,8,8,8,7,2,8,8,1
23,Dennis Rodman,Dennis,1610612741,CHI,36.0,54,47,7,0.87,1919.2733333333333,127,285,0.446,5,19,0.263,50,88,0.568,316,555,871,169,110,32,19,6,166,11,309,568,1650.7,11,0,1456.0,1671.0,5,5,6,3,3,5,5,8,5,5,5,5,4,9,1,1,1,4,4,4,5,4,8,1,5,3,3,2,2,3,3,1
679,Jason Caffey,Jason,1610612741,CHI,24.0,19,14,5,0.737,570.4383333333334,63,122,0.516,0,1,0.0,41,67,0.612,51,80,131,43,34,7,5,8,42,0,167,74,390.7,3,0,365.0,420.0,6,7,5,9,6,7,7,1,6,7,6,6,6,7,5,6,6,7,6,7,7,5,4,5,7,7,7,4,2,7,7,1
26,Luc Longley,Luc,1610612741,CHI,28.0,59,49,10,0.831,1472.4116666666666,221,485,0.456,0,2,0.0,95,120,0.792,121,211,332,141,111,23,66,48,191,1,537,294,1302.9,2,0,1188.0,1418.0,4,4,7,8,5,3,3,7,6,6,6,3,3,3,3,4,4,5,3,5,1,9,9,3,3,5,4,6,2,4,4,1
893,Michael Jordan,Michael,1610612741,CHI,34.0,82,69,13,0.841,3108.8033333333333,920,1892,0.486,111,297,0.374,480,576,0.833,113,369,482,352,166,140,44,49,156,2,2431,820,3923.4,9,1,3744.0,4169.0,1,1,9,5,1,1,1,4,2,2,1,1,1,1,4,3,3,2,2,2,3,10,7,2,1,1,1,3,1,1,1,1
753,Randy Brown,Randy,1610612741,CHI,29.0,3,3,0,1.0,69.595,5,12,0.417,0,0,0.0,3,5,0.6,2,3,5,9,9,5,0,0,8,0,13,-16,38.5,0,0,37.0,51.0,9,9,1,1,9,10,10,10,6,9,6,9,9,8,10,10,10,9,9,9,10,1,2,5,10,10,10,7,2,10,9,1
305,Robert Parish,Robert,1610612741,CHI,43.0,3,2,1,0.667,55.93,9,18,0.5,0,0,0.0,2,4,0.5,9,7,16,4,2,0,2,0,3,0,20,15,49.2,0,0,44.0,50.0,9,10,2,10,10,9,9,3,6,9,6,10,10,10,9,9,9,10,10,10,9,1,1,5,9,9,9,7,2,9,10,1
166,Ron Harper,Ron,1610612741,CHI,33.0,74,62,12,0.838,1686.0,170,392,0.434,66,184,0.359,58,82,0.707,46,143,189,186,49,84,38,10,133,0,464,390,1286.8,0,0,1149.0,1391.0,3,3,8,7,4,4,4,9,3,3,3,4,5,5,6,5,5,3,5,3,4,7,6,5,4,4,5,7,2,5,5,1
937,Scottie Pippen,Scottie,1610612741,CHI,31.0,82,69,13,0.841,3093.4866666666667,648,1366,0.474,156,424,0.368,204,291,0.701,160,371,531,467,214,154,45,46,213,1,1656,809,3376.7,14,0,3208.0,3718.0,1,1,9,5,2,2,2,5,1,1,2,2,2,6,2,2,2,1,1,1,2,8,10,3,2,2,2,1,2,2,2,1
389,Toni Kukoc,Toni,1610612741,CHI,28.0,15,13,2,0.867,527.4983333333333,79,173,0.457,12,39,0.308,34,43,0.791,39,47,86,97,22,16,11,8,21,0,204,107,511.7,3,0,453.0,565.0,8,8,3,4,7,6,6,6,4,4,4,7,7,4,7,7,7,6,7,6,6,5,3,5,6,6,6,4,2,6,6,1
