PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
2804,Andres Nocioni,Andres,1610612741,CHI,26.0,82,41,41,0.5,2239.08,383,831,0.461,93,238,0.391,204,242,0.843,89,411,500,117,120,40,52,68,252,272,1063,-87,1994.5,13,0,1957.0,2073.0,1,1,18,7,4,4,4,9,4,4,4,4,4,2,4,2,3,5,4,6,3,18,18,2,4,19,4,1,2,4,4,1
2732,Ben Gordon,Ben,1610612741,CHI,23.0,80,40,40,0.5,2482.1066666666666,486,1152,0.422,166,382,0.435,212,270,0.785,43,176,219,240,180,75,5,72,238,231,1350,81,2032.8,0,0,2135.0,2289.0,3,2,16,7,3,1,1,11,1,1,2,2,3,8,8,7,8,3,2,2,9,19,16,3,1,3,3,9,2,2,2,1
2768,Chris Duhon,Chris,1610612741,CHI,23.0,74,36,38,0.486,2154.4816666666666,215,538,0.4,100,278,0.36,117,143,0.818,28,192,220,373,117,70,3,29,152,135,647,-53,1572.5,2,1,1486.0,1832.0,6,6,14,14,5,6,5,14,3,3,7,6,7,3,10,6,7,2,5,4,10,14,13,7,5,17,6,6,1,6,5,1
2443,Darius Songaila,Darius,1610612741,CHI,28.0,62,27,35,0.435,1328.745,236,491,0.481,2,5,0.4,94,115,0.817,76,170,246,88,85,35,16,20,157,118,568,58,1063.2,2,0,1006.0,1143.0,9,11,11,17,7,5,6,7,8,10,3,8,9,4,5,8,6,7,8,7,6,12,14,9,6,4,8,6,2,8,8,1
101188,Eddie Basden,Eddie,1610612741,CHI,23.0,19,10,9,0.526,141.20833333333334,15,37,0.405,1,7,0.143,8,10,0.8,7,21,28,8,9,9,2,3,17,8,39,16,108.6,0,0,98.0,116.0,14,14,6,5,14,14,13,13,9,8,12,12,13,7,13,12,13,13,13,11,12,6,6,14,13,7,13,9,2,13,13,1
15,Eric Piatkowski,Eric,1610612741,CHI,35.0,29,14,15,0.483,228.23,24,61,0.393,9,33,0.273,2,5,0.4,4,19,23,13,11,6,1,3,20,9,59,20,116.1,0,0,118.0,129.0,12,12,8,15,12,12,12,15,7,7,8,14,14,14,14,14,14,12,12,13,14,6,7,13,12,6,12,9,2,12,12,1
2839,James Thomas,James,1610612741,CHI,25.0,7,3,4,0.429,25.745,3,6,0.5,0,0,0.0,0,0,0.0,4,4,8,0,0,0,0,1,3,0,6,13,15.6,0,0,14.0,14.0,15,15,5,18,16,16,16,4,13,14,13,16,16,16,14,15,15,18,18,16,16,3,3,17,16,9,16,9,2,16,16,1
2457,Jannero Pargo,Jannero,1610612741,CHI,26.0,57,28,29,0.491,645.73,109,292,0.373,39,103,0.379,17,21,0.81,8,53,61,94,61,24,2,9,57,40,274,6,505.2,0,0,520.0,601.0,10,9,10,13,11,11,8,17,5,5,5,11,11,6,11,11,11,6,9,8,12,9,9,11,10,13,11,9,2,10,10,1
2550,Kirk Hinrich,Kirk,1610612741,CHI,25.0,81,40,41,0.494,2954.6866666666665,451,1078,0.418,126,341,0.37,256,314,0.815,29,259,288,514,188,94,21,45,251,302,1284,-22,2557.6,11,0,2442.0,2945.0,2,2,18,11,1,2,2,12,2,2,6,1,1,5,9,4,5,1,1,1,5,15,17,1,2,16,1,2,2,1,1,1
101195,Luke Schenscher,Luke,1610612741,CHI,24.0,20,11,9,0.55,148.58333333333334,16,26,0.615,0,0,0.0,4,13,0.308,8,21,29,7,5,1,3,3,21,10,36,10,88.3,0,0,80.0,91.0,13,13,6,4,13,13,14,2,13,14,13,13,12,15,11,12,12,14,14,14,10,6,8,12,14,11,14,9,2,14,14,1
2736,Luol Deng,Luol,1610612741,CHI,21.0,78,39,39,0.5,2603.6233333333334,442,954,0.463,21,78,0.269,207,276,0.75,127,389,516,147,105,72,50,67,128,213,1112,105,2212.7,11,0,2040.0,2288.0,5,4,15,7,2,3,3,8,6,6,9,3,2,9,2,3,2,4,6,3,4,17,11,4,3,1,2,2,2,3,3,1
2124,Malik Allen,Malik,1610612741,CHI,28.0,54,28,26,0.519,701.4716666666667,121,247,0.49,1,1,1.0,23,38,0.605,44,96,140,20,34,14,16,14,92,52,266,49,520.0,0,0,487.0,536.0,11,9,9,6,10,10,11,6,9,12,1,10,10,12,7,10,10,11,11,10,6,10,10,10,11,5,10,9,2,11,11,1
