PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
82,Bill Wennington,Bill,1610612741,CHI,35.0,40,30,10,0.75,320.6383333333333,52,124,0.419,0,0,0.0,15,19,0.789,23,29,52,15,13,4,2,8,57,0,119,7,208.9,0,0,198.0,219.0,7,7,7,5,9,7,7,7,7,11,7,7,7,4,8,9,9,10,9,8,9,8,8,1,7,10,9,3,1,9,9,1
710,David Vaughn,David,1610612751,NJN,25.0,3,3,0,1.0,4.873333333333333,1,1,1.0,0,0,0.0,2,4,0.5,0,1,1,0,0,0,0,0,1,0,4,2,5.2,0,0,5.0,5.0,13,13,1,1,13,13,13,1,7,11,7,13,13,11,13,13,13,13,13,12,11,1,1,1,13,11,13,3,1,13,13,1
23,Dennis Rodman,Dennis,1610612741,CHI,37.0,14,10,4,0.714,385.3833333333333,21,65,0.323,1,7,0.143,5,12,0.417,53,108,161,28,20,10,0,1,32,0,48,65,293.2,0,0,258.0,295.0,10,10,3,10,7,10,9,13,6,6,6,10,9,13,3,1,2,6,8,6,11,2,4,1,11,3,7,3,1,7,7,1
54,Dickey Simpkins,Dickey,1610612741,CHI,26.0,21,17,4,0.81,235.84333333333333,26,41,0.634,0,1,0.0,26,44,0.591,8,23,31,17,13,4,3,1,35,0,78,38,148.7,0,0,140.0,164.0,9,8,3,2,10,9,11,2,7,8,7,6,6,10,10,10,10,9,9,8,8,2,5,1,9,5,10,3,1,10,10,1
679,Jason Caffey,Jason,1610612744,GSW,25.0,43,32,11,0.744,555.6316666666667,84,156,0.538,0,1,0.0,61,91,0.67,61,78,139,25,43,7,16,11,70,0,229,51,459.3,1,0,439.0,487.0,6,5,8,6,5,5,6,3,7,8,7,1,1,8,2,3,3,8,3,7,2,12,10,1,4,4,4,1,1,4,4,1
170,Joe Kleine,Joe,1610612741,CHI,36.0,45,32,13,0.711,376.015,38,103,0.369,0,0,0.0,15,18,0.833,27,49,76,27,27,4,5,3,60,0,91,-36,222.7,0,0,212.0,248.0,5,5,9,12,8,8,8,11,7,11,7,7,8,3,6,7,8,7,5,8,6,7,9,1,8,13,8,3,1,8,8,1
146,Jud Buechler,Jud,1610612741,CHI,30.0,74,55,19,0.743,605.4483333333334,85,176,0.483,25,65,0.385,3,6,0.5,24,53,77,49,21,22,15,1,47,0,198,17,453.9,0,0,423.0,484.0,2,2,12,7,4,4,5,4,3,3,2,12,11,11,7,6,6,5,7,4,3,2,7,1,6,9,5,3,1,5,5,1
1522,Keith Booth,Keith,1610612741,CHI,23.0,6,4,2,0.667,17.096666666666668,2,6,0.333,0,1,0.0,6,6,1.0,2,2,4,1,3,0,0,1,3,0,10,-4,13.3,0,0,15.0,16.0,12,12,2,13,12,12,12,12,7,8,7,9,11,1,11,12,12,12,12,12,11,2,2,1,12,12,12,3,1,12,12,1
753,Randy Brown,Randy,1610612741,CHI,30.0,65,49,16,0.754,1033.2566666666667,105,271,0.387,0,5,0.0,51,73,0.699,28,56,84,133,59,67,11,28,106,0,261,19,736.3,0,0,634.0,845.0,3,3,11,3,2,3,3,10,7,7,7,2,2,7,5,5,4,1,1,1,4,13,12,1,3,7,2,3,1,3,2,1
1601,Rusty LaRue,Rusty,1610612741,CHI,24.0,14,10,4,0.714,138.66,20,49,0.408,4,16,0.25,5,8,0.625,1,7,8,5,6,3,1,1,12,0,49,33,72.1,0,0,74.0,79.0,10,10,3,10,11,11,10,9,5,5,5,10,10,9,12,11,11,11,11,11,10,2,3,1,10,6,11,3,1,11,11,1
197,Scott Burrell,Scott,1610612741,CHI,27.0,77,58,19,0.753,1017.3183333333334,146,350,0.417,46,132,0.348,44,60,0.733,75,108,183,64,49,58,34,10,123,0,382,137,924.6,0,0,859.0,969.0,1,1,12,4,3,1,1,8,2,1,3,4,3,5,1,1,1,3,2,2,1,9,13,1,1,1,1,3,1,1,1,1
70,Steve Kerr,Steve,1610612741,CHI,32.0,50,37,13,0.74,1117.4383333333333,137,302,0.454,57,130,0.438,45,49,0.918,14,63,77,96,27,26,5,10,71,0,376,123,678.4,0,0,668.0,738.0,4,4,9,8,1,2,2,5,1,2,1,3,4,2,9,4,6,2,5,3,6,9,11,1,2,2,3,3,1,2,3,1
389,Toni Kukoc,Toni,1610612741,CHI,29.0,22,16,6,0.727,464.5316666666667,77,180,0.428,10,32,0.313,35,49,0.714,29,49,78,54,35,16,7,10,37,0,199,18,407.6,1,0,387.0,454.0,8,9,6,9,6,6,4,6,4,4,4,5,4,6,4,7,5,4,4,5,5,9,6,1,5,8,6,1,1,6,6,1
