PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
201151,Acie Law,Acie,1610612741,CHI,25.0,1,0,1,0.0,32.166666666666664,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,3,5,1,0,0,2,6,18,-5,24.1,0,0,27.0,30.0,11,11,1,11,12,12,12,1,9,9,5,11,11,2,12,11,11,10,10,12,10,1,1,11,12,3,12,7,1,12,12,1
1802,Brad Miller,Brad,1610612741,CHI,34.0,37,16,21,0.432,1010.035,134,305,0.439,21,72,0.292,83,102,0.814,40,172,212,66,54,20,10,19,92,104,372,-74,761.4,6,0,731.0,806.0,6,6,7,6,7,7,7,8,4,4,7,5,5,3,5,6,5,6,6,7,8,6,7,5,7,10,7,4,1,7,7,1
201565,Derrick Rose,Derrick,1610612741,CHI,21.0,78,41,37,0.526,2870.95,672,1373,0.489,16,60,0.267,259,338,0.766,65,228,293,469,217,57,27,93,96,259,1619,-37,2709.1,6,0,2565.0,3102.0,1,1,12,3,1,1,1,5,5,5,8,1,1,6,4,4,4,1,1,3,4,12,8,1,1,8,1,4,1,1,1,1
2436,Flip Murray,Flip,1610612741,CHI,30.0,1,0,1,0.0,38.18833333333333,9,19,0.474,4,11,0.364,3,4,0.75,1,2,3,2,2,5,0,0,3,3,25,-16,44.6,0,0,44.0,47.0,11,11,1,11,11,10,11,6,8,8,4,12,12,9,10,12,11,11,12,10,10,1,2,12,11,7,11,7,1,11,11,1
201949,James Johnson,James,1610612741,CHI,23.0,11,4,7,0.364,269.61833333333334,41,79,0.519,7,18,0.389,16,24,0.667,11,35,46,21,23,8,13,6,33,18,105,-49,231.7,0,0,221.0,256.0,8,8,5,7,8,8,8,2,6,7,1,8,8,10,8,8,8,9,8,8,7,5,5,8,8,9,8,7,1,8,8,1
2457,Jannero Pargo,Jannero,1610612741,CHI,30.0,5,1,4,0.2,156.56,29,70,0.414,5,21,0.238,11,12,0.917,1,11,12,23,12,7,0,2,14,11,74,-10,131.9,0,0,128.0,153.0,9,9,4,10,9,9,9,11,7,6,9,9,10,1,10,10,10,8,9,9,10,3,4,9,9,5,9,7,1,9,9,1
201149,Joakim Noah,Joakim,1610612741,CHI,25.0,54,28,26,0.519,1782.3283333333334,239,473,0.505,0,0,0.0,147,193,0.762,203,455,658,124,110,31,95,43,174,171,625,-96,1868.6,27,0,1659.0,1909.0,4,5,9,5,5,5,5,3,10,10,10,3,3,8,1,1,1,4,3,6,1,9,11,3,4,11,3,1,1,3,3,1
2422,John Salmons,John,1610612749,MIL,30.0,28,10,18,0.357,1032.365,138,355,0.389,41,124,0.331,70,91,0.769,12,92,104,71,49,51,18,28,68,74,387,-135,776.3,0,0,741.0,840.0,7,7,6,8,6,6,6,12,2,2,6,6,6,5,7,7,7,5,7,4,5,8,6,6,6,12,6,7,1,6,6,1
2550,Kirk Hinrich,Kirk,1610612741,CHI,29.0,53,31,22,0.585,1865.5366666666666,240,565,0.425,85,221,0.385,62,80,0.775,14,186,200,250,72,68,17,27,149,74,627,-1,1425.0,1,0,1332.0,1582.0,5,4,8,1,4,4,3,10,1,1,2,7,7,4,6,5,6,2,5,1,6,7,10,6,3,2,5,6,1,5,5,1
2736,Luol Deng,Luol,1610612741,CHI,25.0,69,36,33,0.522,2622.8866666666668,467,1006,0.464,31,81,0.383,251,328,0.765,131,375,506,143,132,66,61,53,128,259,1216,42,2286.7,13,0,2150.0,2389.0,3,3,10,4,2,2,2,7,3,3,3,2,2,7,3,2,3,3,2,2,3,11,9,1,2,1,2,3,1,2,2,1
201959,Taj Gibson,Taj,1610612741,CHI,25.0,70,37,33,0.529,1911.0383333333334,265,541,0.49,0,0,0.0,91,140,0.65,192,339,531,61,101,45,92,45,240,126,621,-14,1659.7,16,0,1487.0,1685.0,2,2,10,2,3,3,4,4,10,10,10,4,4,11,2,3,2,7,4,5,2,10,12,4,5,6,4,2,1,4,4,1
200748,Tyrus Thomas,Tyrus,1610612766,CHA,23.0,3,1,2,0.333,71.11666666666666,9,21,0.429,0,0,0.0,9,16,0.563,5,15,20,1,3,3,6,2,5,11,27,-9,76.5,0,0,66.0,76.0,10,9,3,9,10,10,10,9,10,10,10,10,9,12,9,9,9,12,11,11,9,3,3,9,10,4,10,7,1,10,10,1
