PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,FP_HIGH_SCORE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,FP_HIGH_SCORE_RANK,TEAM_COUNT
2062,A.J. Guyton,A.J.,1610612741,CHI,24.0,39,6,33,0.154,483.0933333333333,74,211,0.351,37,107,0.346,18,23,0.783,7,22,29,64,24,8,7,2,19,0,203,-13,354.8,0,0,363.0,405.0,6,9,12,12,7,3,3,14,1,1,6,8,8,5,10,11,11,4,8,11,6,4,6,3,3,5,7,3,1,6,6,1
1802,Brad Miller,Brad,1610612754,IND,26.0,1,0,1,0.0,20.083333333333332,4,9,0.444,0,0,0.0,1,2,0.5,1,1,2,0,2,0,2,3,5,0,9,-8,15.4,0,0,15.0,17.0,14,15,2,15,14,14,14,5,9,12,9,14,14,13,14,15,15,16,14,15,11,7,3,3,14,4,14,3,1,14,14,1
891,Charles Oakley,Charles,1610612741,CHI,38.0,21,4,17,0.19,428.59166666666664,27,70,0.386,0,3,0.0,4,8,0.5,22,80,102,39,24,11,5,2,63,0,58,-58,262.9,0,0,231.0,286.0,9,10,8,10,9,12,12,13,9,8,9,13,13,13,5,5,5,7,8,8,8,4,11,3,12,7,9,3,1,10,11,1
2053,Dalibor Bagaric,Dalibor,1610612741,CHI,21.0,50,13,37,0.26,634.8816666666667,72,178,0.404,0,1,0.0,41,70,0.586,55,107,162,23,46,17,24,19,108,1,185,-142,490.9,0,0,452.0,516.0,3,3,14,8,4,4,4,10,9,11,9,6,5,11,2,3,3,10,3,4,2,14,15,2,5,15,4,3,1,4,5,1
1944,Eddie Robinson,Eddie,1610612741,CHI,26.0,17,1,16,0.059,317.3983333333333,52,115,0.452,0,2,0.0,15,20,0.75,11,24,35,16,18,14,7,3,19,0,119,-71,230.0,0,0,212.0,249.0,10,12,6,13,11,10,10,4,9,9,9,10,9,7,8,10,9,11,10,5,6,7,6,3,10,9,12,3,1,12,12,1
2201,Eddy Curry,Eddy,1610612741,CHI,19.0,41,11,30,0.268,433.0516666666667,55,134,0.41,0,0,0.0,42,69,0.609,34,58,92,12,31,7,21,26,72,0,152,-103,333.4,0,0,312.0,352.0,4,4,11,6,8,9,8,9,9,12,9,5,6,10,4,7,6,12,5,12,3,15,13,3,8,13,8,3,1,8,8,1
697,Fred Hoiberg,Fred,1610612741,CHI,29.0,71,19,52,0.268,1140.4433333333334,102,233,0.438,21,74,0.284,61,73,0.836,17,164,181,119,28,51,3,11,65,0,286,-81,815.7,0,0,715.0,867.0,1,1,16,7,2,2,2,7,2,2,7,2,4,2,6,2,2,1,6,1,10,13,12,3,2,11,2,3,1,2,2,1
21,Greg Anthony,Greg,1610612749,MIL,34.0,1,1,0,1.0,9.393333333333333,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,2,1,2,0,0,1,0,3,1,12.2,0,0,11.0,14.0,14,12,1,1,16,16,16,15,8,9,1,15,15,15,16,15,16,13,16,13,14,1,1,3,16,2,16,3,1,16,16,1
2037,Jamal Crawford,Jamal,1610612741,CHI,22.0,17,1,16,0.059,328.5233333333333,60,136,0.441,14,40,0.35,7,9,0.778,3,21,24,39,18,11,4,3,11,0,141,-109,255.3,0,0,248.0,288.0,10,12,6,13,10,8,7,6,4,4,5,11,11,6,12,12,12,7,10,8,9,7,5,3,9,14,11,3,1,9,10,1
1563,Kevin Ollie,Kevin,1610612754,IND,29.0,35,8,27,0.229,671.0033333333333,63,157,0.401,0,0,0.0,61,76,0.803,8,59,67,112,50,22,1,9,30,0,187,-74,454.4,0,0,412.0,547.0,7,6,10,9,3,7,6,12,9,12,9,2,3,4,9,6,7,2,2,3,12,12,9,3,4,10,5,3,1,5,4,1
