loc_x,loc_y,shot_distance,shot_made,shot_type
-36,10,3,False,2PT
150,206,25,True,3PT
181,172,24,True,3PT
-239,41,24,False,3PT
-156,206,25,False,3PT
-7,33,3,True,2PT
-185,176,25,True,3PT
-141,256,29,True,3PT
-135,254,28,True,3PT
-174,49,18,True,2PT
27,252,25,False,3PT
4,127,12,False,2PT
127,211,24,True,3PT
66,237,24,False,3PT
29,33,4,False,2PT
-120,37,12,False,2PT
18,21,2,True,2PT
-5,25,2,True,2PT
15,4,1,True,2PT
-7,243,24,False,3PT
11,14,1,False,2PT
184,88,20,False,2PT
-47,66,8,True,2PT
-10,26,2,True,2PT
1,279,27,True,3PT
-6,13,1,True,2PT
-134,181,22,False,2PT
150,20,15,False,2PT
-88,254,26,False,3PT
18,25,3,False,2PT
2,22,2,True,2PT
184,200,27,False,3PT
27,86,9,True,2PT
13,8,1,False,2PT
-18,0,1,False,2PT
42,259,26,True,3PT
-1,20,2,False,2PT
13,0,1,True,2PT
-4,11,1,False,2PT
-16,0,1,True,2PT
-200,187,27,False,3PT
234,24,23,False,3PT
11,22,2,False,2PT
-213,129,24,False,3PT
239,13,23,False,3PT
-12,37,3,False,2PT
-29,237,23,False,3PT
47,119,12,False,2PT
195,222,29,True,3PT
-103,85,13,False,2PT
103,20,10,True,2PT
123,228,25,False,3PT
-223,84,23,False,3PT
-227,-7,22,False,3PT
-151,200,25,False,3PT
-18,3,1,True,2PT
-148,206,25,False,3PT
9,20,2,True,2PT
-189,166,25,True,3PT
-168,199,26,True,3PT
-17,4,1,True,2PT
16,8,1,True,2PT
219,115,24,False,3PT
10,59,5,False,2PT
-146,168,22,False,2PT
222,136,26,True,3PT
-4,7,0,True,2PT
-238,75,24,False,3PT
-65,122,13,True,2PT
-233,20,23,True,3PT
142,248,28,True,3PT
10,132,13,True,2PT
-38,8,3,True,2PT
196,167,25,False,3PT
16,35,3,True,2PT
56,130,14,False,2PT
-33,34,4,False,2PT
-2,118,11,True,2PT
-6,41,4,True,2PT
-47,27,5,True,2PT
-62,25,6,False,2PT
-40,96,10,True,2PT
-233,44,23,False,3PT
-32,68,7,True,2PT
43,26,5,True,2PT
17,139,14,False,2PT
137,269,30,False,3PT
196,148,24,True,3PT
93,233,25,False,3PT
-31,20,3,False,2PT
-180,180,25,True,3PT
109,235,25,False,3PT
-218,100,23,True,3PT
-199,134,23,True,3PT
5,10,1,False,2PT
-194,145,24,True,3PT
-232,-22,23,False,3PT
-7,250,25,False,3PT
174,166,24,False,3PT
31,252,25,False,3PT
-179,176,25,False,3PT
15,11,1,True,2PT
23,9,2,True,2PT
238,30,23,False,3PT
235,110,25,True,3PT
13,62,6,False,2PT
-12,13,1,True,2PT
-175,193,26,False,3PT
-26,26,3,True,2PT
25,15,2,True,2PT
50,200,20,False,2PT
-180,183,25,True,3PT
-12,185,18,False,2PT
-172,211,27,False,3PT
32,59,6,False,2PT
159,201,25,False,3PT
-33,283,28,True,3PT
146,230,27,False,3PT
-190,96,21,False,2PT
-191,207,28,True,3PT
-96,256,27,True,3PT
16,264,26,True,3PT
-27,37,4,True,2PT
-110,9,11,False,2PT
15,50,5,False,2PT
0,103,10,False,2PT
53,5,5,True,2PT
34,24,4,False,2PT
125,58,13,True,2PT
-13,16,2,True,2PT
72,8,7,False,2PT
-45,268,27,False,3PT
-91,245,26,False,3PT
-5,26,2,True,2PT
-86,61,10,False,2PT
-82,121,14,True,2PT
-98,43,10,True,2PT
-58,41,7,True,2PT
-225,21,22,False,3PT
-26,29,3,True,2PT
-65,246,25,False,3PT
208,142,25,False,3PT
-6,38,3,True,2PT
-26,20,3,True,2PT
-148,230,27,False,3PT
67,253,26,False,3PT
-123,242,27,False,3PT
-31,229,23,False,2PT
-66,245,25,False,3PT
-32,4,3,True,2PT
93,246,26,False,3PT
-98,239,25,False,3PT
44,252,25,False,3PT
-29,138,14,True,2PT
-33,17,3,False,2PT
66,31,7,False,2PT
-67,132,14,True,2PT
32,58,6,False,2PT
-157,205,25,False,3PT
