loc_x,loc_y,shot_distance,shot_made,shot_type
11,94,9,True,2PT
6,31,3,True,2PT
7,7,0,True,2PT
232,-4,23,False,3PT
-38,130,13,True,2PT
10,-4,1,True,2PT
-37,125,13,True,2PT
-134,241,27,False,3PT
-57,138,14,True,2PT
-92,104,13,True,2PT
-186,179,25,False,3PT
-152,199,25,True,3PT
-11,-1,1,True,2PT
20,55,5,False,2PT
-6,147,14,False,2PT
-33,1,3,True,2PT
-210,140,25,False,3PT
-23,59,6,False,2PT
33,89,9,False,2PT
26,7,2,False,2PT
-118,256,28,False,3PT
-18,11,2,True,2PT
7,110,11,True,2PT
2,40,4,True,2PT
13,26,2,True,2PT
-15,27,3,False,2PT
0,4,0,False,2PT
-225,10,22,True,3PT
