PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
2062,A.J. Guyton,0,2,0,0,2,4,6
243,Aaron McKie,721,278,33,71,245,1282,1408
1425,Aaron Williams,500,88,10,23,78,679,749
2492,Adam Harrington,30,12,0,0,12,54,66
1502,Adonal Foyle,440,37,21,43,16,515,530
1559,Adrian Griffin,325,105,13,28,92,537,623
1733,Al Harrington,1002,125,10,22,115,1254,1355
673,Alan Henderson,394,41,30,63,11,479,486
275,Allan Houston,1845,220,14,30,206,2287,2462
947,Allen Iverson,2262,454,76,157,378,3175,3308
2228,Alton Ford,7,1,0,0,1,9,10
1541,Alvin Williams,1027,416,64,146,352,1877,2112
1043,Amal McCaskill,11,5,3,7,2,22,24
2405,Amar'e Stoudemire,1106,78,11,22,67,1262,1326
1889,Andre Miller,1088,537,52,111,485,2169,2441
1905,Andrei Kirilenko,963,138,17,36,121,1241,1333
692,Andrew DeClercq,365,52,5,13,47,472,519
358,Anfernee Hardaway,615,235,22,47,213,1088,1237
1738,Ansu Sesay,94,23,2,5,21,141,160
1712,Antawn Jamison,1822,156,93,208,63,2156,2213
1853,Anthony Carter,199,203,10,21,193,606,713
924,Anthony Goldwire,25,4,3,7,1,34,35
1533,Anthony Johnson,270,86,3,6,83,442,516
193,Anthony Mason,466,209,76,179,133,911,1039
324,Anthony Peeler,630,244,21,44,223,1120,1254
2541,Antoine Rigaudeau,17,6,1,3,5,30,35
952,Antoine Walker,1570,373,52,122,321,2334,2617
1498,Antonio Daniels,251,85,5,11,80,422,488
213,Antonio Davis,738,131,14,32,117,1004,1106
176,Antonio Harvey,4,0,0,0,0,4,4
1609,Art Long,60,6,0,0,6,72,78
717,Arvydas Sabonis,476,142,15,32,127,762,881
1506,Austin Croshere,252,56,13,26,43,364,403
422,Avery Johnson,156,64,5,13,59,287,343
1884,Baron Davis,856,320,61,131,259,1505,1630
1112,Ben Wallace,506,120,20,44,100,750,847
902,Bimbo Coles,154,72,5,12,67,300,329
448,Bo Outlaw,378,112,9,19,103,603,696
682,Bob Sura,401,177,95,212,82,777,852
1517,Bobby Jackson,895,182,23,51,159,1264,1385
2250,Bobby Simmons,120,20,4,8,16,160,174
1719,Bonzi Wells,1138,246,26,55,220,1633,1811
2411,Bostjan Nachbar,29,3,0,0,3,35,38
1802,Brad Miller,955,193,34,72,159,1345,1475
2220,Brandon Armstrong,24,2,1,3,1,29,30
1585,Brandon Williams,2,0,0,0,0,2,2
2217,Brendan Haywood,501,29,3,6,26,559,581
699,Brent Barry,774,384,29,63,355,1547,1770
1510,Brevin Knight,216,233,23,51,210,687,841
2073,Brian Cardinal,4,1,0,0,1,6,6
258,Brian Grant,846,104,7,15,97,1055,1140
2243,Brian Scalabrine,180,46,5,10,41,272,309
216,Brian Shaw,250,103,11,24,92,458,539
1730,Brian Skinner,461,19,4,8,15,499,514
1477,Bruce Bowen,583,113,47,112,66,827,887
1743,Bruno Sundov,32,7,1,2,6,46,52
1724,Bryce Drew,19,11,0,0,11,41,52
935,Bryon Russell,315,72,5,11,67,460,501
384,Calbert Cheaney,700,163,12,24,151,1026,1137
1916,Calvin Booth,138,12,2,4,10,162,171
2306,Carlos Arroyo,121,53,2,4,51,227,258
2430,Carlos Boozer,810,106,16,34,90,1024,1096
2406,Caron Butler,1201,213,9,20,204,1629,1787
2418,Casey Jacobsen,368,73,8,17,65,515,576
2456,Cezary Trybanski,14,1,0,0,1,16,17
891,Charles Oakley,74,40,3,7,37,155,182
1520,Charles Smith,5,1,0,0,1,7,8
369,Charlie Ward,472,306,28,65,278,1093,1326
1497,Chauncey Billups,1199,287,32,69,255,1778,1978
685,Cherokee Parks,188,21,1,2,20,230,248
2365,Chris Andersen,305,32,2,5,30,370,394
164,Chris Childs,15,16,1,2,15,47,60
1544,Chris Crawford,24,1,1,2,0,26,26
201,Chris Dudley,0,0,0,0,0,0,0
2423,Chris Jefferies,197,22,1,2,21,241,261
2036,Chris Mihm,308,28,2,4,26,364,389
168,Chris Mills,101,22,13,27,9,146,154
2442,Chris Owens,4,0,0,0,0,4,4
185,Chris Webber,1542,364,25,57,339,2277,2545
43,Chris Whitney,355,145,17,34,128,645,710
2404,Chris Wilcox,171,21,4,8,17,213,230
363,Christian Laettner,632,235,34,70,201,1104,1237
1088,Chucky Atkins,462,175,8,20,167,816,955
221,Clar. Weatherspoon,521,68,2,4,66,657,723
361,Clifford Robinson,992,268,24,53,244,1533,1759
1736,Corey Benjamin,40,10,9,22,1,64,65
1894,Corey Maggette,1073,123,11,23,112,1320,1414
916,Corie Blount,150,50,50,109,0,259,259
722,Corliss Williamson,987,104,16,40,88,1203,1290
2042,Courtney Alexander,523,79,18,43,61,688,746
1749,Cuttino Mobley,1280,208,23,48,185,1698,1852
2402,Dajuan Wagner,629,130,38,82,92,895,956
905,Dale Davis,579,94,11,27,83,772,853
2053,Dalibor Bagaric,19,4,4,9,0,28,28
1800,Damon Jones,224,80,3,6,77,384,453
757,Damon Stoudamire,409,204,11,24,193,819,963
2245,Damone Brown,28,3,0,0,3,34,37
2424,Dan Dickau,183,85,53,113,32,360,379
2429,Dan Gadzuric,169,9,1,3,8,188,196
2061,Dan Langhi,183,21,2,5,19,226,245
198,Danny Ferry,119,21,9,21,12,164,175
1504,Danny Fortson,59,12,6,14,6,85,88
330,Danny Manning,34,7,0,0,7,48,55
2032,Darius Miles,618,176,32,70,144,976,1078
353,Darrell Armstrong,769,323,27,61,296,1422,1679
1032,Darvin Ham,180,38,25,57,13,263,273
764,David Robinson,546,61,25,54,36,672,706
133,David Wesley,1217,251,22,47,229,1722,1867
2205,DeSagana Diop,119,43,4,8,39,205,239
2052,DeShawn Stevenson,279,40,5,11,35,360,387
2352,Dean Oliver,22,23,16,35,7,71,75
1507,Derek Anderson,1057,325,33,69,292,1710,1876
965,Derek Fisher,863,298,29,62,269,1463,1696
934,Derrick Coleman,602,87,10,21,77,777,838
2046,Desmond Mason,1147,163,19,47,144,1482,1609
1904,Devean George,492,92,6,14,86,678,759
2484,Devin Brown,30,7,0,0,7,44,51
87,Dikembe Mutombo,138,19,0,0,19,176,195
1901,Dion Glover,737,141,112,253,29,1048,1075
1717,Dirk Nowitzki,2011,239,37,82,202,2497,2673
690,Don Reid,1,0,0,0,0,1,1
2051,Donnell Harvey,611,100,8,18,92,813,884
681,Donny Marshall,0,0,0,0,0,0,0
923,Donyell Marshall,1042,137,137,295,0,1337,1337
57,Doug Christie,748,376,30,63,346,1503,1770
2400,Drew Gooden,875,83,15,33,68,1044,1110
