PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
1630639,A.J. Lawson,56,2,1,3,1,61,62
1631260,AJ Green,154,22,5,13,17,201,218
1631100,AJ Griffin,639,73,31,77,42,800,842
203932,Aaron Gordon,1109,203,43,101,160,1530,1688
1628988,Aaron Holiday,247,89,33,76,56,435,491
1630174,Aaron Nesmith,738,98,44,107,54,953,1007
1630598,Aaron Wiggins,479,80,19,46,61,647,708
1629678,Admiral Schofield,155,31,12,33,19,226,245
201143,Al Horford,616,189,56,138,133,1020,1153
202692,Alec Burks,652,114,43,99,71,893,964
1630197,Aleksej Pokusevski,276,64,26,63,38,415,453
1627936,Alex Caruso,374,193,193,449,0,823,823
203458,Alex Len,43,12,3,8,9,69,78
1628993,Alize Johnson,7,1,0,0,1,9,10
1631214,Alondes Williams,0,0,0,0,0,0,0
1630578,Alperen Sengun,1109,291,53,118,238,1703,1934
1629599,Amir Coffey,172,53,3,7,50,279,329
203083,Andre Drummond,399,33,33,75,0,474,474
2738,Andre Iguodala,17,19,5,12,14,57,71
1629614,Andrew Nembhard,709,341,104,247,237,1430,1661
203952,Andrew Wiggins,633,85,43,110,42,827,869
1629014,Anfernee Simons,1306,253,84,193,169,1837,1998
203076,Anthony Davis,1451,148,46,117,102,1772,1874
1630162,Anthony Edwards,1946,350,197,488,153,2740,2892
1630264,Anthony Gill,195,34,9,21,25,266,291
1630237,Anthony Lamb,415,96,41,108,55,633,688
1630559,Austin Reaves,833,215,48,118,167,1285,1446
203085,Austin Rivers,255,75,36,90,39,423,462
1630245,Ayo Dosunmu,687,206,206,481,0,1168,1168
1628389,Bam Adebayo,1529,240,46,113,194,2030,2224
1627732,Ben Simmons,291,256,60,149,196,832,1016
1631097,Bennedict Mathurin,1302,116,48,119,68,1557,1625
202687,Bismack Biyombo,263,56,7,16,49,377,426
201933,Blake Griffin,170,61,13,31,48,297,345
1631104,Blake Wesley,184,98,13,33,85,387,472
1626246,Boban Marjanovic,102,9,5,11,4,121,125
1626171,Bobby Portis Jr.,987,105,27,66,78,1209,1287
203992,Bogdan Bogdanović,756,150,70,157,80,1073,1153
202711,Bojan Bogdanovic,1273,152,45,110,107,1597,1704
1629626,Bol Bol,634,69,13,31,56,777,833
1630538,Bones Hyland,659,172,46,112,126,1023,1143
203078,Bradley Beal,1160,271,76,184,195,1734,1919
1630527,Brandon Boston Jr.,143,20,3,7,17,184,201
1629634,Brandon Clarke,559,72,55,130,17,723,740
1627742,Brandon Ingram,1112,262,113,279,149,1689,1829
1630296,Braxton Key,4,0,0,0,0,4,4
201572,Brook Lopez,1239,99,32,78,67,1451,1518
1628971,Bruce Brown,923,268,63,149,205,1482,1681
1628981,Bruno Fernando,153,31,13,34,18,223,241
1631121,Bryce McGowens,246,54,13,30,41,358,399
1627854,Bryn Forbes,89,17,12,30,5,129,134
1631205,Buddy Boeheim,16,4,1,2,3,24,27
1627741,Buddy Hield,1344,225,86,210,139,1832,1967
203468,CJ McCollum,1568,429,266,625,163,2519,2680
1630595,Cade Cunningham,239,72,6,16,66,387,450
1631216,Caleb Houstan,193,30,8,23,22,260,282
1628997,Caleb Martin,683,117,24,62,93,931,1024
1629629,Cam Reddish,387,57,25,55,32,506,538
1630560,Cam Thomas,604,78,29,73,49,775,824
1629661,Cameron Johnson,650,78,53,127,25,827,852
1626166,Cameron Payne,493,214,39,88,175,931,1102
1627747,Caris LeVert,897,287,220,516,67,1547,1611
1630637,Carlik Jones,20,6,6,13,0,33,33
1626224,Cedi Osman,669,115,79,190,36,931,967
1628435,Chance Comanche,7,0,0,0,0,7,7
1629646,Charles Bassey,199,48,1,2,47,295,342
1631320,Chima Moneke,2,1,1,2,0,4,4
1629002,Chimezie Metu,321,40,11,29,29,408,437
1628449,Chris Boucher,712,29,23,50,6,774,780
1630537,Chris Duarte,362,64,23,56,41,500,541
101108,Chris Paul,819,524,79,192,445,1901,2280
1629735,Chris Silva,2,0,0,0,0,2,2
1631128,Christian Braun,360,59,13,31,46,483,529
1631132,Christian Koloko,182,31,23,53,8,251,259
1626174,Christian Wood,1114,121,41,99,80,1373,1453
1629643,Chuma Okeke,128,37,14,32,23,206,229
203991,Clint Capela,779,58,25,60,33,905,938
1629632,Coby White,715,204,204,479,0,1194,1194
1628998,Cody Martin,35,11,8,20,3,61,64
203469,Cody Zeller,98,10,1,3,9,119,128
1630175,Cole Anthony,781,235,54,127,181,1270,1450
1631306,Cole Swider,9,4,1,3,3,18,21
1629012,Collin Sexton,685,138,46,109,92,978,1070
1630557,Corey Kispert,820,87,14,33,73,999,1072
202709,Cory Joseph,427,217,62,154,155,891,1046
1626156,D'Angelo Russell,1263,437,180,422,257,2199,2432
1630227,Daishen Nix,226,132,23,53,109,497,600
1630625,Dalano Banton,142,36,18,42,18,220,238
1631207,Dalen Terry,85,22,22,58,0,143,143
1627745,Damian Jones,142,15,1,3,14,173,187
203081,Damian Lillard,1866,425,123,291,302,2761,3040
1627814,Damion Lee,604,99,14,35,85,809,893
1629655,Daniel Gafford,705,84,11,25,73,876,949
1628464,Daniel Theis,49,9,5,12,4,69,73
201980,Danny Green,61,6,2,6,4,75,79
1627863,Danuel House Jr.,268,44,23,56,21,366,387
203967,Dario Saric,362,74,29,67,45,519,564
1629647,Darius Bazley,224,38,8,21,30,305,335
1630620,Darius Days,15,1,0,0,1,17,18
1629636,Darius Garland,1490,538,495,1117,43,2693,2735
1630561,David Duke Jr.,85,21,7,19,14,132,146
1631223,David Roddy,466,59,26,62,33,594,627
1630558,Davion Mitchell,450,185,44,106,141,838,979
202722,Davis Bertans,206,21,8,19,13,251,264
1628432,Davon Reed,89,23,6,14,17,137,154
1630549,Day'Ron Sharpe,227,37,13,31,24,306,330
1628368,De'Aaron Fox,1826,447,125,313,322,2783,3099
1629631,De'Andre Hunter,1029,94,36,88,58,1233,1291
1629001,De'Anthony Melton,780,197,122,306,75,1236,1311
201599,DeAndre Jordan,199,34,8,18,26,269,295
201942,DeMar DeRozan,1816,377,377,923,0,2739,2739
1629731,Dean Wade,206,37,26,70,11,298,309
1629028,Deandre Ayton,1203,115,25,63,90,1446,1536
1627749,Dejounte Murray,1515,448,261,610,187,2499,2680
1626153,Delon Wright,369,194,51,126,143,781,924
1630166,Deni Avdija,697,211,47,110,164,1135,1295
203471,Dennis Schröder,830,298,73,177,225,1457,1669
1628372,Dennis Smith Jr.,474,261,66,161,195,1025,1208
1629126,Deonte Burton,0,0,0,0,0,0,0
1631220,Dereon Seabron,4,0,0,0,0,4,4
1627884,Derrick Jones Jr.,319,34,34,85,0,404,404
