season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
1997-98,893,Michael Jordan,2964,920,A.C. Green,848,957,115,not_above
1997-98,893,Michael Jordan,2964,243,Aaron McKie,685,759,119,not_above
1997-98,893,Michael Jordan,2964,1425,Aaron Williams,327,338,11,not_above
1997-98,893,Michael Jordan,2964,228,Adam Keefe,803,859,64,not_above
1997-98,893,Michael Jordan,2964,1502,Adonal Foyle,193,203,12,not_above
1997-98,893,Michael Jordan,2964,154,Adrian Caldwell,0,0,0,not_above
1997-98,893,Michael Jordan,2964,673,Alan Henderson,1135,1197,65,not_above
1997-98,893,Michael Jordan,2964,275,Allan Houston,1937,2093,188,not_above
1997-98,893,Michael Jordan,2964,947,Allen Iverson,2757,2894,436,not_above
1997-98,893,Michael Jordan,2964,297,Alonzo Mourning,1235,1257,22,not_above
1997-98,893,Michael Jordan,2964,175,Alton Lister,8,9,1,not_above
1997-98,893,Michael Jordan,2964,1541,Alvin Williams,530,616,102,not_above
1997-98,893,Michael Jordan,2964,692,Andrew DeClercq,557,607,53,not_above
1997-98,893,Michael Jordan,2964,457,Andrew Lang,184,198,15,not_above
1997-98,893,Michael Jordan,2964,358,Anfernee Hardaway,447,489,62,not_above
1997-98,893,Michael Jordan,2964,194,Anthony Bowie,97,107,10,not_above
1997-98,893,Michael Jordan,2964,924,Anthony Goldwire,1310,1461,245,not_above
1997-98,893,Michael Jordan,2964,1533,Anthony Johnson,1234,1399,307,not_above
1997-98,893,Michael Jordan,2964,193,Anthony Mason,1735,1958,292,not_above
1997-98,893,Michael Jordan,2964,292,Anthony Miller,85,87,2,not_above
1997-98,893,Michael Jordan,2964,1515,Anthony Parker,110,125,18,not_above
1997-98,893,Michael Jordan,2964,324,Anthony Peeler,753,765,28,not_above
1997-98,893,Michael Jordan,2964,156,Antoine Carr,478,508,32,not_above
1997-98,893,Michael Jordan,2964,952,Antoine Walker,2393,2576,238,not_above
1997-98,893,Michael Jordan,2964,1498,Antonio Daniels,1249,1443,295,not_above
1997-98,893,Michael Jordan,2964,213,Antonio Davis,911,960,50,not_above
1997-98,893,Michael Jordan,2964,226,Antonio Lang,14,14,0,not_above
1997-98,893,Michael Jordan,2964,686,Antonio McDyess,1438,1537,102,not_above
1997-98,893,Michael Jordan,2964,288,Armen Gilliam,1131,1203,90,not_above
1997-98,893,Michael Jordan,2964,717,Arvydas Sabonis,1608,1738,191,not_above
1997-98,893,Michael Jordan,2964,1506,Austin Croshere,92,100,8,not_above
1997-98,893,Michael Jordan,2964,422,Avery Johnson,1952,2176,534,not_above
1997-98,893,Michael Jordan,2964,769,B.J. Armstrong,565,672,128,not_above
1997-98,893,Michael Jordan,2964,989,Ben Davis,4,4,0,not_above
