PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
201166,Aaron Brooks,894,238,30,72,208,1382,1564
201189,Aaron Gray,196,46,46,100,0,296,296
201151,Acie Law,162,86,10,24,76,338,413
200747,Adam Morrison,209,41,21,47,20,296,315
1502,Adonal Foyle,17,1,0,0,1,19,20
1733,Al Harrington,1469,102,16,37,86,1678,1764
201143,Al Horford,773,163,30,79,133,1118,1249
2744,Al Jefferson,1156,79,11,28,68,1320,1386
201154,Al Thornton,1194,103,9,22,94,1404,1495
201169,Alando Tucker,138,12,3,6,9,162,171
101165,Alex Acker,72,12,0,0,12,96,108
201582,Alexis Ajinca,70,3,1,2,2,76,78
947,Allen Iverson,995,283,31,74,252,1573,1737
2405,Amar'e Stoudemire,1134,104,13,33,91,1349,1436
101161,Amir Johnson,217,20,2,4,18,257,275
2760,Anderson Varejao,694,81,12,24,69,856,925
101154,Andray Blatche,713,118,22,50,96,955,1037
2810,Andre Brown,4,1,0,0,1,6,7
2738,Andre Iguodala,1541,434,331,705,103,2452,2511
1889,Andre Miller,1337,534,439,916,95,2443,2521
200745,Andrea Bargnani,1202,94,28,65,66,1399,1458
1905,Andrei Kirilenko,776,175,21,43,154,1127,1261
2804,Andres Nocioni,867,102,65,154,37,1095,1132
101106,Andrew Bogut,422,72,9,20,63,568,626
101115,Andrew Bynum,714,71,12,27,59,859,917
2740,Andris Biedrins,735,121,21,45,100,980,1074
1712,Antawn Jamison,1801,153,27,62,126,2115,2215
1853,Anthony Carter,412,364,275,624,89,1214,1279
1533,Anthony Johnson,421,200,29,70,171,833,996
201627,Anthony Morrow,676,80,7,17,73,839,910
1515,Anthony Parker,857,269,62,137,207,1408,1566
201576,Anthony Randolph,499,49,10,22,39,599,636
101194,Anthony Roberson,119,20,1,2,19,159,178
201229,Anthony Tolliver,52,17,2,5,15,87,102
101120,Antoine Wright,474,77,33,81,44,643,687
1498,Antonio Daniels,300,177,31,68,146,660,796
686,Antonio McDyess,596,83,18,41,65,767,830
201167,Arron Afflalo,363,44,7,16,37,453,483
1506,Austin Croshere,40,9,3,8,6,60,66
1884,Baron Davis,968,501,86,185,415,1983,2234
2732,Ben Gordon,1699,279,279,611,0,2310,2310
1112,Ben Wallace,165,44,8,16,36,253,289
2757,Beno Udrih,800,342,27,60,315,1490,1773
201336,Blake Ahearn,8,2,2,5,0,13,13
201628,Bobby Brown,361,117,9,21,108,598,694
1517,Bobby Jackson,532,143,26,60,117,826,939
2250,Bobby Simmons,556,92,68,152,24,756,780
2564,Boris Diaw,1072,333,180,407,153,1785,1908
1802,Brad Miller,831,234,101,215,133,1312,1421
201148,Brandan Wright,323,21,4,11,17,368,385
101138,Brandon Bass,686,43,10,23,33,775,808
200750,Brandon Roy,1765,400,31,73,369,2576,2894
201575,Brandon Rush,610,66,13,28,53,744,796
2217,Brendan Haywood,58,8,0,0,8,74,82
699,Brent Barry,208,78,5,11,73,365,436
1510,Brevin Knight,180,190,25,52,165,562,704
2073,Brian Cardinal,190,76,6,14,70,344,414
2567,Brian Cook,74,5,0,0,5,84,89
2243,Brian Scalabrine,136,18,13,32,5,178,183
1730,Brian Skinner,214,27,1,2,26,268,294
201572,Brook Lopez,1068,86,42,96,44,1252,1296
1477,Bruce Bowen,214,40,6,14,34,296,330
201228,C.J. Watson,730,206,26,61,180,1151,1306
101139,CJ Miles,657,107,13,26,94,871,955
1916,Calvin Booth,16,0,0,0,0,16,16
201171,Carl Landry,638,39,6,14,33,718,751
2430,Carlos Boozer,599,79,2,4,77,757,828
2546,Carmelo Anthony,1504,222,183,396,39,1978,2007
2406,Caron Butler,1392,290,63,140,227,1986,2148
201858,Cartier Martin,86,13,7,14,6,112,118
200759,Cedric Simmons,29,2,2,4,0,33,33
101112,Channing Frye,263,24,1,3,23,312,335
2294,Charlie Bell,587,151,23,52,128,895,1011
101111,Charlie Villanueva,1264,137,18,39,119,1541,1652
1497,Chauncey Billups,1400,506,470,1050,36,2522,2554
200798,Cheikh Samb,15,1,1,2,0,17,17
2365,Chris Andersen,452,31,21,47,10,519,529
2547,Chris Bosh,1746,191,37,86,154,2140,2280
201604,Chris Douglas-Roberts,216,52,23,58,29,332,359
2768,Chris Duhon,880,566,108,255,458,2051,2461
2549,Chris Kaman,373,46,8,18,38,467,504
2036,Chris Mihm,36,10,0,0,10,56,66
101108,Chris Paul,1781,861,54,123,807,3519,3936
200809,Chris Quinn,339,132,19,47,113,612,721
2404,Chris Wilcox,447,47,7,16,40,543,581
101236,Chuck Hayes,91,42,5,12,37,177,214
1088,Chucky Atkins,98,59,25,58,34,224,252
