season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2009-10,201565,Derrick Rose,2662,201985,AJ Price,624,728,104,not_above
2009-10,201565,Derrick Rose,2662,201166,Aaron Brooks,2556,2662,119,not_above
2009-10,201565,Derrick Rose,2662,201189,Aaron Gray,149,169,20,not_above
2009-10,201565,Derrick Rose,2662,201151,Acie Law,168,178,10,not_above
2009-10,201565,Derrick Rose,2662,200747,Adam Morrison,110,128,18,not_above
2009-10,201565,Derrick Rose,2662,1733,Al Harrington,1504,1592,97,not_above
2009-10,201565,Derrick Rose,2662,201143,Al Horford,1528,1696,177,not_above
2009-10,201565,Derrick Rose,2662,2744,Al Jefferson,1577,1702,130,not_above
2009-10,201565,Derrick Rose,2662,201154,Al Thornton,985,1067,85,not_above
2009-10,201565,Derrick Rose,2662,201169,Alando Tucker,59,63,4,not_above
2009-10,201565,Derrick Rose,2662,201582,Alexis Ajinca,10,10,0,not_above
2009-10,201565,Derrick Rose,2662,947,Allen Iverson,612,698,110,not_above
2009-10,201565,Derrick Rose,2662,202087,Alonzo Gee,95,102,7,not_above
2009-10,201565,Derrick Rose,2662,2405,Amar'e Stoudemire,2066,2137,71,not_above
2009-10,201565,Derrick Rose,2662,101161,Amir Johnson,608,653,46,not_above
2009-10,201565,Derrick Rose,2662,2760,Anderson Varejao,827,909,82,not_above
2009-10,201565,Derrick Rose,2662,101154,Andray Blatche,1487,1620,157,not_above
2009-10,201565,Derrick Rose,2662,2738,Andre Iguodala,2351,2638,439,not_above
2009-10,201565,Derrick Rose,2662,1889,Andre Miller,2042,2360,418,not_above
2009-10,201565,Derrick Rose,2662,200745,Andrea Bargnani,1562,1651,92,not_above
2009-10,201565,Derrick Rose,2662,1905,Andrei Kirilenko,1004,1123,149,not_above
2009-10,201565,Derrick Rose,2662,2804,Andres Nocioni,787,854,70,not_above
2009-10,201565,Derrick Rose,2662,101106,Andrew Bogut,1354,1468,115,not_above
2009-10,201565,Derrick Rose,2662,101115,Andrew Bynum,1115,1174,59,not_above
2009-10,201565,Derrick Rose,2662,2740,Andris Biedrins,282,331,51,not_above
2009-10,201565,Derrick Rose,2662,1712,Antawn Jamison,1405,1479,77,not_above
2009-10,201565,Derrick Rose,2662,1853,Anthony Carter,500,632,154,not_above
2009-10,201565,Derrick Rose,2662,1533,Anthony Johnson,256,317,61,not_above
2009-10,201565,Derrick Rose,2662,201627,Anthony Morrow,1115,1195,83,not_above
2009-10,201565,Derrick Rose,2662,1515,Anthony Parker,913,1053,145,not_above
2009-10,201565,Derrick Rose,2662,201576,Anthony Randolph,469,507,40,not_above
2009-10,201565,Derrick Rose,2662,201229,Anthony Tolliver,716,796,80,not_above
2009-10,201565,Derrick Rose,2662,101120,Antoine Wright,577,644,67,not_above
2009-10,201565,Derrick Rose,2662,202079,Antonio Anderson,2,2,0,not_above
2009-10,201565,Derrick Rose,2662,686,Antonio McDyess,612,694,82,not_above
