season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2022-23,201942,DeMar DeRozan,2739,1630639,A.J. Lawson,61,62,1,not_above
2022-23,201942,DeMar DeRozan,2739,1631260,AJ Green,201,218,17,not_above
2022-23,201942,DeMar DeRozan,2739,1631100,AJ Griffin,800,842,42,not_above
2022-23,201942,DeMar DeRozan,2739,203932,Aaron Gordon,1530,1688,160,not_above
2022-23,201942,DeMar DeRozan,2739,1628988,Aaron Holiday,435,491,56,not_above
2022-23,201942,DeMar DeRozan,2739,1630174,Aaron Nesmith,953,1007,54,not_above
2022-23,201942,DeMar DeRozan,2739,1630598,Aaron Wiggins,647,708,61,not_above
2022-23,201942,DeMar DeRozan,2739,1629678,Admiral Schofield,226,245,19,not_above
2022-23,201942,DeMar DeRozan,2739,201143,Al Horford,1020,1153,133,not_above
2022-23,201942,DeMar DeRozan,2739,202692,Alec Burks,893,964,71,not_above
2022-23,201942,DeMar DeRozan,2739,1630197,Aleksej Pokusevski,415,453,38,not_above
2022-23,201942,DeMar DeRozan,2739,1627936,Alex Caruso,823,823,0,not_above
2022-23,201942,DeMar DeRozan,2739,203458,Alex Len,69,78,9,not_above
2022-23,201942,DeMar DeRozan,2739,1628993,Alize Johnson,9,10,1,not_above
2022-23,201942,DeMar DeRozan,2739,1631214,Alondes Williams,0,0,0,not_above
2022-23,201942,DeMar DeRozan,2739,1630578,Alperen Sengun,1703,1934,238,not_above
2022-23,201942,DeMar DeRozan,2739,1629599,Amir Coffey,279,329,50,not_above
2022-23,201942,DeMar DeRozan,2739,203083,Andre Drummond,474,474,0,not_above
2022-23,201942,DeMar DeRozan,2739,2738,Andre Iguodala,57,71,14,not_above
2022-23,201942,DeMar DeRozan,2739,1629614,Andrew Nembhard,1430,1661,237,not_above
2022-23,201942,DeMar DeRozan,2739,203952,Andrew Wiggins,827,869,42,not_above
2022-23,201942,DeMar DeRozan,2739,1629014,Anfernee Simons,1837,1998,169,not_above
2022-23,201942,DeMar DeRozan,2739,203076,Anthony Davis,1772,1874,102,not_above
2022-23,201942,DeMar DeRozan,2739,1630162,Anthony Edwards,2740,2892,153,above
2022-23,201942,DeMar DeRozan,2739,1630264,Anthony Gill,266,291,25,not_above
2022-23,201942,DeMar DeRozan,2739,1630237,Anthony Lamb,633,688,55,not_above
2022-23,201942,DeMar DeRozan,2739,1630559,Austin Reaves,1285,1446,167,not_above
2022-23,201942,DeMar DeRozan,2739,203085,Austin Rivers,423,462,39,not_above
2022-23,201942,DeMar DeRozan,2739,1630245,Ayo Dosunmu,1168,1168,0,not_above
2022-23,201942,DeMar DeRozan,2739,1628389,Bam Adebayo,2030,2224,194,not_above
2022-23,201942,DeMar DeRozan,2739,1627732,Ben Simmons,832,1016,196,not_above
2022-23,201942,DeMar DeRozan,2739,1631097,Bennedict Mathurin,1557,1625,68,not_above
2022-23,201942,DeMar DeRozan,2739,202687,Bismack Biyombo,377,426,49,not_above
2022-23,201942,DeMar DeRozan,2739,201933,Blake Griffin,297,345,48,not_above
2022-23,201942,DeMar DeRozan,2739,1631104,Blake Wesley,387,472,85,not_above
2022-23,201942,DeMar DeRozan,2739,1626246,Boban Marjanovic,121,125,4,not_above
2022-23,201942,DeMar DeRozan,2739,1626171,Bobby Portis Jr.,1209,1287,78,not_above
2022-23,201942,DeMar DeRozan,2739,203992,Bogdan Bogdanović,1073,1153,80,not_above
2022-23,201942,DeMar DeRozan,2739,202711,Bojan Bogdanovic,1597,1704,107,not_above
2022-23,201942,DeMar DeRozan,2739,1629626,Bol Bol,777,833,56,not_above
2022-23,201942,DeMar DeRozan,2739,1630538,Bones Hyland,1023,1143,126,not_above
2022-23,201942,DeMar DeRozan,2739,203078,Bradley Beal,1734,1919,195,not_above
2022-23,201942,DeMar DeRozan,2739,1630527,Brandon Boston Jr.,184,201,17,not_above
2022-23,201942,DeMar DeRozan,2739,1629634,Brandon Clarke,723,740,17,not_above
2022-23,201942,DeMar DeRozan,2739,1627742,Brandon Ingram,1689,1829,149,not_above
2022-23,201942,DeMar DeRozan,2739,1630296,Braxton Key,4,4,0,not_above
2022-23,201942,DeMar DeRozan,2739,201572,Brook Lopez,1451,1518,67,not_above
2022-23,201942,DeMar DeRozan,2739,1628971,Bruce Brown,1482,1681,205,not_above
2022-23,201942,DeMar DeRozan,2739,1628981,Bruno Fernando,223,241,18,not_above
2022-23,201942,DeMar DeRozan,2739,1631121,Bryce McGowens,358,399,41,not_above
2022-23,201942,DeMar DeRozan,2739,1627854,Bryn Forbes,129,134,5,not_above
2022-23,201942,DeMar DeRozan,2739,1631205,Buddy Boeheim,24,27,3,not_above
2022-23,201942,DeMar DeRozan,2739,1627741,Buddy Hield,1832,1967,139,not_above
2022-23,201942,DeMar DeRozan,2739,203468,CJ McCollum,2519,2680,163,not_above
2022-23,201942,DeMar DeRozan,2739,1630595,Cade Cunningham,387,450,66,not_above
2022-23,201942,DeMar DeRozan,2739,1631216,Caleb Houstan,260,282,22,not_above
2022-23,201942,DeMar DeRozan,2739,1628997,Caleb Martin,931,1024,93,not_above
2022-23,201942,DeMar DeRozan,2739,1629629,Cam Reddish,506,538,32,not_above
2022-23,201942,DeMar DeRozan,2739,1630560,Cam Thomas,775,824,49,not_above
2022-23,201942,DeMar DeRozan,2739,1629661,Cameron Johnson,827,852,25,not_above
2022-23,201942,DeMar DeRozan,2739,1626166,Cameron Payne,931,1102,175,not_above
2022-23,201942,DeMar DeRozan,2739,1627747,Caris LeVert,1547,1611,67,not_above
2022-23,201942,DeMar DeRozan,2739,1630637,Carlik Jones,33,33,0,not_above
2022-23,201942,DeMar DeRozan,2739,1626224,Cedi Osman,931,967,36,not_above
2022-23,201942,DeMar DeRozan,2739,1628435,Chance Comanche,7,7,0,not_above
2022-23,201942,DeMar DeRozan,2739,1629646,Charles Bassey,295,342,47,not_above
2022-23,201942,DeMar DeRozan,2739,1631320,Chima Moneke,4,4,0,not_above
2022-23,201942,DeMar DeRozan,2739,1629002,Chimezie Metu,408,437,29,not_above
2022-23,201942,DeMar DeRozan,2739,1628449,Chris Boucher,774,780,6,not_above
2022-23,201942,DeMar DeRozan,2739,1630537,Chris Duarte,500,541,41,not_above
2022-23,201942,DeMar DeRozan,2739,101108,Chris Paul,1901,2280,445,not_above
2022-23,201942,DeMar DeRozan,2739,1629735,Chris Silva,2,2,0,not_above
2022-23,201942,DeMar DeRozan,2739,1631128,Christian Braun,483,529,46,not_above
2022-23,201942,DeMar DeRozan,2739,1631132,Christian Koloko,251,259,8,not_above
2022-23,201942,DeMar DeRozan,2739,1626174,Christian Wood,1373,1453,80,not_above
2022-23,201942,DeMar DeRozan,2739,1629643,Chuma Okeke,206,229,23,not_above
2022-23,201942,DeMar DeRozan,2739,203991,Clint Capela,905,938,33,not_above
2022-23,201942,DeMar DeRozan,2739,1629632,Coby White,1194,1194,0,not_above
2022-23,201942,DeMar DeRozan,2739,1628998,Cody Martin,61,64,3,not_above
2022-23,201942,DeMar DeRozan,2739,203469,Cody Zeller,119,128,9,not_above
2022-23,201942,DeMar DeRozan,2739,1630175,Cole Anthony,1270,1450,181,not_above
2022-23,201942,DeMar DeRozan,2739,1631306,Cole Swider,18,21,3,not_above
2022-23,201942,DeMar DeRozan,2739,1629012,Collin Sexton,978,1070,92,not_above
2022-23,201942,DeMar DeRozan,2739,1630557,Corey Kispert,999,1072,73,not_above
2022-23,201942,DeMar DeRozan,2739,202709,Cory Joseph,891,1046,155,not_above
2022-23,201942,DeMar DeRozan,2739,1626156,D'Angelo Russell,2199,2432,257,not_above
2022-23,201942,DeMar DeRozan,2739,1630227,Daishen Nix,497,600,109,not_above
2022-23,201942,DeMar DeRozan,2739,1630625,Dalano Banton,220,238,18,not_above
2022-23,201942,DeMar DeRozan,2739,1631207,Dalen Terry,143,143,0,not_above
2022-23,201942,DeMar DeRozan,2739,1627745,Damian Jones,173,187,14,not_above
2022-23,201942,DeMar DeRozan,2739,203081,Damian Lillard,2761,3040,302,above
2022-23,201942,DeMar DeRozan,2739,1627814,Damion Lee,809,893,85,not_above
2022-23,201942,DeMar DeRozan,2739,1629655,Daniel Gafford,876,949,73,not_above
2022-23,201942,DeMar DeRozan,2739,1628464,Daniel Theis,69,73,4,not_above
2022-23,201942,DeMar DeRozan,2739,201980,Danny Green,75,79,4,not_above
2022-23,201942,DeMar DeRozan,2739,1627863,Danuel House Jr.,366,387,21,not_above
2022-23,201942,DeMar DeRozan,2739,203967,Dario Saric,519,564,45,not_above
2022-23,201942,DeMar DeRozan,2739,1629647,Darius Bazley,305,335,30,not_above
2022-23,201942,DeMar DeRozan,2739,1630620,Darius Days,17,18,1,not_above
2022-23,201942,DeMar DeRozan,2739,1629636,Darius Garland,2693,2735,43,not_above
2022-23,201942,DeMar DeRozan,2739,1630561,David Duke Jr.,132,146,14,not_above
2022-23,201942,DeMar DeRozan,2739,1631223,David Roddy,594,627,33,not_above
2022-23,201942,DeMar DeRozan,2739,1630558,Davion Mitchell,838,979,141,not_above
2022-23,201942,DeMar DeRozan,2739,202722,Davis Bertans,251,264,13,not_above
2022-23,201942,DeMar DeRozan,2739,1628432,Davon Reed,137,154,17,not_above
2022-23,201942,DeMar DeRozan,2739,1630549,Day'Ron Sharpe,306,330,24,not_above
2022-23,201942,DeMar DeRozan,2739,1628368,De'Aaron Fox,2783,3099,322,above
2022-23,201942,DeMar DeRozan,2739,1629631,De'Andre Hunter,1233,1291,58,not_above
2022-23,201942,DeMar DeRozan,2739,1629001,De'Anthony Melton,1236,1311,75,not_above
2022-23,201942,DeMar DeRozan,2739,201599,DeAndre Jordan,269,295,26,not_above
2022-23,201942,DeMar DeRozan,2739,1629731,Dean Wade,298,309,11,not_above
2022-23,201942,DeMar DeRozan,2739,1629028,Deandre Ayton,1446,1536,90,not_above
2022-23,201942,DeMar DeRozan,2739,1627749,Dejounte Murray,2499,2680,187,not_above
2022-23,201942,DeMar DeRozan,2739,1626153,Delon Wright,781,924,143,not_above
2022-23,201942,DeMar DeRozan,2739,1630166,Deni Avdija,1135,1295,164,not_above
2022-23,201942,DeMar DeRozan,2739,203471,Dennis Schröder,1457,1669,225,not_above
2022-23,201942,DeMar DeRozan,2739,1628372,Dennis Smith Jr.,1025,1208,195,not_above
2022-23,201942,DeMar DeRozan,2739,1629126,Deonte Burton,0,0,0,not_above
2022-23,201942,DeMar DeRozan,2739,1631220,Dereon Seabron,4,4,0,not_above
2022-23,201942,DeMar DeRozan,2739,1627884,Derrick Jones Jr.,404,404,0,not_above
2022-23,201942,DeMar DeRozan,2739,201565,Derrick Rose,256,266,10,not_above
