PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
201985,AJ Price,410,106,2,6,104,624,728
201166,Aaron Brooks,1604,434,315,714,119,2556,2662
201189,Aaron Gray,104,22,2,5,20,149,169
201151,Acie Law,113,26,16,35,10,168,178
200747,Adam Morrison,74,18,0,0,18,110,128
1733,Al Harrington,1276,110,13,34,97,1504,1592
201143,Al Horford,1148,189,12,26,177,1528,1696
2744,Al Jefferson,1301,137,7,16,130,1577,1702
201154,Al Thornton,804,90,5,11,85,985,1067
201169,Alando Tucker,51,4,0,0,4,59,63
201582,Alexis Ajinca,10,0,0,0,0,10,10
947,Allen Iverson,385,113,3,7,110,612,698
202087,Alonzo Gee,81,7,0,0,7,95,102
2405,Amar'e Stoudemire,1896,82,11,28,71,2066,2137
101161,Amir Johnson,511,48,2,5,46,608,653
2760,Anderson Varejao,651,87,5,12,82,827,909
101154,Andray Blatche,1143,170,13,30,157,1487,1620
2738,Andre Iguodala,1401,472,33,72,439,2351,2638
1889,Andre Miller,1146,445,27,60,418,2042,2360
200745,Andrea Bargnani,1376,93,1,2,92,1562,1651
1905,Andrei Kirilenko,688,158,9,18,149,1004,1123
2804,Andres Nocioni,635,75,5,12,70,787,854
101106,Andrew Bogut,1095,127,12,29,115,1354,1468
101115,Andrew Bynum,977,68,9,20,59,1115,1174
2740,Andris Biedrins,166,57,6,14,51,282,331
1712,Antawn Jamison,1235,84,7,16,77,1405,1479
1853,Anthony Carter,180,160,6,12,154,500,632
1533,Anthony Johnson,130,63,2,4,61,256,317
201627,Anthony Morrow,899,104,21,50,83,1115,1195
1515,Anthony Parker,595,157,12,28,145,913,1053
201576,Anthony Randolph,384,42,2,5,40,469,507
201229,Anthony Tolliver,539,87,7,17,80,716,796
101120,Antoine Wright,435,71,4,8,67,577,644
202079,Antonio Anderson,2,0,0,0,0,2,2
686,Antonio McDyess,446,83,1,2,82,612,694
201167,Arron Afflalo,724,138,5,11,133,1001,1124
201948,Austin Daye,349,34,1,2,33,417,447
1884,Baron Davis,1145,598,27,59,571,2346,2655
2732,Ben Gordon,855,166,6,13,160,1188,1319
1112,Ben Wallace,381,105,6,12,99,591,684
2757,Beno Udrih,1023,372,16,36,356,1771,2019
201628,Bobby Brown,215,88,0,0,88,391,474
2250,Bobby Simmons,122,15,4,9,11,153,161
2564,Boris Diaw,925,325,26,62,299,1585,1823
1802,Brad Miller,719,154,154,328,0,1047,1047
101138,Brandon Bass,290,19,0,0,19,328,347
201943,Brandon Jennings,1270,470,37,85,433,2221,2587
200750,Brandon Roy,1398,305,25,58,280,2016,2240
201575,Brandon Rush,774,112,5,13,107,1001,1108
2217,Brendan Haywood,704,43,2,5,41,791,831
2073,Brian Cardinal,48,24,0,0,24,96,118
2567,Brian Cook,21,1,1,2,0,23,23
2243,Brian Scalabrine,78,27,1,2,26,132,156
1730,Brian Skinner,26,0,0,0,0,26,26
201572,Brook Lopez,1542,187,6,14,181,1918,2086
201957,Byron Mullens,14,1,0,0,1,16,17
201228,C.J. Watson,667,180,13,32,167,1033,1185
101139,CJ Miles,622,105,0,0,105,832,919
201171,Carl Landry,1343,66,20,52,46,1487,1532
2306,Carlos Arroyo,439,225,13,30,212,893,1075
2430,Carlos Boozer,1519,247,12,27,235,2016,2221
2568,Carlos Delfino,825,202,12,27,190,1232,1413
2546,Carmelo Anthony,1943,222,17,39,205,2392,2582
2406,Caron Butler,1206,156,9,22,147,1522,1660
201858,Cartier Martin,141,16,2,4,14,173,187
202132,Cedric Jackson,20,14,0,0,14,48,61
101112,Channing Frye,904,113,8,20,105,1134,1239
2294,Charlie Bell,459,104,12,26,92,669,761
101111,Charlie Villanueva,931,53,4,9,49,1038,1083
201978,Chase Budinger,657,88,48,110,40,847,887
1497,Chauncey Billups,1427,409,24,52,385,2249,2512
2365,Chris Andersen,448,33,0,0,33,514,547
2547,Chris Bosh,1678,166,4,11,162,2013,2167
201604,Chris Douglas-Roberts,657,93,1,2,92,843,927
2768,Chris Duhon,494,378,21,51,357,1259,1567
201805,Chris Hunter,270,37,4,8,33,344,377
2549,Chris Kaman,1408,120,8,18,112,1650,1759
101108,Chris Paul,841,480,19,44,461,1807,2047
200809,Chris Quinn,56,29,0,0,29,114,142
201181,Chris Richard,37,7,7,17,0,54,54
2404,Chris Wilcox,152,13,3,7,10,179,189
101236,Chuck Hayes,358,139,83,191,56,661,717
1088,Chucky Atkins,161,91,13,29,78,346,403
201207,Coby Karl,28,15,8,18,7,60,67
201147,Corey Brewer,1066,193,21,45,172,1455,1592
1894,Corey Maggette,1387,172,19,45,153,1738,1884
201584,Courtney Lee,885,121,7,15,114,1128,1227
200783,Craig Smith,585,84,5,12,79,755,832
201571,D.J. Augustin,508,193,7,16,186,896,1050
2788,DJ Mbenga,105,8,0,0,8,121,129
201591,DJ White,59,4,0,0,4,67,71
201969,DaJuan Summers,134,16,1,2,15,166,181
201161,Daequan Cook,223,43,3,8,40,311,349
2563,Dahntay Jones,776,150,11,24,139,1078,1217
2863,Damien Wilkins,451,135,12,26,123,723,826
2429,Dan Gadzuric,88,12,1,2,11,112,123
200789,Daniel Gibson,355,70,1,2,69,495,564
201568,Danilo Gallinari,1221,135,9,20,126,1493,1615
101122,Danny Granger,1497,171,12,28,159,1843,1993
201980,Danny Green,40,5,0,0,5,50,55
201967,Dante Cunningham,243,14,0,0,14,271,285
2443,Darius Songaila,543,70,2,5,68,684,751
2545,Darko Milicic,215,47,12,27,35,312,347
201616,Darnell Jackson,23,4,0,0,4,31,35
201589,Darrell Arthur,143,15,5,12,10,175,185
201954,Darren Collison,946,432,12,27,420,1813,2085
2431,David Andersen,367,44,22,50,22,461,483
101135,David Lee,1640,295,16,40,279,2238,2512
2561,David West,1541,239,9,24,230,2025,2243
201599,DeAndre Jordan,336,21,0,0,21,378,399
201971,DeJuan Blair,638,65,1,3,64,769,831
201942,DeMar DeRozan,662,53,2,5,51,769,820
201960,DeMarre Carroll,209,33,1,3,32,276,308
2205,DeSagana Diop,32,5,0,0,5,42,47
2052,DeShawn Stevenson,136,56,6,12,50,248,297
2753,Delonte West,528,196,10,22,186,922,1094
965,Derek Fisher,615,201,14,32,187,1021,1203
101114,Deron Williams,1419,798,31,71,767,3024,3323
201974,Derrick Brown,186,19,2,5,17,225,241
201565,Derrick Rose,1619,469,469,1043,0,2662,2662
2046,Desmond Mason,13,2,0,0,2,17,19
1904,Devean George,242,32,3,7,29,307,336
