PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
243,Aaron McKie,7,11,5,12,6,31,37
101223,Aaron Miles,16,24,3,6,21,64,85
1425,Aaron Williams,222,17,2,5,15,257,272
1502,Adonal Foyle,345,33,5,11,28,412,440
1559,Adrian Griffin,237,89,20,46,69,421,488
1733,Al Harrington,1411,238,26,58,212,1893,2062
2744,Al Jefferson,464,30,9,21,21,527,548
101187,Alan Anderson,207,32,1,2,31,271,300
673,Alan Henderson,127,10,1,3,9,148,157
101165,Alex Acker,9,4,0,0,4,17,21
2637,Alex Scales,0,0,0,0,0,0,0
947,Allen Iverson,2377,532,39,84,493,3447,3672
297,Alonzo Mourning,509,11,2,5,9,532,541
1541,Alvin Williams,1,0,0,0,0,1,1
2405,Amar'e Stoudemire,26,2,2,4,0,30,30
101161,Amir Johnson,20,3,0,0,3,26,29
2760,Anderson Varejao,219,19,4,9,15,258,273
101154,Andray Blatche,65,10,0,0,10,85,95
2857,Andre Barrett,87,52,8,19,44,194,236
2738,Andre Iguodala,1007,255,23,48,232,1519,1699
1889,Andre Miller,1126,674,87,193,587,2493,2769
101261,Andre Owens,69,8,1,2,7,85,91
1905,Andrei Kirilenko,1054,299,33,69,266,1655,1811
2804,Andres Nocioni,1063,117,117,274,0,1337,1337
101106,Andrew Bogut,768,192,23,53,169,1159,1323
101115,Andrew Bynum,74,9,1,2,8,92,100
2740,Andris Biedrins,258,24,2,4,22,306,328
358,Anfernee Hardaway,10,8,2,4,6,26,32
1712,Antawn Jamison,1684,158,15,32,143,2002,2123
1853,Anthony Carter,150,101,39,83,62,357,402
924,Anthony Goldwire,2,2,2,4,0,6,6
101219,Anthony Grundy,52,9,0,0,9,70,79
1533,Anthony Johnson,691,324,27,62,297,1347,1606
101194,Anthony Roberson,35,5,2,4,3,45,48
952,Antoine Walker,1000,166,10,23,156,1335,1475
101120,Antoine Wright,70,12,2,4,10,94,104
2766,Antonio Burks,113,76,23,58,53,277,330
1498,Antonio Daniels,767,284,31,74,253,1347,1582
213,Antonio Davis,216,21,7,18,14,262,275
686,Antonio McDyess,638,90,7,17,83,821,903
101178,Arvydas Macijauskas,44,5,0,0,5,54,59
1506,Austin Croshere,408,62,4,10,58,534,592
2852,Awvee Storey,43,4,1,2,3,51,54
1884,Baron Davis,967,480,58,135,422,1946,2210
2732,Ben Gordon,1350,240,240,532,0,1882,1882
1112,Ben Wallace,597,158,14,30,144,915,1056
2757,Beno Udrih,275,92,9,19,83,460,532
2774,Bernard Robinson,422,77,9,20,68,578,645
2873,Billy Thomas,38,9,0,0,9,56,65
448,Bo Outlaw,75,14,2,4,12,103,115
1517,Bobby Jackson,808,195,53,117,142,1209,1332
2250,Bobby Simmons,1002,172,22,51,150,1353,1490
101238,Boniface Ndong,50,7,0,0,7,64,71
1719,Bonzi Wells,707,144,7,16,137,997,1121
2564,Boris Diaw,1080,503,229,534,274,2162,2430
2411,Bostjan Nachbar,157,27,0,0,27,211,233
101152,Bracey Wright,62,5,0,0,5,72,77
1802,Brad Miller,1182,374,31,69,343,1937,2216
101138,Brandon Bass,68,3,0,0,3,74,77
2217,Brendan Haywood,575,46,6,14,40,669,709
699,Brent Barry,431,123,15,32,108,679,783
1510,Brevin Knight,871,610,66,137,544,2096,2384
2073,Brian Cardinal,124,33,8,16,25,190,215
2567,Brian Cook,642,74,8,19,66,793,859
258,Brian Grant,61,7,2,6,5,77,82
2243,Brian Scalabrine,205,51,3,7,48,308,355
1730,Brian Skinner,191,30,5,11,25,252,277
1477,Bruce Bowen,619,126,12,28,114,875,985
935,Bryon Russell,0,1,0,0,1,2,2
101139,CJ Miles,79,16,1,2,15,111,124
384,Calbert Cheaney,92,19,4,9,15,131,146
1916,Calvin Booth,46,12,2,4,10,70,80
2306,Carlos Arroyo,449,232,34,75,198,920,1078
2430,Carlos Boozer,537,88,11,26,77,717,781
2568,Carlos Delfino,247,44,8,18,36,337,373
2546,Carmelo Anthony,2122,216,22,50,194,2560,2701
2406,Caron Butler,1318,186,16,35,170,1693,1855
101112,Channing Frye,802,53,5,11,48,909,953
1520,Charles Smith,80,9,0,0,9,98,105
2294,Charlie Bell,494,130,22,52,108,762,857
101111,Charlie Villanueva,1053,88,12,26,76,1231,1306
1497,Chauncey Billups,1495,699,66,146,633,2907,3233
2365,Chris Andersen,161,6,0,0,6,173,179
2547,Chris Bosh,1572,181,26,65,155,1947,2087
