PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
920,A.C. Green,600,123,8,18,115,848,957
243,Aaron McKie,332,175,56,115,119,685,759
1425,Aaron Williams,298,14,3,7,11,327,338
228,Adam Keefe,620,89,25,55,64,803,859
1502,Adonal Foyle,165,14,2,4,12,193,203
154,Adrian Caldwell,0,0,0,0,0,0,0
673,Alan Henderson,986,73,8,19,65,1135,1197
275,Allan Houston,1509,212,24,52,188,1937,2093
947,Allen Iverson,1758,494,58,127,436,2757,2894
297,Alonzo Mourning,1117,52,30,74,22,1235,1257
175,Alton Lister,6,1,0,0,1,8,9
1541,Alvin Williams,324,103,1,2,102,530,616
692,Andrew DeClercq,439,59,6,12,53,557,607
457,Andrew Lang,152,16,1,2,15,184,198
358,Anfernee Hardaway,311,68,6,12,62,447,489
194,Anthony Bowie,75,11,1,2,10,97,107
924,Anthony Goldwire,751,277,32,69,245,1310,1461
1533,Anthony Johnson,574,329,22,46,307,1234,1399
193,Anthony Mason,1039,342,50,112,292,1735,1958
292,Anthony Miller,79,3,1,2,2,85,87
1515,Anthony Parker,72,19,1,2,18,110,125
324,Anthony Peeler,469,137,109,228,28,753,765
156,Antoine Carr,378,48,16,36,32,478,508
952,Antoine Walker,1840,273,35,77,238,2393,2576
1498,Antonio Daniels,579,334,39,80,295,1249,1443
213,Antonio Davis,785,61,11,26,50,911,960
226,Antonio Lang,12,1,1,2,0,14,14
686,Antonio McDyess,1225,106,4,9,102,1438,1537
288,Armen Gilliam,921,104,14,30,90,1131,1203
717,Arvydas Sabonis,1167,218,27,59,191,1608,1738
1506,Austin Croshere,76,8,0,0,8,92,100
422,Avery Johnson,766,591,57,118,534,1952,2176
769,B.J. Armstrong,261,150,22,48,128,565,672
989,Ben Davis,4,0,0,0,0,4,4
1112,Ben Wallace,205,18,2,5,16,242,257
104,Benoit Benjamin,63,3,0,0,3,69,72
223,Bill Curley,34,4,3,7,1,43,44
82,Bill Wennington,167,19,19,41,0,208,208
182,Billy Owens,818,219,19,41,200,1259,1399
902,Bimbo Coles,423,248,46,94,202,921,998
183,Bison Dele,1261,94,59,124,35,1455,1485
898,Blue Edwards,872,201,26,54,175,1276,1412
448,Bo Outlaw,781,216,19,42,197,1217,1353
737,Bob McCann,0,0,0,0,0,0,0
682,Bob Sura,267,171,27,58,144,613,691
310,Bobby Hurley,250,177,24,52,153,608,724
1517,Bobby Jackson,790,317,30,65,287,1429,1578
184,Bobby Phills,642,187,25,51,162,1017,1142
38,Brad Lohaus,19,5,0,0,5,29,34
1585,Brandon Williams,37,3,0,0,3,43,45
699,Brent Barry,631,153,28,60,125,941,1049
85,Brent Price,406,192,27,64,165,800,954
1510,Brevin Knight,723,656,51,106,605,2039,2305
967,Brian Evans,321,55,6,12,49,431,472
258,Brian Grant,737,86,7,15,79,910,982
1680,Brian Oliver,15,2,0,0,2,19,21
216,Brian Shaw,372,261,31,64,230,896,978
240,Brooks Thompson,59,27,1,2,26,113,136
1477,Bruce Bowen,340,81,18,38,63,504,567
735,Bryant Reeves,1207,155,22,51,133,1524,1644
179,Bryant Stith,235,50,0,0,50,335,371
935,Bryon Russell,738,101,35,73,66,943,990
1528,Bubba Wells,128,34,1,3,33,197,223
433,Buck Williams,202,21,6,14,15,246,261
384,Calbert Cheaney,1050,173,15,34,158,1400,1537
61,Carl Herrera,170,22,2,5,20,215,235
1063,Carl Thomas,148,19,5,11,14,187,195
435,Carlos Rogers,112,18,0,0,18,148,161
76,Cedric Ceballos,536,60,6,12,54,656,705
1538,Cedric Henderson,832,168,17,35,151,1169,1300
787,Charles Barkley,1036,217,25,63,192,1483,1666
279,Charles Jones,15,5,0,0,5,25,30
1525,Charles O'Bannon,64,17,12,25,5,99,104
891,Charles Oakley,711,201,21,46,180,1117,1281
1520,Charles Smith,119,21,3,6,18,161,179
369,Charlie Ward,642,466,82,172,384,1582,1806
1497,Chauncey Billups,893,314,36,80,278,1529,1724
685,Cherokee Parks,558,53,47,101,6,671,676
1512,Chris Anstey,240,35,5,13,30,313,341
713,Chris Carr,504,85,70,145,15,679,687
164,Chris Childs,429,268,39,84,229,971,1135
1544,Chris Crawford,150,9,1,2,8,168,176
201,Chris Dudley,157,21,2,5,19,200,218
1612,Chris Garner,53,45,4,8,41,143,174
423,Chris Gatling,656,53,3,6,50,762,803
168,Chris Mills,776,133,22,52,111,1050,1144
356,Chris Morris,233,24,8,16,16,281,296
904,Chris Mullin,927,186,34,71,152,1302,1433
997,Chris Robinson,162,39,3,6,36,240,264
185,Chris Webber,1555,273,37,77,236,2104,2257
43,Chris Whitney,422,196,25,57,171,821,936
363,Christian Laettner,1020,190,29,61,161,1403,1528
456,Chuck Person,409,86,4,9,82,582,640
359,Chucky Brown,387,55,5,10,50,497,538
221,Clar. Weatherspoon,736,89,7,15,82,915,988
361,Clifford Robinson,1133,170,8,20,162,1477,1629
32,Clifford Rozier,6,0,0,0,0,6,6
17,Clyde Drexler,1287,382,34,77,348,2060,2343
1133,Corey Beck,191,98,14,29,84,388,460
916,Corie Blount,253,37,9,20,28,329,357
722,Corliss Williamson,1401,230,18,37,212,1862,2018
724,Cory Alexander,488,209,8,16,201,906,1015
905,Dale Davis,626,70,9,20,61,768,829
107,Dale Ellis,932,89,18,39,71,1113,1184
757,Damon Stoudamire,1225,580,67,147,513,2398,2571
105,Dan Majerle,519,157,70,157,87,850,931
7,Dan Schayes,406,44,1,3,43,495,535
344,Dana Barros,784,286,40,94,246,1370,1528
198,Danny Ferry,291,59,0,0,59,409,460
1504,Danny Fortson,816,76,1,2,75,968,1033
330,Danny Manning,947,139,12,29,127,1230,1344
353,Darrell Armstrong,442,236,13,26,223,914,1030
239,Darrick Martin,841,331,37,83,294,1512,1767
1032,Darvin Ham,145,16,1,2,15,177,192
128,David Benoit,420,25,4,9,21,471,492
764,David Robinson,1574,199,25,52,174,1974,2110
710,David Vaughn,162,20,2,5,18,203,219
133,David Wesley,1054,529,62,126,467,2114,2341
766,David Wingate,150,37,4,9,33,225,258
1545,DeJuan Wheat,57,25,10,21,15,108,115
1051,Dean Garrett,598,90,2,4,88,778,858
244,Dee Brown,658,154,15,31,139,967,1074
209,Dell Curry,490,69,7,14,62,628,678
23,Dennis Rodman,375,230,230,488,0,863,863
192,Dennis Scott,888,152,6,15,146,1195,1320
1507,Derek Anderson,770,227,5,11,222,1225,1380
965,Derek Fisher,474,333,50,108,283,1148,1372
1575,Derek Grimm,14,0,0,0,0,14,14
157,Derek Harper,566,233,17,35,216,1033,1145
400,Derek Strong,738,51,5,11,46,841,884
934,Derrick Coleman,1040,145,22,48,123,1334,1408
365,Derrick McKey,359,88,8,17,80,536,615
96,Detlef Schrempf,1232,341,56,131,285,1933,2195
54,Dickey Simpkins,132,33,22,46,11,200,209
87,Dikembe Mutombo,1101,82,21,51,61,1274,1332
931,Don MacLean,3,0,0,0,0,3,3
690,Don Reid,238,26,20,42,6,292,298
140,Donald Royal,79,17,1,2,16,113,129
1126,Donald Whiteside,2,1,0,0,1,4,4
963,Dontae' Jones,44,5,0,0,5,54,59
112,Dontonio Wingfield,1,0,0,0,0,1,1
923,Donyell Marshall,1123,159,13,29,146,1444,1514
57,Doug Christie,1287,282,39,82,243,1855,2011
77,Doug Overton,62,37,2,4,35,136,167
28,Doug West,157,45,36,79,9,254,263
1003,Drew Barry,56,49,7,16,42,156,184
190,Duane Causwell,89,5,2,5,3,100,103
273,Duane Ferrell,94,26,5,10,21,146,162
1516,Ed Gray,227,34,6,12,28,295,314
1055,Ed Stokes,3,1,0,0,1,5,6
698,Eddie Johnson,633,88,23,51,65,814,877
224,Eddie Jones,1349,246,27,57,219,1844,2025
922,Elden Campbell,816,78,9,22,69,976,1045
695,Eldridge Recasner,548,117,27,56,90,784,844
386,Elliot Perry,591,230,22,46,208,1053,1169
1023,Emanual Davis,184,59,6,12,53,302,353
376,Eric Montross,138,11,3,6,8,160,168
