PLAYER_ID,PLAYER_NAME,PTS,AST,known_ast,known_assist_points,remaining_ast,minimum_created,maximum_created
201985,AJ Price,323,111,1,2,110,545,654
201166,Aaron Brooks,634,233,32,76,201,1112,1269
201189,Aaron Gray,129,16,2,4,14,161,175
201151,Acie Law,215,84,2,4,82,383,465
1733,Al Harrington,765,101,3,6,98,967,1060
201143,Al Horford,1178,266,21,45,245,1713,1942
2744,Al Jefferson,1528,149,10,21,139,1827,1956
201154,Al Thornton,524,62,6,14,56,650,706
202329,Al-Farouq Aminu,457,60,3,6,57,577,634
201582,Alexis Ajinca,143,10,0,0,10,163,173
202087,Alonzo Gee,331,38,6,14,32,409,441
2405,Amar'e Stoudemire,1971,202,10,24,192,2379,2571
101161,Amir Johnson,688,81,9,19,72,851,915
2760,Anderson Varejao,282,45,1,2,44,372,416
101154,Andray Blatche,1076,144,12,28,132,1368,1488
2738,Andre Iguodala,945,422,27,61,395,1796,2038
1889,Andre Miller,1029,566,29,62,537,2165,2577
200745,Andrea Bargnani,1414,119,5,10,114,1652,1746
1905,Andrei Kirilenko,750,192,14,28,178,1134,1283
2804,Andres Nocioni,327,45,11,23,34,418,451
101106,Andrew Bogut,830,131,16,35,115,1095,1206
101115,Andrew Bynum,612,73,5,10,68,758,822
2740,Andris Biedrins,294,60,11,26,49,418,467
202360,Andy Rautins,8,3,0,0,3,14,17
1712,Antawn Jamison,1010,93,19,45,74,1203,1273
1853,Anthony Carter,110,69,5,13,64,251,315
201627,Anthony Morrow,764,68,4,9,64,901,957
1515,Anthony Parker,600,218,20,43,198,1039,1209
201576,Anthony Randolph,305,33,6,13,27,372,399
201229,Anthony Tolliver,434,82,6,13,76,599,675
101120,Antoine Wright,2,0,0,0,0,2,2
1498,Antonio Daniels,6,2,0,0,2,10,12
686,Antonio McDyess,390,84,7,16,77,560,637
202356,Armon Johnson,110,45,5,10,40,200,240
201167,Arron Afflalo,867,168,7,16,161,1205,1359
201948,Austin Daye,537,78,12,27,66,696,757
202340,Avery Bradley,52,12,0,0,12,76,88
1884,Baron Davis,760,391,41,88,350,1548,1778
2732,Ben Gordon,921,171,15,36,156,1269,1408
202386,Ben Uzoh,158,69,4,8,65,296,352
1112,Ben Wallace,154,72,6,12,66,298,364
2757,Beno Udrih,1086,386,27,61,359,1865,2125
201933,Blake Griffin,1845,312,24,58,288,2479,2735
2250,Bobby Simmons,0,2,0,0,2,4,6
2564,Boris Diaw,924,337,19,39,318,1599,1797
1802,Brad Miller,382,145,14,29,131,673,802
201148,Brandan Wright,141,12,2,4,10,165,175
101138,Brandon Bass,854,57,2,4,55,968,1023
201943,Brandon Jennings,1019,305,24,59,281,1640,1846
200750,Brandon Roy,573,129,9,21,120,834,942
201575,Brandon Rush,607,62,11,25,51,734,784
2217,Brendan Haywood,320,19,0,0,19,358,377
2073,Brian Cardinal,145,40,0,0,40,225,265
2567,Brian Cook,193,15,0,0,15,223,238
2243,Brian Scalabrine,20,6,6,14,0,34,34
1730,Brian Skinner,0,0,0,0,0,0,0
201572,Brook Lopez,1673,129,16,38,113,1937,2049
201957,Byron Mullens,25,0,0,0,0,25,25
201228,C.J. Watson,405,186,186,418,0,823,823
101139,CJ Miles,1000,135,8,17,127,1271,1383
201171,Carl Landry,903,63,9,22,54,1033,1085
2306,Carlos Arroyo,310,125,67,143,58,569,618
2430,Carlos Boozer,1033,145,145,336,0,1369,1369
2568,Carlos Delfino,565,112,8,17,104,790,880
2546,Carmelo Anthony,1970,221,12,31,209,2419,2624
2406,Caron Butler,436,46,6,14,40,530,569
201858,Cartier Martin,209,18,4,9,14,246,259
101112,Channing Frye,976,96,27,64,69,1178,1247
2294,Charlie Bell,32,13,3,8,10,60,70
101111,Charlie Villanueva,840,48,6,14,42,938,976
201978,Chase Budinger,765,127,7,18,120,1023,1141
1497,Chauncey Billups,1208,387,18,38,369,1984,2299
2365,Chris Andersen,250,20,0,0,20,290,310
2547,Chris Bosh,1438,144,99,229,45,1757,1802
201604,Chris Douglas-Roberts,323,50,2,6,48,425,473
2768,Chris Duhon,125,118,5,13,113,364,476
202419,Chris Johnson,33,3,0,0,3,39,42
2549,Chris Kaman,397,46,0,0,46,489,530
101108,Chris Paul,1268,782,234,510,548,2874,3151
200809,Chris Quinn,81,42,1,2,41,165,206
2404,Chris Wilcox,424,43,6,13,37,511,546
