season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2010-11,201565,Derrick Rose,3435,201985,AJ Price,545,654,110,not_above
2010-11,201565,Derrick Rose,3435,201166,Aaron Brooks,1112,1269,201,not_above
2010-11,201565,Derrick Rose,3435,201189,Aaron Gray,161,175,14,not_above
2010-11,201565,Derrick Rose,3435,201151,Acie Law,383,465,82,not_above
2010-11,201565,Derrick Rose,3435,1733,Al Harrington,967,1060,98,not_above
2010-11,201565,Derrick Rose,3435,201143,Al Horford,1713,1942,245,not_above
2010-11,201565,Derrick Rose,3435,2744,Al Jefferson,1827,1956,139,not_above
2010-11,201565,Derrick Rose,3435,201154,Al Thornton,650,706,56,not_above
2010-11,201565,Derrick Rose,3435,202329,Al-Farouq Aminu,577,634,57,not_above
2010-11,201565,Derrick Rose,3435,201582,Alexis Ajinca,163,173,10,not_above
2010-11,201565,Derrick Rose,3435,202087,Alonzo Gee,409,441,32,not_above
2010-11,201565,Derrick Rose,3435,2405,Amar'e Stoudemire,2379,2571,192,not_above
2010-11,201565,Derrick Rose,3435,101161,Amir Johnson,851,915,72,not_above
2010-11,201565,Derrick Rose,3435,2760,Anderson Varejao,372,416,44,not_above
2010-11,201565,Derrick Rose,3435,101154,Andray Blatche,1368,1488,132,not_above
2010-11,201565,Derrick Rose,3435,2738,Andre Iguodala,1796,2038,395,not_above
2010-11,201565,Derrick Rose,3435,1889,Andre Miller,2165,2577,537,not_above
2010-11,201565,Derrick Rose,3435,200745,Andrea Bargnani,1652,1746,114,not_above
2010-11,201565,Derrick Rose,3435,1905,Andrei Kirilenko,1134,1283,178,not_above
2010-11,201565,Derrick Rose,3435,2804,Andres Nocioni,418,451,34,not_above
2010-11,201565,Derrick Rose,3435,101106,Andrew Bogut,1095,1206,115,not_above
2010-11,201565,Derrick Rose,3435,101115,Andrew Bynum,758,822,68,not_above
2010-11,201565,Derrick Rose,3435,2740,Andris Biedrins,418,467,49,not_above
2010-11,201565,Derrick Rose,3435,202360,Andy Rautins,14,17,3,not_above
2010-11,201565,Derrick Rose,3435,1712,Antawn Jamison,1203,1273,74,not_above
2010-11,201565,Derrick Rose,3435,1853,Anthony Carter,251,315,64,not_above
2010-11,201565,Derrick Rose,3435,201627,Anthony Morrow,901,957,64,not_above
2010-11,201565,Derrick Rose,3435,1515,Anthony Parker,1039,1209,198,not_above
