season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2008-09,201565,Derrick Rose,2521,201166,Aaron Brooks,1382,1564,208,not_above
2008-09,201565,Derrick Rose,2521,201189,Aaron Gray,296,296,0,not_above
2008-09,201565,Derrick Rose,2521,201151,Acie Law,338,413,76,not_above
2008-09,201565,Derrick Rose,2521,200747,Adam Morrison,296,315,20,not_above
2008-09,201565,Derrick Rose,2521,1502,Adonal Foyle,19,20,1,not_above
2008-09,201565,Derrick Rose,2521,1733,Al Harrington,1678,1764,86,not_above
2008-09,201565,Derrick Rose,2521,201143,Al Horford,1118,1249,133,not_above
2008-09,201565,Derrick Rose,2521,2744,Al Jefferson,1320,1386,68,not_above
2008-09,201565,Derrick Rose,2521,201154,Al Thornton,1404,1495,94,not_above
2008-09,201565,Derrick Rose,2521,201169,Alando Tucker,162,171,9,not_above
2008-09,201565,Derrick Rose,2521,101165,Alex Acker,96,108,12,not_above
2008-09,201565,Derrick Rose,2521,201582,Alexis Ajinca,76,78,2,not_above
2008-09,201565,Derrick Rose,2521,947,Allen Iverson,1573,1737,252,not_above
2008-09,201565,Derrick Rose,2521,2405,Amar'e Stoudemire,1349,1436,91,not_above
2008-09,201565,Derrick Rose,2521,101161,Amir Johnson,257,275,18,not_above
2008-09,201565,Derrick Rose,2521,2760,Anderson Varejao,856,925,69,not_above
2008-09,201565,Derrick Rose,2521,101154,Andray Blatche,955,1037,96,not_above
2008-09,201565,Derrick Rose,2521,2810,Andre Brown,6,7,1,not_above
2008-09,201565,Derrick Rose,2521,2738,Andre Iguodala,2452,2511,103,not_above
2008-09,201565,Derrick Rose,2521,1889,Andre Miller,2443,2521,95,not_above
2008-09,201565,Derrick Rose,2521,200745,Andrea Bargnani,1399,1458,66,not_above
2008-09,201565,Derrick Rose,2521,1905,Andrei Kirilenko,1127,1261,154,not_above
2008-09,201565,Derrick Rose,2521,2804,Andres Nocioni,1095,1132,37,not_above
2008-09,201565,Derrick Rose,2521,101106,Andrew Bogut,568,626,63,not_above
2008-09,201565,Derrick Rose,2521,101115,Andrew Bynum,859,917,59,not_above
2008-09,201565,Derrick Rose,2521,2740,Andris Biedrins,980,1074,100,not_above
2008-09,201565,Derrick Rose,2521,1712,Antawn Jamison,2115,2215,126,not_above
2008-09,201565,Derrick Rose,2521,1853,Anthony Carter,1214,1279,89,not_above
2008-09,201565,Derrick Rose,2521,1533,Anthony Johnson,833,996,171,not_above
2008-09,201565,Derrick Rose,2521,201627,Anthony Morrow,839,910,73,not_above
2008-09,201565,Derrick Rose,2521,1515,Anthony Parker,1408,1566,207,not_above
2008-09,201565,Derrick Rose,2521,201576,Anthony Randolph,599,636,39,not_above
2008-09,201565,Derrick Rose,2521,101194,Anthony Roberson,159,178,19,not_above
2008-09,201565,Derrick Rose,2521,201229,Anthony Tolliver,87,102,15,not_above
2008-09,201565,Derrick Rose,2521,101120,Antoine Wright,643,687,44,not_above
2008-09,201565,Derrick Rose,2521,1498,Antonio Daniels,660,796,146,not_above
2008-09,201565,Derrick Rose,2521,686,Antonio McDyess,767,830,65,not_above
2008-09,201565,Derrick Rose,2521,201167,Arron Afflalo,453,483,37,not_above
2008-09,201565,Derrick Rose,2521,1506,Austin Croshere,60,66,6,not_above
2008-09,201565,Derrick Rose,2521,1884,Baron Davis,1983,2234,415,not_above
2008-09,201565,Derrick Rose,2521,2732,Ben Gordon,2310,2310,0,not_above
2008-09,201565,Derrick Rose,2521,1112,Ben Wallace,253,289,36,not_above
2008-09,201565,Derrick Rose,2521,2757,Beno Udrih,1490,1773,315,not_above
2008-09,201565,Derrick Rose,2521,201336,Blake Ahearn,13,13,0,not_above
2008-09,201565,Derrick Rose,2521,201628,Bobby Brown,598,694,108,not_above
2008-09,201565,Derrick Rose,2521,1517,Bobby Jackson,826,939,117,not_above
2008-09,201565,Derrick Rose,2521,2250,Bobby Simmons,756,780,24,not_above
2008-09,201565,Derrick Rose,2521,2564,Boris Diaw,1785,1908,153,not_above
2008-09,201565,Derrick Rose,2521,1802,Brad Miller,1312,1421,133,not_above
