season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2021-22,201942,DeMar DeRozan,3066,203932,Aaron Gordon,1507,1683,176,not_above
2021-22,201942,DeMar DeRozan,3066,1630565,Aaron Henry,2,2,0,not_above
2021-22,201942,DeMar DeRozan,3066,1628988,Aaron Holiday,708,852,144,not_above
2021-22,201942,DeMar DeRozan,3066,1630174,Aaron Nesmith,240,262,22,not_above
2021-22,201942,DeMar DeRozan,3066,1630598,Aaron Wiggins,555,613,58,not_above
2021-22,201942,DeMar DeRozan,3066,1627846,Abdel Nader,48,55,7,not_above
2021-22,201942,DeMar DeRozan,3066,1630278,Ade Murkey,0,0,0,not_above
2021-22,201942,DeMar DeRozan,3066,1629678,Admiral Schofield,198,218,20,not_above
2021-22,201942,DeMar DeRozan,3066,1629958,Ahmad Caver,2,2,0,not_above
2021-22,201942,DeMar DeRozan,3066,201143,Al Horford,1172,1383,218,not_above
2021-22,201942,DeMar DeRozan,3066,202692,Alec Burks,1425,1652,227,not_above
2021-22,201942,DeMar DeRozan,3066,1630758,Aleem Ford,18,20,2,not_above
2021-22,201942,DeMar DeRozan,3066,1630197,Aleksej Pokusevski,730,853,123,not_above
2021-22,201942,DeMar DeRozan,3066,1627936,Alex Caruso,687,687,0,not_above
2021-22,201942,DeMar DeRozan,3066,203458,Alex Len,325,370,45,not_above
2021-22,201942,DeMar DeRozan,3066,1628035,Alfonzo McKinnie,69,69,0,not_above
2021-22,201942,DeMar DeRozan,3066,1628993,Alize Johnson,63,64,1,not_above
2021-22,201942,DeMar DeRozan,3066,1630578,Alperen Sengun,1067,1243,176,not_above
2021-22,201942,DeMar DeRozan,3066,1629599,Amir Coffey,870,987,117,not_above
2021-22,201942,DeMar DeRozan,3066,203083,Andre Drummond,847,968,121,not_above
2021-22,201942,DeMar DeRozan,3066,2738,Andre Iguodala,356,462,107,not_above
2021-22,201942,DeMar DeRozan,3066,203952,Andrew Wiggins,1585,1737,152,not_above
2021-22,201942,DeMar DeRozan,3066,1629014,Anfernee Simons,1442,1639,202,not_above
2021-22,201942,DeMar DeRozan,3066,203076,Anthony Davis,1182,1287,107,not_above
