season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2002-03,147,Jalen Rose,2673,2062,A.J. Guyton,4,6,2,not_above
2002-03,147,Jalen Rose,2673,243,Aaron McKie,1282,1408,245,not_above
2002-03,147,Jalen Rose,2673,1425,Aaron Williams,679,749,78,not_above
2002-03,147,Jalen Rose,2673,2492,Adam Harrington,54,66,12,not_above
2002-03,147,Jalen Rose,2673,1502,Adonal Foyle,515,530,16,not_above
2002-03,147,Jalen Rose,2673,1559,Adrian Griffin,537,623,92,not_above
2002-03,147,Jalen Rose,2673,1733,Al Harrington,1254,1355,115,not_above
2002-03,147,Jalen Rose,2673,673,Alan Henderson,479,486,11,not_above
2002-03,147,Jalen Rose,2673,275,Allan Houston,2287,2462,206,not_above
2002-03,147,Jalen Rose,2673,947,Allen Iverson,3175,3308,378,above
2002-03,147,Jalen Rose,2673,2228,Alton Ford,9,10,1,not_above
2002-03,147,Jalen Rose,2673,1541,Alvin Williams,1877,2112,352,not_above
2002-03,147,Jalen Rose,2673,1043,Amal McCaskill,22,24,2,not_above
2002-03,147,Jalen Rose,2673,2405,Amar'e Stoudemire,1262,1326,67,not_above
2002-03,147,Jalen Rose,2673,1889,Andre Miller,2169,2441,485,not_above
2002-03,147,Jalen Rose,2673,1905,Andrei Kirilenko,1241,1333,121,not_above
2002-03,147,Jalen Rose,2673,692,Andrew DeClercq,472,519,47,not_above
2002-03,147,Jalen Rose,2673,358,Anfernee Hardaway,1088,1237,213,not_above
2002-03,147,Jalen Rose,2673,1738,Ansu Sesay,141,160,21,not_above
2002-03,147,Jalen Rose,2673,1712,Antawn Jamison,2156,2213,63,not_above
2002-03,147,Jalen Rose,2673,1853,Anthony Carter,606,713,193,not_above
2002-03,147,Jalen Rose,2673,924,Anthony Goldwire,34,35,1,not_above
2002-03,147,Jalen Rose,2673,1533,Anthony Johnson,442,516,83,not_above
2002-03,147,Jalen Rose,2673,193,Anthony Mason,911,1039,133,not_above
2002-03,147,Jalen Rose,2673,324,Anthony Peeler,1120,1254,223,not_above
2002-03,147,Jalen Rose,2673,2541,Antoine Rigaudeau,30,35,5,not_above
2002-03,147,Jalen Rose,2673,952,Antoine Walker,2334,2617,321,not_above
2002-03,147,Jalen Rose,2673,1498,Antonio Daniels,422,488,80,not_above
2002-03,147,Jalen Rose,2673,213,Antonio Davis,1004,1106,117,not_above
2002-03,147,Jalen Rose,2673,176,Antonio Harvey,4,4,0,not_above
2002-03,147,Jalen Rose,2673,1609,Art Long,72,78,6,not_above
2002-03,147,Jalen Rose,2673,717,Arvydas Sabonis,762,881,127,not_above
2002-03,147,Jalen Rose,2673,1506,Austin Croshere,364,403,43,not_above
2002-03,147,Jalen Rose,2673,422,Avery Johnson,287,343,59,not_above
2002-03,147,Jalen Rose,2673,1884,Baron Davis,1505,1630,259,not_above
2002-03,147,Jalen Rose,2673,1112,Ben Wallace,750,847,100,not_above
2002-03,147,Jalen Rose,2673,902,Bimbo Coles,300,329,67,not_above
2002-03,147,Jalen Rose,2673,448,Bo Outlaw,603,696,103,not_above
