season,target_id,target_name,target_created,opponent_id,opponent_name,minimum_created,maximum_created,remaining_ast,relation
2006-07,2550,Kirk Hinrich,2415,243,Aaron McKie,49,60,11,not_above
2006-07,2550,Kirk Hinrich,2415,1425,Aaron Williams,91,94,3,not_above
2006-07,2550,Kirk Hinrich,2415,200747,Adam Morrison,1253,1343,111,not_above
2006-07,2550,Kirk Hinrich,2415,1502,Adonal Foyle,146,152,6,not_above
2006-07,2550,Kirk Hinrich,2415,1559,Adrian Griffin,275,275,0,not_above
2006-07,2550,Kirk Hinrich,2415,1733,Al Harrington,1592,1687,95,not_above
2006-07,2550,Kirk Hinrich,2415,2744,Al Jefferson,1287,1356,76,not_above
2006-07,2550,Kirk Hinrich,2415,101187,Alan Anderson,141,156,15,not_above
2006-07,2550,Kirk Hinrich,2415,673,Alan Henderson,140,147,7,not_above
2006-07,2550,Kirk Hinrich,2415,200792,Alexander Johnson,295,306,11,not_above
2006-07,2550,Kirk Hinrich,2415,200810,Allan Ray,377,410,37,not_above
2006-07,2550,Kirk Hinrich,2415,947,Allen Iverson,2685,2844,296,above
2006-07,2550,Kirk Hinrich,2415,297,Alonzo Mourning,699,713,14,not_above
2006-07,2550,Kirk Hinrich,2415,1541,Alvin Williams,8,9,3,not_above
2006-07,2550,Kirk Hinrich,2415,2405,Amar'e Stoudemire,1840,1915,75,not_above
2006-07,2550,Kirk Hinrich,2415,101161,Amir Johnson,55,55,0,not_above
2006-07,2550,Kirk Hinrich,2415,2760,Anderson Varejao,700,753,58,not_above
2006-07,2550,Kirk Hinrich,2415,101154,Andray Blatche,285,313,29,not_above
2006-07,2550,Kirk Hinrich,2415,2857,Andre Barrett,22,22,0,not_above
2006-07,2550,Kirk Hinrich,2415,2810,Andre Brown,97,99,2,not_above
2006-07,2550,Kirk Hinrich,2415,2738,Andre Iguodala,2279,2370,155,not_above
2006-07,2550,Kirk Hinrich,2415,1889,Andre Miller,2416,2451,45,above
2006-07,2550,Kirk Hinrich,2415,200745,Andrea Bargnani,857,877,20,not_above
2006-07,2550,Kirk Hinrich,2415,2601,Andreas Glyniadakis,19,20,1,not_above
2006-07,2550,Kirk Hinrich,2415,1905,Andrei Kirilenko,996,1124,161,not_above
2006-07,2550,Kirk Hinrich,2415,2804,Andres Nocioni,876,876,0,not_above
2006-07,2550,Kirk Hinrich,2415,101106,Andrew Bogut,1215,1340,138,not_above
2006-07,2550,Kirk Hinrich,2415,101115,Andrew Bynum,833,901,68,not_above
2006-07,2550,Kirk Hinrich,2415,2740,Andris Biedrins,975,1000,25,not_above
2006-07,2550,Kirk Hinrich,2415,1712,Antawn Jamison,1662,1773,119,not_above
2006-07,2550,Kirk Hinrich,2415,1853,Anthony Carter,28,39,11,not_above
2006-07,2550,Kirk Hinrich,2415,1533,Anthony Johnson,764,873,167,not_above
2006-07,2550,Kirk Hinrich,2415,1515,Anthony Parker,1234,1279,51,not_above
2006-07,2550,Kirk Hinrich,2415,101194,Anthony Roberson,133,133,0,not_above
2006-07,2550,Kirk Hinrich,2415,952,Antoine Walker,928,1025,101,not_above
2006-07,2550,Kirk Hinrich,2415,101120,Antoine Wright,396,436,43,not_above
2006-07,2550,Kirk Hinrich,2415,1498,Antonio Daniels,1160,1386,258,not_above
2006-07,2550,Kirk Hinrich,2415,686,Antonio McDyess,813,871,59,not_above
2006-07,2550,Kirk Hinrich,2415,1506,Austin Croshere,317,354,37,not_above
2006-07,2550,Kirk Hinrich,2415,1884,Baron Davis,2417,2463,47,above
2006-07,2550,Kirk Hinrich,2415,2732,Ben Gordon,2400,2400,0,not_above
2006-07,2550,Kirk Hinrich,2415,1112,Ben Wallace,901,901,0,not_above
2006-07,2550,Kirk Hinrich,2415,2757,Beno Udrih,609,648,42,not_above
2006-07,2550,Kirk Hinrich,2415,2774,Bernard Robinson,100,112,12,not_above
2006-07,2550,Kirk Hinrich,2415,448,Bo Outlaw,114,127,14,not_above
2006-07,2550,Kirk Hinrich,2415,1517,Bobby Jackson,892,936,53,not_above
2006-07,2550,Kirk Hinrich,2415,200784,Bobby Jones,147,153,7,not_above
2006-07,2550,Kirk Hinrich,2415,1719,Bonzi Wells,280,305,27,not_above
2006-07,2550,Kirk Hinrich,2415,2564,Boris Diaw,1431,1732,306,not_above
2006-07,2550,Kirk Hinrich,2415,2411,Bostjan Nachbar,822,870,48,not_above
2006-07,2550,Kirk Hinrich,2415,101152,Bracey Wright,100,106,6,not_above
2006-07,2550,Kirk Hinrich,2415,1802,Brad Miller,1026,1173,169,not_above
2006-07,2550,Kirk Hinrich,2415,101138,Brandon Bass,49,50,1,not_above
2006-07,2550,Kirk Hinrich,2415,200750,Brandon Roy,1430,1579,194,not_above
2006-07,2550,Kirk Hinrich,2415,2217,Brendan Haywood,607,646,39,not_above
2006-07,2550,Kirk Hinrich,2415,699,Brent Barry,930,966,36,not_above
2006-07,2550,Kirk Hinrich,2415,1510,Brevin Knight,1015,1170,216,not_above
2006-07,2550,Kirk Hinrich,2415,2073,Brian Cardinal,191,208,17,not_above
2006-07,2550,Kirk Hinrich,2415,2567,Brian Cook,584,636,52,not_above
2006-07,2550,Kirk Hinrich,2415,2243,Brian Scalabrine,340,384,46,not_above
2006-07,2550,Kirk Hinrich,2415,1730,Brian Skinner,410,451,43,not_above
2006-07,2550,Kirk Hinrich,2415,1477,Bruce Bowen,775,796,21,not_above
2006-07,2550,Kirk Hinrich,2415,101139,CJ Miles,151,171,21,not_above
2006-07,2550,Kirk Hinrich,2415,1916,Calvin Booth,105,120,16,not_above
2006-07,2550,Kirk Hinrich,2415,2306,Carlos Arroyo,967,1097,159,not_above
2006-07,2550,Kirk Hinrich,2415,2430,Carlos Boozer,1995,2149,192,not_above
2006-07,2550,Kirk Hinrich,2415,2568,Carlos Delfino,609,660,57,not_above
2006-07,2550,Kirk Hinrich,2415,2546,Carmelo Anthony,2416,2459,47,above
2006-07,2550,Kirk Hinrich,2415,2406,Caron Butler,1676,1851,194,not_above
2006-07,2550,Kirk Hinrich,2415,200841,Cedric Bozeman,44,51,9,not_above
2006-07,2550,Kirk Hinrich,2415,200759,Cedric Simmons,151,157,6,not_above
2006-07,2550,Kirk Hinrich,2415,101112,Channing Frye,819,875,57,not_above
