SEASON,TEAM_ID,TEAM_NAME,GP,FGA,FGM,shot_fga,shot_fgm,shot_gp,fga_delta,fgm_delta,gp_delta
2006-07,1610612737,Atlanta Hawks,82,6372,2831,6372,2831,82,0,0,0
2006-07,1610612738,Boston Celtics,82,6454,2858,6454,2858,82,0,0,0
2006-07,1610612739,Cleveland Cavaliers,82,6658,2978,6658,2978,82,0,0,0
2006-07,1610612740,New Orleans/Oklahoma City Hornets,82,6674,2971,6674,2971,82,0,0,0
2006-07,1610612741,Chicago Bulls,82,6663,3046,6663,3046,82,0,0,0
2006-07,1610612742,Dallas Mavericks,82,6442,3010,6442,3010,82,0,0,0
2006-07,1610612743,Denver Nuggets,82,6805,3164,6805,3164,82,0,0,0
2006-07,1610612744,Golden State Warriors,82,7048,3261,7048,3261,82,0,0,0
2006-07,1610612745,Houston Rockets,82,6528,2906,6528,2906,82,0,0,0
2006-07,1610612746,Los Angeles Clippers,82,6318,2880,6318,2880,82,0,0,0
2006-07,1610612747,Los Angeles Lakers,82,6664,3103,6664,3103,82,0,0,0
2006-07,1610612748,Miami Heat,82,6288,2919,6288,2919,82,0,0,0
2006-07,1610612749,Milwaukee Bucks,82,6714,3121,6714,3121,82,0,0,0
2006-07,1610612750,Minnesota Timberwolves,82,6502,2997,6502,2997,82,0,0,0
2006-07,1610612751,New Jersey Nets,82,6379,2913,6379,2913,82,0,0,0
2006-07,1610612752,New York Knicks,82,6356,2903,6356,2903,82,0,0,0
2006-07,1610612753,Orlando Magic,82,6090,2875,6090,2875,82,0,0,0
2006-07,1610612754,Indiana Pacers,82,6561,2872,6561,2872,82,0,0,0
2006-07,1610612755,Philadelphia 76ers,82,6408,2932,6408,2932,82,0,0,0
2006-07,1610612756,Phoenix Suns,82,6855,3388,6855,3388,82,0,0,0
2006-07,1610612757,Portland Trail Blazers,82,6392,2874,6392,2874,82,0,0,0
2006-07,1610612758,Sacramento Kings,82,6532,2941,6532,2941,82,0,0,0
2006-07,1610612759,San Antonio Spurs,82,6328,2999,6328,2999,82,0,0,0
2006-07,1610612760,Seattle SuperSonics,82,6628,3047,6628,3047,82,0,0,0
2006-07,1610612761,Toronto Raptors,82,6547,3032,6547,3032,82,0,0,0
2006-07,1610612762,Utah Jazz,82,6471,3069,6471,3069,82,0,0,0
2006-07,1610612763,Memphis Grizzlies,82,6448,2998,6448,2998,82,0,0,0
2006-07,1610612764,Washington Wizards,82,6820,3070,6820,3070,82,0,0,0
2006-07,1610612765,Detroit Pistons,82,6484,2942,6484,2942,82,0,0,0
2006-07,1610612766,Charlotte Bobcats,82,6643,2960,6643,2960,82,0,0,0
2013-14,1610612737,Atlanta Hawks,82,6688,3061,6688,3061,82,0,0,0
2013-14,1610612738,Boston Celtics,82,6883,2996,6883,2996,82,0,0,0
2013-14,1610612739,Cleveland Cavaliers,82,6955,3036,6955,3036,82,0,0,0
2013-14,1610612740,New Orleans Pelicans,82,6761,3101,6761,3101,82,0,0,0
2013-14,1610612741,Chicago Bulls,82,6577,2843,6577,2843,82,0,0,0
2013-14,1610612742,Dallas Mavericks,82,6858,3249,6858,3249,82,0,0,0
2013-14,1610612743,Denver Nuggets,82,7042,3147,7042,3147,82,0,0,0
2013-14,1610612744,Golden State Warriors,82,7005,3236,7005,3236,82,0,0,0
2013-14,1610612745,Houston Rockets,82,6603,3118,6603,3118,82,0,0,0
2013-14,1610612746,Los Angeles Clippers,82,6761,3208,6761,3208,82,0,0,0
2013-14,1610612747,Los Angeles Lakers,82,6980,3139,6980,3139,82,0,0,0
2013-14,1610612748,Miami Heat,82,6272,3142,6272,3142,82,0,0,0
2013-14,1610612749,Milwaukee Bucks,82,6737,2952,6737,2952,82,0,0,0
2013-14,1610612750,Minnesota Timberwolves,82,7175,3189,7175,3189,82,0,0,0
2013-14,1610612751,Brooklyn Nets,82,6391,2931,6391,2931,82,0,0,0
2013-14,1610612752,New York Knicks,82,6739,3027,6739,3027,82,0,0,0
2013-14,1610612753,Orlando Magic,82,6784,3022,6784,3022,82,0,0,0
2013-14,1610612754,Indiana Pacers,82,6573,2949,6573,2949,82,0,0,0
2013-14,1610612755,Philadelphia 76ers,82,7150,3108,7150,3108,82,0,0,0
2013-14,1610612756,Phoenix Suns,82,6845,3172,6845,3172,82,0,0,0
2013-14,1610612757,Portland Trail Blazers,82,7134,3207,7134,3207,82,0,0,0
2013-14,1610612758,Sacramento Kings,82,6766,3026,6766,3026,82,0,0,0
2013-14,1610612759,San Antonio Spurs,82,6844,3326,6844,3326,82,0,0,0
2013-14,1610612760,Oklahoma City Thunder,82,6782,3194,6782,3194,82,0,0,0
2013-14,1610612761,Toronto Raptors,82,6718,2992,6718,2992,82,0,0,0
2013-14,1610612762,Utah Jazz,82,6652,2951,6652,2951,82,0,0,0
2013-14,1610612763,Memphis Grizzlies,82,6723,3122,6723,3122,82,0,0,0
2013-14,1610612764,Washington Wizards,82,6920,3177,6920,3177,82,0,0,0
2013-14,1610612765,Detroit Pistons,82,7124,3182,7124,3182,82,0,0,0
2013-14,1610612766,Charlotte Bobcats,82,6730,2976,6730,2976,82,0,0,0
