season_end_year,season,player_id,player,age,games,assists,assists_per_game,team_games,team_assists,player_source_url,team_source_url
2012,2011–12,2243,Brian Scalabrine,34.0,28,15,0.5357142857142857,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,201228,C.J. Watson,28.0,49,200,4.081632653061225,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,2430,Carlos Boozer,30.0,66,125,1.893939393939394,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,201565,Derrick Rose,23.0,39,307,7.871794871794871,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,202710,Jimmy Butler III,22.0,42,14,0.3333333333333333,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,201149,Joakim Noah,27.0,64,160,2.5,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,101249,John Lucas III,29.0,49,108,2.204081632653061,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,2594,Kyle Korver,31.0,65,112,1.7230769230769232,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,2736,Luol Deng,27.0,54,157,2.9074074074074074,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,2229,Mike James,37.0,11,29,2.6363636363636362,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,201600,Omer Asik,25.0,66,32,0.48484848484848486,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,1888,Richard Hamilton,34.0,28,84,3.0,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,200758,Ronnie Brewer,27.0,66,137,2.0757575757575757,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
2012,2011–12,201959,Taj Gibson,27.0,63,47,0.746031746031746,66,1527,https://www.nba.com/stats/players/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741,https://www.nba.com/stats/teams/traditional?PerMode=Totals&Season=2011-12&SeasonType=Regular%20Season&TeamID=1610612741
