PLAYER_ID,PLAYER_NAME,PTS,Points,AST,Assists,point_diff,ast_diff,_merge
15,Eric Piatkowski,59,59.0,13,13.0,0.0,0.0,both
56,Gary Payton,626,626.0,257,257.0,0.0,0.0,both
57,Doug Christie,26,26.0,14,14.0,0.0,0.0,both
87,Dikembe Mutombo,169,169.0,4,4.0,0.0,0.0,both
89,Nick Van Exel,355,355.0,123,123.0,0.0,0.0,both
109,Robert Horry,321,321.0,79,79.0,0.0,0.0,both
133,David Wesley,702,702.0,204,204.0,0.0,0.0,both
136,P.J. Brown,677,677.0,90,90.0,0.0,0.0,both
147,Jalen Rose,887,887.0,181,181.0,0.0,0.0,both
185,Chris Webber,1518,1518.0,256,256.0,0.0,0.0,both
208,Sam Cassell,1345,1345.0,491,491.0,0.0,0.0,both
213,Antonio Davis,216,216.0,21,21.0,0.0,0.0,both
224,Eddie Jones,885,885.0,177,177.0,0.0,0.0,both
239,Darrick Martin,102,102.0,57,57.0,0.0,0.0,both
243,Aaron McKie,7,7.0,11,11.0,0.0,0.0,both
255,Grant Hill,318,318.0,48,48.0,0.0,0.0,both
258,Brian Grant,61,61.0,7,7.0,0.0,0.0,both
278,Stacey Augmon,71,71.0,23,23.0,0.0,0.0,both
283,Lindsey Hunter,87,87.0,62,62.0,0.0,0.0,both
297,Alonzo Mourning,509,509.0,11,11.0,0.0,0.0,both
353,Darrell Armstrong,130,130.0,86,86.0,0.0,0.0,both
358,Anfernee Hardaway,10,10.0,8,8.0,0.0,0.0,both
361,Clifford Robinson,550,550.0,89,89.0,0.0,0.0,both
384,Calbert Cheaney,92,92.0,19,19.0,0.0,0.0,both
389,Toni Kukoc,317,317.0,139,139.0,0.0,0.0,both
406,Shaquille O'Neal,1181,1181.0,113,113.0,0.0,0.0,both
436,Juwan Howard,942,942.0,112,112.0,0.0,0.0,both
441,Lamond Murray,196,196.0,13,13.0,0.0,0.0,both
448,Bo Outlaw,75,75.0,14,14.0,0.0,0.0,both
452,Vin Baker,27,27.0,4,4.0,0.0,0.0,both
458,Howard Eisley,101,101.0,69,69.0,0.0,0.0,both
467,Jason Kidd,1065,1065.0,672,672.0,0.0,0.0,both
468,Jon Barry,86,86.0,26,26.0,0.0,0.0,both
673,Alan Henderson,127,127.0,10,10.0,0.0,0.0,both
677,Eric Williams,91,91.0,15,15.0,0.0,0.0,both
686,Antonio McDyess,638,638.0,90,90.0,0.0,0.0,both
689,Theo Ratliff,270,270.0,28,28.0,0.0,0.0,both
693,Joe Smith,379,379.0,31,31.0,0.0,0.0,both
699,Brent Barry,431,431.0,123,123.0,0.0,0.0,both
702,Voshon Lenard,191,191.0,41,41.0,0.0,0.0,both
703,Kurt Thomas,455,455.0,57,57.0,0.0,0.0,both
708,Kevin Garnett,1656,1656.0,308,308.0,0.0,0.0,both
711,Jerry Stackhouse,715,715.0,160,160.0,0.0,0.0,both
714,Michael Finley,780,780.0,116,116.0,0.0,0.0,both
722,Corliss Williamson,126,126.0,14,14.0,0.0,0.0,both
727,Eric Snow,391,391.0,346,346.0,0.0,0.0,both
731,Greg Ostertag,146,146.0,58,58.0,0.0,0.0,both
739,Rasheed Wallace,1209,1209.0,182,182.0,0.0,0.0,both
754,Jim Jackson,121,121.0,35,35.0,0.0,0.0,both
757,Damon Stoudamire,317,317.0,128,128.0,0.0,0.0,both
905,Dale Davis,26,26.0,6,6.0,0.0,0.0,both
911,Ervin Johnson,15,15.0,2,2.0,0.0,0.0,both
923,Donyell Marshall,750,750.0,60,60.0,0.0,0.0,both
924,Anthony Goldwire,2,2.0,2,2.0,0.0,0.0,both
935,Bryon Russell,0,,1,1.0,0.0,0.0,both
947,Allen Iverson,2377,2377.0,532,532.0,0.0,0.0,both
948,Marcus Camby,716,716.0,115,115.0,0.0,0.0,both
949,Shareef Abdur-Rahim,887,887.0,149,149.0,0.0,0.0,both
950,Stephon Marbury,977,977.0,382,382.0,0.0,0.0,both
951,Ray Allen,1955,1955.0,286,286.0,0.0,0.0,both
952,Antoine Walker,1000,1000.0,166,166.0,0.0,0.0,both
953,Lorenzen Wright,454,454.0,48,48.0,0.0,0.0,both
955,Samaki Walker,2,2.0,0,,0.0,0.0,both
956,Erick Dampier,469,469.0,51,51.0,0.0,0.0,both
958,Vitaly Potapenko,84,84.0,9,9.0,0.0,0.0,both
959,Steve Nash,1489,1489.0,826,826.0,0.0,0.0,both
960,Tony Delk,182,182.0,33,33.0,0.0,0.0,both
962,Walter McCarty,88,88.0,23,23.0,0.0,0.0,both
965,Derek Fisher,1089,1089.0,352,352.0,0.0,0.0,both
970,Othella Harrington,346,346.0,39,39.0,0.0,0.0,both
976,Jeff McInnis,149,149.0,52,52.0,0.0,0.0,both
977,Kobe Bryant,2832,2832.0,360,360.0,0.0,0.0,both
978,Peja Stojakovic,1290,1290.0,136,136.0,0.0,0.0,both
979,Jermaine O'Neal,1024,1024.0,133,133.0,0.0,0.0,both
980,Zydrunas Ilgauskas,1217,1217.0,91,91.0,0.0,0.0,both
983,Moochie Norris,125,125.0,50,50.0,0.0,0.0,both
988,Randy Livingston,0,,1,1.0,0.0,0.0,both
990,Malik Rose,318,318.0,67,67.0,0.0,0.0,both
1000,Shandon Anderson,126,126.0,30,30.0,0.0,0.0,both
1088,Chucky Atkins,678,678.0,198,198.0,0.0,0.0,both
1112,Ben Wallace,597,597.0,158,158.0,0.0,0.0,both
1425,Aaron Williams,222,222.0,17,17.0,0.0,0.0,both
1442,Zeljko Rebraca,135,135.0,9,9.0,0.0,0.0,both
1477,Bruce Bowen,619,619.0,126,126.0,0.0,0.0,both
1495,Tim Duncan,1485,1485.0,253,253.0,0.0,0.0,both
1496,Keith Van Horn,472,472.0,37,37.0,0.0,0.0,both
1497,Chauncey Billups,1495,1495.0,699,699.0,0.0,0.0,both
1498,Antonio Daniels,767,767.0,284,284.0,0.0,0.0,both
1499,Tony Battie,649,649.0,49,49.0,0.0,0.0,both
1501,Tim Thomas,300,300.0,20,20.0,0.0,0.0,both
1502,Adonal Foyle,345,345.0,33,33.0,0.0,0.0,both
1503,Tracy McGrady,1147,1147.0,225,225.0,0.0,0.0,both
1504,Danny Fortson,87,87.0,2,2.0,0.0,0.0,both
1506,Austin Croshere,408,408.0,62,62.0,0.0,0.0,both
1507,Derek Anderson,349,349.0,101,101.0,0.0,0.0,both
1508,Maurice Taylor,422,422.0,53,53.0,0.0,0.0,both
1509,Kelvin Cato,98,98.0,4,4.0,0.0,0.0,both
1510,Brevin Knight,871,871.0,610,610.0,0.0,0.0,both
1513,Scot Pollard,169,169.0,24,24.0,0.0,0.0,both
1517,Bobby Jackson,808,808.0,195,195.0,0.0,0.0,both
1519,John Thomas,15,15.0,2,2.0,0.0,0.0,both
1520,Charles Smith,80,80.0,9,9.0,0.0,0.0,both
1521,Jacque Vaughn,274,274.0,123,123.0,0.0,0.0,both
1531,Marc Jackson,415,415.0,44,44.0,0.0,0.0,both
1533,Anthony Johnson,691,691.0,324,324.0,0.0,0.0,both
1536,Stephen Jackson,1329,1329.0,225,225.0,0.0,0.0,both
1541,Alvin Williams,1,1.0,0,,0.0,0.0,both
1548,Mark Blount,914,914.0,99,99.0,0.0,0.0,both
1559,Adrian Griffin,237,237.0,89,89.0,0.0,0.0,both
1563,Kevin Ollie,192,192.0,101,101.0,0.0,0.0,both
1594,Rick Brunson,54,54.0,35,35.0,0.0,0.0,both
1607,Troy Hudson,342,342.0,106,106.0,0.0,0.0,both
1630,Mikki Moore,154,154.0,27,27.0,0.0,0.0,both
1709,Michael Olowokandi,238,238.0,23,23.0,0.0,0.0,both
1710,Mike Bibby,1728,1728.0,444,444.0,0.0,0.0,both
1711,Raef LaFrentz,639,639.0,115,115.0,0.0,0.0,both
1712,Antawn Jamison,1684,1684.0,158,158.0,0.0,0.0,both
1713,Vince Carter,1911,1911.0,338,338.0,0.0,0.0,both
1715,Jason Williams,728,728.0,287,287.0,0.0,0.0,both
1716,Larry Hughes,558,558.0,131,131.0,0.0,0.0,both
1717,Dirk Nowitzki,2151,2151.0,226,226.0,0.0,0.0,both
1718,Paul Pierce,2116,2116.0,375,375.0,0.0,0.0,both
1719,Bonzi Wells,707,707.0,144,144.0,0.0,0.0,both
1720,Michael Doleac,98,98.0,8,8.0,0.0,0.0,both
1723,Matt Harpring,885,885.0,98,98.0,0.0,0.0,both
1725,Rasho Nesterovic,362,362.0,33,33.0,0.0,0.0,both
1727,Pat Garrity,282,282.0,38,38.0,0.0,0.0,both
1729,Ricky Davis,1516,1516.0,394,394.0,0.0,0.0,both
1730,Brian Skinner,191,191.0,30,30.0,0.0,0.0,both
1731,Tyronn Lue,560,560.0,157,157.0,0.0,0.0,both
1733,Al Harrington,1411,1411.0,238,238.0,0.0,0.0,both
1737,Nazr Mohammed,493,493.0,40,40.0,0.0,0.0,both
1739,Ruben Patterson,858,858.0,127,127.0,0.0,0.0,both
1740,Rashard Lewis,1568,1568.0,182,182.0,0.0,0.0,both
1744,Jerome James,137,137.0,12,12.0,0.0,0.0,both
1747,Rafer Alston,761,761.0,425,425.0,0.0,0.0,both
1749,Cuttino Mobley,1170,1170.0,238,238.0,0.0,0.0,both
1752,Sean Marks,81,81.0,7,7.0,0.0,0.0,both
1761,Greg Buckner,491,491.0,127,127.0,0.0,0.0,both
1763,Ryan Bowen,88,88.0,24,24.0,0.0,0.0,both
1800,Damon Jones,552,552.0,169,169.0,0.0,0.0,both
1802,Brad Miller,1182,1182.0,374,374.0,0.0,0.0,both
1853,Anthony Carter,150,150.0,101,101.0,0.0,0.0,both
1863,Earl Boykins,756,756.0,230,230.0,0.0,0.0,both
1882,Elton Brand,1953,1953.0,208,208.0,0.0,0.0,both
1883,Steve Francis,1005,1005.0,345,345.0,0.0,0.0,both
1884,Baron Davis,967,967.0,480,480.0,0.0,0.0,both
1885,Lamar Odom,1186,1186.0,443,443.0,0.0,0.0,both
1886,Jonathan Bender,10,10.0,2,2.0,0.0,0.0,both
1887,Wally Szczerbiak,1366,1366.0,213,213.0,0.0,0.0,both
1888,Richard Hamilton,1609,1609.0,275,275.0,0.0,0.0,both
1889,Andre Miller,1126,1126.0,674,674.0,0.0,0.0,both
1890,Shawn Marion,1769,1769.0,143,143.0,0.0,0.0,both
1891,Jason Terry,1371,1371.0,306,306.0,0.0,0.0,both
1894,Corey Maggette,570,570.0,66,66.0,0.0,0.0,both
