PLAYER_ID,PLAYER_NAME,PTS,Points,AST,Assists,point_diff,ast_diff,_merge
255,Grant Hill,1056,1056.0,200,200.0,0.0,0.0,both
406,Shaquille O'Neal,341,341.0,26,26.0,0.0,0.0,both
436,Juwan Howard,139,139.0,23,23.0,0.0,0.0,both
467,Jason Kidd,630,630.0,655,655.0,0.0,0.0,both
686,Antonio McDyess,390,390.0,84,84.0,0.0,0.0,both
689,Theo Ratliff,2,2.0,3,3.0,0.0,0.0,both
693,Joe Smith,8,8.0,4,4.0,0.0,0.0,both
703,Kurt Thomas,211,211.0,60,60.0,0.0,0.0,both
708,Kevin Garnett,1056,1056.0,171,171.0,0.0,0.0,both
711,Jerry Stackhouse,12,12.0,3,3.0,0.0,0.0,both
948,Marcus Camby,277,277.0,121,121.0,0.0,0.0,both
951,Ray Allen,1321,1321.0,219,219.0,0.0,0.0,both
956,Erick Dampier,128,128.0,22,22.0,0.0,0.0,both
959,Steve Nash,1106,1106.0,855,855.0,0.0,0.0,both
965,Derek Fisher,558,558.0,224,224.0,0.0,0.0,both
977,Kobe Bryant,2078,2078.0,388,388.0,0.0,0.0,both
978,Peja Stojakovic,280,280.0,29,29.0,0.0,0.0,both
979,Jermaine O'Neal,129,129.0,12,12.0,0.0,0.0,both
980,Zydrunas Ilgauskas,360,360.0,26,26.0,0.0,0.0,both
1112,Ben Wallace,154,154.0,72,72.0,0.0,0.0,both
1495,Tim Duncan,1022,1022.0,203,203.0,0.0,0.0,both
1497,Chauncey Billups,1208,1208.0,387,387.0,0.0,0.0,both
1498,Antonio Daniels,6,6.0,2,2.0,0.0,0.0,both
1499,Tony Battie,100,100.0,12,12.0,0.0,0.0,both
1503,Tracy McGrady,574,574.0,252,252.0,0.0,0.0,both
1515,Anthony Parker,600,600.0,218,218.0,0.0,0.0,both
1536,Stephen Jackson,1240,1240.0,241,241.0,0.0,0.0,both
1710,Mike Bibby,688,688.0,265,265.0,0.0,0.0,both
1712,Antawn Jamison,1010,1010.0,93,93.0,0.0,0.0,both
1713,Vince Carter,1022,1022.0,146,146.0,0.0,0.0,both
1715,Jason Williams,54,54.0,52,52.0,0.0,0.0,both
1717,Dirk Nowitzki,1681,1681.0,190,190.0,0.0,0.0,both
1718,Paul Pierce,1511,1511.0,260,260.0,0.0,0.0,both
1730,Brian Skinner,0,,0,,0.0,0.0,both
1733,Al Harrington,765,765.0,101,101.0,0.0,0.0,both
1737,Nazr Mohammed,535,535.0,23,23.0,0.0,0.0,both
1740,Rashard Lewis,668,668.0,92,92.0,0.0,0.0,both
1752,Sean Marks,45,45.0,4,4.0,0.0,0.0,both
1802,Brad Miller,382,382.0,145,145.0,0.0,0.0,both
1853,Anthony Carter,110,110.0,69,69.0,0.0,0.0,both
1863,Earl Boykins,408,408.0,141,141.0,0.0,0.0,both
1882,Elton Brand,1217,1217.0,120,120.0,0.0,0.0,both
1884,Baron Davis,760,760.0,391,391.0,0.0,0.0,both
1885,Lamar Odom,1180,1180.0,249,249.0,0.0,0.0,both
1888,Richard Hamilton,777,777.0,171,171.0,0.0,0.0,both
1889,Andre Miller,1029,1029.0,566,566.0,0.0,0.0,both
1890,Shawn Marion,999,999.0,110,110.0,0.0,0.0,both
1891,Jason Terry,1293,1293.0,334,334.0,0.0,0.0,both
1894,Corey Maggette,805,805.0,84,84.0,0.0,0.0,both
1897,Metta World Peace,697,697.0,175,175.0,0.0,0.0,both
1899,James Posey,240,240.0,34,34.0,0.0,0.0,both
1902,Jeff Foster,187,187.0,46,46.0,0.0,0.0,both
1905,Andrei Kirilenko,750,750.0,192,192.0,0.0,0.0,both
1922,Francisco Elson,134,134.0,33,33.0,0.0,0.0,both
1938,Manu Ginobili,1393,1393.0,393,393.0,0.0,0.0,both
1952,Raja Bell,541,541.0,118,118.0,0.0,0.0,both
2030,Kenyon Martin,414,414.0,109,109.0,0.0,0.0,both
2034,Mike Miller,228,228.0,51,51.0,0.0,0.0,both
2037,Jamal Crawford,1077,1077.0,241,241.0,0.0,0.0,both
2038,Joel Przybilla,64,64.0,13,13.0,0.0,0.0,both
2039,Keyon Dooling,571,571.0,243,243.0,0.0,0.0,both
2041,Etan Thomas,32,32.0,2,2.0,0.0,0.0,both
2045,Hedo Turkoglu,877,877.0,343,343.0,0.0,0.0,both
2047,Quentin Richardson,249,249.0,38,38.0,0.0,0.0,both
2048,Jamaal Magloire,35,35.0,3,3.0,0.0,0.0,both
2050,Morris Peterson,4,4.0,1,1.0,0.0,0.0,both
2052,DeShawn Stevenson,383,383.0,77,77.0,0.0,0.0,both
2059,Eduardo Najera,69,69.0,20,20.0,0.0,0.0,both
2067,Eddie House,362,362.0,62,62.0,0.0,0.0,both
2072,Michael Redd,44,44.0,12,12.0,0.0,0.0,both
2073,Brian Cardinal,145,145.0,40,40.0,0.0,0.0,both
2124,Malik Allen,23,23.0,4,4.0,0.0,0.0,both
2137,Ime Udoka,14,14.0,13,13.0,0.0,0.0,both
2198,Kwame Brown,524,524.0,43,43.0,0.0,0.0,both
