EntityId,Name,Points,AssistPoints,created,rank
201935,James Harden,2376.0,1458.0,3834.0,1
201566,Russell Westbrook,1878.0,1828.0,3706.0,2
201939,Stephen Curry,2375.0,1222.0,3597.0,3
202322,John Wall,1531.0,1854.0,3385.0,4
2544,LeBron James,1920.0,1268.0,3188.0,5
101108,Chris Paul,1446.0,1710.0,3156.0,6
203081,Damian Lillard,1879.0,1217.0,3096.0,7
202738,Isaiah Thomas,1823.0,1190.0,3013.0,8
201142,Kevin Durant,2029.0,827.0,2856.0,9
200768,Kyle Lowry,1634.0,1140.0,2774.0,10
200765,Rajon Rondo,859.0,1873.0,2732.0,11
202689,Kemba Walker,1689.0,1037.0,2726.0,12
202704,Reggie Jackson,1489.0,1150.0,2639.0,13
201942,DeMar DeRozan,1830.0,790.0,2620.0,14
202331,Paul George,1874.0,730.0,2604.0,15
203110,Draymond Green,1131.0,1411.0,2542.0,16
203468,CJ McCollum,1666.0,799.0,2465.0,17
201952,Jeff Teague,1239.0,1093.0,2332.0,18
202330,Gordon Hayward,1578.0,704.0,2282.0,19
2546,Carmelo Anthony,1573.0,704.0,2277.0,20
202326,DeMarcus Cousins,1748.0,500.0,2248.0,21
2548,Dwyane Wade,1409.0,789.0,2198.0,22
201937,Ricky Rubio,766.0,1398.0,2164.0,23
202691,Klay Thompson,1771.0,384.0,2155.0,24
202397,Ish Smith,972.0,1177.0,2149.0,25
202710,Jimmy Butler,1399.0,745.0,2144.0,26
203114,Khris Middleton,1434.0,704.0,2138.0,27
203507,Giannis Antetokounmpo,1350.0,754.0,2104.0,28
203952,Andrew Wiggins,1675.0,371.0,2046.0,29
200794,Paul Millsap,1385.0,642.0,2027.0,30
101145,Monta Ellis,1121.0,893.0,2014.0,31
201587,Nicolas Batum,1046.0,955.0,2001.0,32
201950,Jrue Holiday,1089.0,901.0,1990.0,33
201609,Goran Dragic,1018.0,946.0,1964.0,34
202695,Kawhi Leonard,1523.0,425.0,1948.0,35
201143,Al Horford,1249.0,627.0,1876.0,36
1626157,Karl-Anthony Towns,1503.0,363.0,1866.0,37
2200,Pau Gasol,1187.0,669.0,1856.0,38
201572,Brook Lopez,1501.0,331.0,1832.0,39
203901,Elfrid Payton,778.0,1047.0,1825.0,40
101114,Deron Williams,918.0,905.0,1823.0,41
203506,Victor Oladipo,1153.0,642.0,1795.0,42
