EntityId,Name,Points,AssistPoints,created,rank
711,Jerry Stackhouse,2380.0,900.0,3280.0,1
56,Gary Payton,1823.0,1415.0,3238.0,2
947,Allen Iverson,2207.0,696.0,2903.0,3
467,Jason Kidd,1299.0,1604.0,2903.0,3
952,Antoine Walker,1892.0,960.0,2852.0,5
1503,Tracy McGrady,2065.0,787.0,2852.0,5
406,Shaquille O'Neal,2125.0,644.0,2769.0,7
1883,Steve Francis,1591.0,1149.0,2740.0,8
1710,Mike Bibby,1301.0,1425.0,2726.0,9
950,Stephon Marbury,1598.0,1116.0,2714.0,10
1713,Vince Carter,2070.0,621.0,2691.0,11
1889,Andre Miller,1296.0,1388.0,2684.0,12
208,Sam Cassell,1381.0,1301.0,2682.0,13
977,Kobe Bryant,1938.0,735.0,2673.0,14
1718,Paul Pierce,2071.0,588.0,2659.0,15
708,Kevin Garnett,1784.0,873.0,2657.0,16
252,Karl Malone,1878.0,776.0,2654.0,17
951,Ray Allen,1806.0,846.0,2652.0,18
714,Michael Finley,1765.0,841.0,2606.0,19
89,Nick Van Exel,1259.0,1315.0,2574.0,20
185,Chris Webber,1898.0,669.0,2567.0,21
210,Terrell Brandon,1250.0,1231.0,2481.0,22
1891,Jason Terry,1619.0,853.0,2472.0,23
304,John Stockton,944.0,1501.0,2445.0,24
147,Jalen Rose,1478.0,958.0,2436.0,25
1884,Baron Davis,1131.0,1284.0,2415.0,26
469,Jamal Mashburn,1528.0,881.0,2409.0,27
1712,Antawn Jamison,2044.0,352.0,2396.0,28
1495,Tim Duncan,1820.0,554.0,2374.0,29
353,Darrell Armstrong,1189.0,1149.0,2338.0,30
299,Glenn Robinson,1674.0,575.0,2249.0,31
959,Steve Nash,1092.0,1132.0,2224.0,32
949,Shareef Abdur-Rahim,1663.0,556.0,2219.0,33
896,Tim Hardaway,1150.0,1048.0,2198.0,34
133,David Wesley,1414.0,781.0,2195.0,35
1717,Dirk Nowitzki,1784.0,387.0,2171.0,36
1885,Lamar Odom,1304.0,859.0,2163.0,37
397,Reggie Miller,1527.0,557.0,2084.0,38
757,Damon Stoudamire,1066.0,992.0,2058.0,39
349,Mark Jackson,631.0,1415.0,2046.0,40
976,Jeff McInnis,1046.0,993.0,2039.0,41
1882,Elton Brand,1490.0,543.0,2033.0,42
84,Latrell Sprewell,1364.0,615.0,1979.0,43
1749,Cuttino Mobley,1538.0,438.0,1976.0,44
696,Travis Best,918.0,1053.0,1971.0,45
436,Juwan Howard,1462.0,502.0,1964.0,46
1507,Derek Anderson,1269.0,674.0,1943.0,47
739,Rasheed Wallace,1477.0,463.0,1940.0,48
193,Anthony Mason,1290.0,605.0,1895.0,49
1888,Richard Hamilton,1411.0,480.0,1891.0,50
978,Peja Stojakovic,1529.0,358.0,1887.0,51
361,Clifford Robinson,1345.0,519.0,1864.0,52
275,Allan Houston,1459.0,382.0,1841.0,53
686,Antonio McDyess,1458.0,368.0,1826.0,54
302,Mookie Blaylock,760.0,967.0,1727.0,55
1890,Shawn Marion,1369.0,352.0,1721.0,56
1887,Wally Szczerbiak,1145.0,571.0,1716.0,57
1541,Alvin Williams,802.0,903.0,1705.0,58
1088,Chucky Atkins,971.0,711.0,1682.0,59
243,Aaron McKie,878.0,799.0,1677.0,60
1722,Michael Dickerson,1142.0,512.0,1654.0,61
1500,Ron Mercer,1202.0,449.0,1651.0,62
1715,Jason Williams,720.0,907.0,1627.0,63
57,Doug Christie,996.0,623.0,1619.0,64
120,Steven Smith,1105.0,474.0,1579.0,65
124,Vlade Divac,974.0,521.0,1495.0,66
224,Eddie Jones,1094.0,382.0,1476.0,67
258,Brian Grant,1250.0,221.0,1471.0,68
1740,Rashard Lewis,1151.0,284.0,1435.0,69
1498,Antonio Daniels,745.0,672.0,1417.0,70
764,David Robinson,1151.0,260.0,1411.0,71
458,Howard Eisley,741.0,652.0,1393.0,72
1897,Metta World Peace,907.0,483.0,1390.0,73
1719,Bonzi Wells,948.0,440.0,1388.0,74
923,Donyell Marshall,1100.0,285.0,1385.0,75
915,Rodney Rogers,998.0,386.0,1384.0,76
702,Voshon Lenard,972.0,404.0,1376.0,77
1739,Ruben Patterson,988.0,370.0,1358.0,78
937,Scottie Pippen,721.0,629.0,1350.0,79
960,Tony Delk,1005.0,342.0,1347.0,80
296,Rick Fox,787.0,556.0,1343.0,81
891,Charles Oakley,748.0,590.0,1338.0,82
45,George McCloud,729.0,603.0,1332.0,83
283,Lindsey Hunter,825.0,494.0,1319.0,84
213,Antonio Davis,1069.0,233.0,1302.0,85
1716,Larry Hughes,823.0,478.0,1301.0,86
2034,Mike Miller,975.0,313.0,1288.0,87
727,Eric Snow,491.0,789.0,1280.0,88
1501,Tim Thomas,954.0,321.0,1275.0,89
935,Bryon Russell,933.0,342.0,1275.0,89
979,Jermaine O'Neal,1041.0,223.0,1264.0,91
922,Elden Campbell,1022.0,241.0,1263.0,92
441,Lamond Murray,998.0,259.0,1257.0,93
1497,Chauncey Billups,713.0,540.0,1253.0,94
1711,Raef LaFrentz,1008.0,240.0,1248.0,95
697,Fred Hoiberg,673.0,554.0,1227.0,96
983,Moochie Norris,544.0,657.0,1201.0,97
1521,Jacque Vaughn,498.0,698.0,1196.0,98
324,Anthony Peeler,791.0,401.0,1192.0,99
179,Bryant Stith,756.0,397.0,1153.0,100
452,Vin Baker,927.0,221.0,1148.0,101
271,Johnny Newman,895.0,253.0,1148.0,101
389,Toni Kukoc,721.0,427.0,1148.0,101
164,Chris Childs,362.0,785.0,1147.0,104
221,Clar. Weatherspoon,924.0,217.0,1141.0,105
123,Robert Pack,479.0,655.0,1134.0,106
393,Rod Strickland,498.0,636.0,1134.0,106
1000,Shandon Anderson,710.0,423.0,1133.0,108
