EntityId,Name,Points,AssistPoints,created,rank
947,Allen Iverson,2302.0,1336.0,3638.0,1
2544,LeBron James,2175.0,1234.0,3409.0,2
950,Stephon Marbury,1781.0,1478.0,3259.0,3
959,Steve Nash,1165.0,2006.0,3171.0,4
2548,Dwyane Wade,1854.0,1197.0,3051.0,5
1503,Tracy McGrady,2003.0,1026.0,3029.0,6
2240,Gilbert Arenas,2038.0,903.0,2941.0,7
1883,Steve Francis,1663.0,1196.0,2859.0,8
708,Kevin Garnett,1817.0,1039.0,2856.0,9
977,Kobe Bryant,1819.0,950.0,2769.0,10
1710,Mike Bibby,1571.0,1184.0,2755.0,11
1713,Vince Carter,1886.0,741.0,2627.0,12
1717,Dirk Nowitzki,2032.0,532.0,2564.0,13
1718,Paul Pierce,1769.0,782.0,2551.0,14
951,Ray Allen,1867.0,678.0,2545.0,15
2225,Tony Parker,1331.0,1131.0,2462.0,16
2405,Amar'e Stoudemire,2080.0,319.0,2399.0,17
1497,Chauncey Billups,1316.0,1010.0,2326.0,18
1889,Andre Miller,1113.0,1209.0,2322.0,19
2550,Kirk Hinrich,1206.0,1103.0,2309.0,20
1747,Rafer Alston,1136.0,1172.0,2308.0,21
757,Damon Stoudamire,1277.0,991.0,2268.0,22
1888,Richard Hamilton,1424.0,804.0,2228.0,23
2202,Jason Richardson,1559.0,635.0,2194.0,24
406,Shaquille O'Neal,1669.0,469.0,2138.0,25
467,Jason Kidd,951.0,1178.0,2129.0,26
2207,Joe Johnson,1400.0,709.0,2109.0,27
2072,Michael Redd,1723.0,369.0,2092.0,28
1882,Elton Brand,1622.0,441.0,2063.0,29
952,Antoine Walker,1473.0,574.0,2047.0,30
185,Chris Webber,1306.0,720.0,2026.0,31
2557,Luke Ridnour,824.0,1171.0,1995.0,32
147,Jalen Rose,1495.0,489.0,1984.0,33
1716,Larry Hughes,1345.0,637.0,1982.0,34
2546,Carmelo Anthony,1558.0,402.0,1960.0,35
1894,Corey Maggette,1464.0,483.0,1947.0,36
1891,Jason Terry,993.0,949.0,1942.0,37
