PLAYER_ID,PLAYER_NAME,PTS,Points,AST,Assists,point_diff,ast_diff,_merge
3,Grant Long,396,396.0,83,83.0,0.0,0.0,both
15,Eric Piatkowski,860,860.0,96,96.0,0.0,0.0,both
21,Greg Anthony,284,284.0,82,82.0,0.0,0.0,both
26,Luc Longley,49,49.0,7,7.0,0.0,0.0,both
28,Doug West,28,28.0,14,14.0,0.0,0.0,both
29,Jim McIlvaine,28,28.0,4,4.0,0.0,0.0,both
42,Monty Williams,410,410.0,79,79.0,0.0,0.0,both
43,Chris Whitney,558,558.0,248,248.0,0.0,0.0,both
45,George McCloud,729,729.0,279,279.0,0.0,0.0,both
51,Mahmoud Abdul-Rauf,266,266.0,76,76.0,0.0,0.0,both
53,Mario Elie,299,299.0,131,131.0,0.0,0.0,both
56,Gary Payton,1823,1823.0,642,642.0,0.0,0.0,both
57,Doug Christie,996,996.0,289,289.0,0.0,0.0,both
63,Michael Smith,301,301.0,101,101.0,0.0,0.0,both
64,Sam Perkins,242,242.0,41,41.0,0.0,0.0,both
67,Tom Hammonds,7,7.0,1,1.0,0.0,0.0,both
70,Steve Kerr,181,181.0,57,57.0,0.0,0.0,both
72,Kenny Anderson,246,246.0,134,134.0,0.0,0.0,both
76,Cedric Ceballos,261,261.0,20,20.0,0.0,0.0,both
77,Doug Overton,125,125.0,72,72.0,0.0,0.0,both
84,Latrell Sprewell,1364,1364.0,269,269.0,0.0,0.0,both
85,Brent Price,13,13.0,5,5.0,0.0,0.0,both
87,Dikembe Mutombo,749,749.0,76,76.0,0.0,0.0,both
89,Nick Van Exel,1259,1259.0,600,600.0,0.0,0.0,both
93,Hubert Davis,524,524.0,110,110.0,0.0,0.0,both
95,Mark Bryant,19,19.0,3,3.0,0.0,0.0,both
96,Detlef Schrempf,104,104.0,44,44.0,0.0,0.0,both
98,Nick Anderson,38,38.0,13,13.0,0.0,0.0,both
103,Todd Day,132,132.0,28,28.0,0.0,0.0,both
105,Dan Majerle,267,267.0,88,88.0,0.0,0.0,both
109,Robert Horry,407,407.0,128,128.0,0.0,0.0,both
111,LaPhonso Ellis,772,772.0,93,93.0,0.0,0.0,both
120,Steven Smith,1105,1105.0,213,213.0,0.0,0.0,both
121,Patrick Ewing,760,760.0,92,92.0,0.0,0.0,both
123,Robert Pack,479,479.0,293,293.0,0.0,0.0,both
124,Vlade Divac,974,974.0,231,231.0,0.0,0.0,both
128,David Benoit,178,178.0,22,22.0,0.0,0.0,both
133,David Wesley,1414,1414.0,361,361.0,0.0,0.0,both
136,P.J. Brown,676,676.0,127,127.0,0.0,0.0,both
137,Vernon Maxwell,201,201.0,49,49.0,0.0,0.0,both
145,Tracy Murray,257,257.0,23,23.0,0.0,0.0,both
146,Jud Buechler,191,191.0,39,39.0,0.0,0.0,both
147,Jalen Rose,1478,1478.0,435,435.0,0.0,0.0,both
164,Chris Childs,362,362.0,355,355.0,0.0,0.0,both
165,Hakeem Olajuwon,689,689.0,72,72.0,0.0,0.0,both
166,Ron Harper,307,307.0,113,113.0,0.0,0.0,both
168,Chris Mills,180,180.0,18,18.0,0.0,0.0,both
176,Antonio Harvey,31,31.0,4,4.0,0.0,0.0,both
177,Muggsy Bogues,0,,5,5.0,0.0,0.0,both
178,Olden Polynice,429,429.0,31,31.0,0.0,0.0,both
179,Bryant Stith,756,756.0,168,168.0,0.0,0.0,both
180,John Crotty,65,65.0,35,35.0,0.0,0.0,both
182,Billy Owens,198,198.0,55,55.0,0.0,0.0,both
185,Chris Webber,1898,1898.0,294,294.0,0.0,0.0,both
190,Duane Causwell,76,76.0,5,5.0,0.0,0.0,both
193,Anthony Mason,1290,1290.0,248,248.0,0.0,0.0,both
197,Scott Burrell,17,17.0,1,1.0,0.0,0.0,both
198,Danny Ferry,448,448.0,71,71.0,0.0,0.0,both
201,Chris Dudley,72,72.0,18,18.0,0.0,0.0,both
202,Gary Grant,10,10.0,1,1.0,0.0,0.0,both
208,Sam Cassell,1381,1381.0,580,580.0,0.0,0.0,both
209,Dell Curry,429,429.0,75,75.0,0.0,0.0,both
210,Terrell Brandon,1250,1250.0,583,583.0,0.0,0.0,both
213,Antonio Davis,1069,1069.0,106,106.0,0.0,0.0,both
216,Brian Shaw,421,421.0,258,258.0,0.0,0.0,both
219,Vinny Del Negro,254,254.0,126,126.0,0.0,0.0,both
221,Clar. Weatherspoon,924,924.0,103,103.0,0.0,0.0,both
223,Bill Curley,63,63.0,3,3.0,0.0,0.0,both
224,Eddie Jones,1094,1094.0,171,171.0,0.0,0.0,both
228,Adam Keefe,168,168.0,36,36.0,0.0,0.0,both
236,Kevin Edwards,160,160.0,52,52.0,0.0,0.0,both
238,Tyrone Hill,728,728.0,48,48.0,0.0,0.0,both
239,Darrick Martin,103,103.0,14,14.0,0.0,0.0,both
243,Aaron McKie,878,878.0,377,377.0,0.0,0.0,both
244,Dee Brown,48,48.0,12,12.0,0.0,0.0,both
