EntityId,Name,Points,AssistPoints,created,rank
2544,LeBron James,2478.0,1190.0,3668.0,1
977,Kobe Bryant,2832.0,834.0,3666.0,2
947,Allen Iverson,2377.0,1169.0,3546.0,3
2240,Gilbert Arenas,2346.0,1071.0,3417.0,4
959,Steve Nash,1489.0,1874.0,3363.0,5
2548,Dwyane Wade,2040.0,1167.0,3207.0,6
1497,Chauncey Billups,1495.0,1552.0,3047.0,7
1718,Paul Pierce,2116.0,846.0,2962.0,8
2207,Joe Johnson,1653.0,1181.0,2834.0,9
1710,Mike Bibby,1728.0,956.0,2684.0,10
1713,Vince Carter,1911.0,757.0,2668.0,11
2229,Mike James,1604.0,1060.0,2664.0,12
1717,Dirk Nowitzki,2151.0,502.0,2653.0,13
2546,Carmelo Anthony,2122.0,475.0,2597.0,14
951,Ray Allen,1955.0,635.0,2590.0,15
101108,Chris Paul,1258.0,1323.0,2581.0,16
2225,Tony Parker,1510.0,1065.0,2575.0,17
1889,Andre Miller,1126.0,1448.0,2574.0,18
2200,Pau Gasol,1628.0,916.0,2544.0,19
2072,Michael Redd,2028.0,507.0,2535.0,20
467,Jason Kidd,1065.0,1444.0,2509.0,21
2550,Kirk Hinrich,1284.0,1150.0,2434.0,22
1882,Elton Brand,1953.0,459.0,2412.0,23
208,Sam Cassell,1345.0,1045.0,2390.0,24
1729,Ricky Davis,1516.0,860.0,2376.0,25
708,Kevin Garnett,1656.0,653.0,2309.0,26
2202,Jason Richardson,1741.0,539.0,2280.0,27
2564,Boris Diaw,1080.0,1172.0,2252.0,28
1510,Brevin Knight,871.0,1344.0,2215.0,29
1888,Richard Hamilton,1609.0,602.0,2211.0,30
1885,Lamar Odom,1186.0,1003.0,2189.0,31
2210,Richard Jefferson,1521.0,666.0,2187.0,32
2557,Luke Ridnour,910.0,1276.0,2186.0,33
1890,Shawn Marion,1769.0,348.0,2117.0,34
185,Chris Webber,1518.0,556.0,2074.0,35
1884,Baron Davis,967.0,1102.0,2069.0,36
1495,Tim Duncan,1485.0,571.0,2056.0,37
1712,Antawn Jamison,1684.0,360.0,2044.0,38
1891,Jason Terry,1371.0,667.0,2038.0,39
1802,Brad Miller,1182.0,854.0,2036.0,40
2547,Chris Bosh,1572.0,428.0,2000.0,41
1740,Rashard Lewis,1568.0,420.0,1988.0,42
2551,T.J. Ford,878.0,1091.0,1969.0,43
1733,Al Harrington,1411.0,531.0,1942.0,44
101109,Raymond Felton,948.0,980.0,1928.0,45
2246,Mehmet Okur,1472.0,416.0,1888.0,46
2732,Ben Gordon,1350.0,532.0,1882.0,47
965,Derek Fisher,1089.0,790.0,1879.0,48
1887,Wally Szczerbiak,1366.0,482.0,1848.0,49
1536,Stephen Jackson,1329.0,506.0,1835.0,50
950,Stephon Marbury,977.0,832.0,1809.0,51
2050,Morris Peterson,1374.0,419.0,1793.0,52
2037,Jamal Crawford,1128.0,643.0,1771.0,53
1883,Steve Francis,1005.0,754.0,1759.0,54
2406,Caron Butler,1318.0,413.0,1731.0,55
1747,Rafer Alston,761.0,932.0,1693.0,56
1905,Andrei Kirilenko,1054.0,628.0,1682.0,57
2216,Zach Randolph,1333.0,341.0,1674.0,58
1749,Cuttino Mobley,1170.0,503.0,1673.0,59
1503,Tracy McGrady,1147.0,510.0,1657.0,60
1952,Raja Bell,1162.0,490.0,1652.0,61
101114,Deron Williams,864.0,777.0,1641.0,62
2470,Smush Parker,941.0,685.0,1626.0,63
2045,Hedo Turkoglu,1165.0,456.0,1621.0,64
2049,Speedy Claxton,871.0,749.0,1620.0,65
739,Rasheed Wallace,1209.0,403.0,1612.0,66
978,Peja Stojakovic,1290.0,308.0,1598.0,67
2419,Tayshaun Prince,1156.0,432.0,1588.0,68
2749,Jameer Nelson,905.0,665.0,1570.0,69
2730,Dwight Howard,1292.0,275.0,1567.0,70
2753,Delonte West,836.0,726.0,1562.0,71
2738,Andre Iguodala,1007.0,554.0,1561.0,72
1938,Manu Ginobili,981.0,536.0,1517.0,73
2399,Mike Dunleavy,932.0,553.0,1485.0,74
2397,Yao Ming,1271.0,200.0,1471.0,75
2034,Mike Miller,1014.0,454.0,1468.0,76
2768,Chris Duhon,647.0,821.0,1468.0,76
2736,Luol Deng,1112.0,355.0,1467.0,78
2561,David West,1262.0,205.0,1467.0,78
1897,Metta World Peace,984.0,478.0,1462.0,80
