PLAYER_ID,PLAYER_NAME,PTS,Points,AST,Assists,point_diff,ast_diff,_merge
255,Grant Hill,93,93.0,26,26.0,0.0,0.0,both
436,Juwan Howard,21,21.0,6,6.0,0.0,0.0,both
467,Jason Kidd,458,458.0,249,249.0,0.0,0.0,both
703,Kurt Thomas,97,97.0,21,21.0,0.0,0.0,both
708,Kevin Garnett,1004,1004.0,159,159.0,0.0,0.0,both
711,Jerry Stackhouse,182,182.0,35,35.0,0.0,0.0,both
739,Rasheed Wallace,146,146.0,6,6.0,0.0,0.0,both
948,Marcus Camby,42,42.0,14,14.0,0.0,0.0,both
951,Ray Allen,863,863.0,135,135.0,0.0,0.0,both
959,Steve Nash,636,636.0,333,333.0,0.0,0.0,both
965,Derek Fisher,175,175.0,47,47.0,0.0,0.0,both
977,Kobe Bryant,2133,2133.0,469,469.0,0.0,0.0,both
979,Jermaine O'Neal,454,454.0,42,42.0,0.0,0.0,both
1495,Tim Duncan,1227,1227.0,184,184.0,0.0,0.0,both
1497,Chauncey Billups,184,184.0,49,49.0,0.0,0.0,both
1536,Stephen Jackson,341,341.0,80,80.0,0.0,0.0,both
1712,Antawn Jamison,712,712.0,50,50.0,0.0,0.0,both
1713,Vince Carter,1088,1088.0,194,194.0,0.0,0.0,both
1717,Dirk Nowitzki,917,917.0,132,132.0,0.0,0.0,both
1718,Paul Pierce,1430,1430.0,370,370.0,0.0,0.0,both
1733,Al Harrington,51,51.0,10,10.0,0.0,0.0,both
1737,Nazr Mohammed,166,166.0,26,26.0,0.0,0.0,both
1740,Rashard Lewis,285,285.0,30,30.0,0.0,0.0,both
1882,Elton Brand,518,518.0,70,70.0,0.0,0.0,both
1885,Lamar Odom,330,330.0,142,142.0,0.0,0.0,both
1888,Richard Hamilton,490,490.0,119,119.0,0.0,0.0,both
1889,Andre Miller,786,786.0,484,484.0,0.0,0.0,both
1890,Shawn Marion,812,812.0,163,163.0,0.0,0.0,both
1891,Jason Terry,799,799.0,198,198.0,0.0,0.0,both
1894,Corey Maggette,95,95.0,19,19.0,0.0,0.0,both
1897,Metta World Peace,929,929.0,112,112.0,0.0,0.0,both
1905,Andrei Kirilenko,791,791.0,177,177.0,0.0,0.0,both
1938,Manu Ginobili,705,705.0,274,274.0,0.0,0.0,both
2030,Kenyon Martin,129,129.0,8,8.0,0.0,0.0,both
2034,Mike Miller,281,281.0,99,99.0,0.0,0.0,both
2037,Jamal Crawford,1255,1255.0,193,193.0,0.0,0.0,both
2038,Joel Przybilla,2,2.0,4,4.0,0.0,0.0,both
2039,Keyon Dooling,31,31.0,8,8.0,0.0,0.0,both
2045,Hedo Turkoglu,32,32.0,23,23.0,0.0,0.0,both
2047,Quentin Richardson,5,5.0,1,1.0,0.0,0.0,both
2052,DeShawn Stevenson,284,284.0,52,52.0,0.0,0.0,both
2198,Kwame Brown,41,41.0,9,9.0,0.0,0.0,both
2199,Tyson Chandler,689,689.0,62,62.0,0.0,0.0,both
2200,Pau Gasol,673,673.0,200,200.0,0.0,0.0,both
2201,Eddy Curry,9,9.0,0,,0.0,0.0,both
2202,Jason Richardson,347,347.0,51,51.0,0.0,0.0,both
2203,Shane Battier,472,472.0,72,72.0,0.0,0.0,both
2205,DeSagana Diop,16,16.0,13,13.0,0.0,0.0,both
2207,Joe Johnson,1170,1170.0,253,253.0,0.0,0.0,both
2209,Vladimir Radmanovic,33,33.0,8,8.0,0.0,0.0,both
2210,Richard Jefferson,176,176.0,31,31.0,0.0,0.0,both
2211,Troy Murphy,65,65.0,7,7.0,0.0,0.0,both
2215,Jason Collins,41,41.0,8,8.0,0.0,0.0,both
2216,Zach Randolph,1169,1169.0,108,108.0,0.0,0.0,both
2217,Brendan Haywood,216,216.0,29,29.0,0.0,0.0,both
2222,Gerald Wallace,531,531.0,181,181.0,0.0,0.0,both
2223,Samuel Dalembert,313,313.0,21,21.0,0.0,0.0,both
2224,Jamaal Tinsley,229,229.0,290,290.0,0.0,0.0,both
