season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url,team_game_date,team_matchup,team_result,team_points,team_plus_minus,decade
1991,1990–91,270,Horace Grant,29000009,1990-11-02,CHI vs. PHL,PHL,L,33.0,22,9,13.0,0.0,0.0,4,5.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,3.0,,19.3,72.36842105263158,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,77377,Cliff Levingston,29000009,1990-11-02,CHI vs. PHL,PHL,L,20.0,8,4,9.0,0.0,0.0,0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,,6.599999999999998,40.48582995951417,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,769,B.J. Armstrong,29000009,1990-11-02,CHI vs. PHL,PHL,L,19.0,8,4,7.0,0.0,0.0,0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,,7.3,57.14285714285714,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,77820,John Paxson,29000009,1990-11-02,CHI vs. PHL,PHL,L,16.0,2,1,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,,6.499999999999999,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,77034,Craig Hodges,29000009,1990-11-02,CHI vs. PHL,PHL,L,15.0,9,3,7.0,3.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.8999999999999995,64.28571428571429,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,76362,Bill Cartwright,29000009,1990-11-02,CHI vs. PHL,PHL,L,20.0,6,2,6.0,0.0,0.0,2,2.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,,2.3999999999999995,43.604651162790695,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,893,Michael Jordan,29000009,1990-11-02,CHI vs. PHL,PHL,L,34.0,34,14,24.0,1.0,3.0,5,5.0,3.0,2.0,5.0,7.0,7.0,0.0,5.0,4.0,,30.800000000000004,64.8854961832061,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,351,Stacey King,29000009,1990-11-02,CHI vs. PHL,PHL,L,20.0,3,0,6.0,0.0,0.0,3,4.0,1.0,4.0,5.0,1.0,2.0,0.0,3.0,2.0,,-0.7999999999999989,19.329896907216497,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,77054,Dennis Hopson,29000009,1990-11-02,CHI vs. PHL,PHL,L,16.0,9,4,9.0,0.0,0.0,1,2.0,4.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,,8.7,45.54655870445344,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,281,Scott Williams,29000009,1990-11-02,CHI vs. PHL,PHL,L,2.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1991,1990–91,937,Scottie Pippen,29000009,1990-11-02,CHI vs. PHL,PHL,L,33.0,13,5,15.0,0.0,1.0,3,3.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,,10.100000000000001,39.82843137254902,https://www.nba.com/stats/players/boxscores-traditional?Season=1990-91&SeasonType=Regular%20Season&TeamID=1610612741,1990-11-02,CHI vs. PHL,L,116,,1990s
1992,1991–92,270,Horace Grant,29100004,1991-11-01,CHI vs. PHL,PHL,W,27.0,15,7,8.0,0.0,0.0,1,1.0,3.0,4.0,7.0,2.0,1.0,1.0,1.0,4.0,,15.999999999999996,88.86255924170617,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,769,B.J. Armstrong,29100004,1991-11-01,CHI vs. PHL,PHL,W,24.0,10,5,9.0,0.0,1.0,0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,,8.4,55.55555555555556,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,77377,Cliff Levingston,29100004,1991-11-01,CHI vs. PHL,PHL,W,15.0,4,2,3.0,0.0,0.0,0,0.0,3.0,2.0,5.0,5.0,0.0,1.0,1.0,4.0,,6.999999999999998,66.66666666666666,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,76362,Bill Cartwright,29100004,1991-11-01,CHI vs. PHL,PHL,W,25.0,4,2,7.0,0.0,0.0,0,0.0,0.0,6.0,6.0,2.0,0.0,1.0,1.0,1.0,,2.4,28.57142857142857,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,937,Scottie Pippen,29100004,1991-11-01,CHI vs. PHL,PHL,W,37.0,23,9,15.0,0.0,2.0,5,5.0,1.0,7.0,8.0,6.0,4.0,0.0,6.0,3.0,,19.900000000000002,66.86046511627907,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,77820,John Paxson,29100004,1991-11-01,CHI vs. PHL,PHL,W,24.0,6,3,7.0,0.0,1.0,0,0.0,0.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,,10.200000000000001,42.857142857142854,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,1821,Mark Randall,29100004,1991-11-01,CHI vs. PHL,PHL,W,5.0,0,0,2.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,-1.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,77054,Dennis Hopson,29100004,1991-11-01,CHI vs. PHL,PHL,W,5.0,2,1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.6,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,77034,Craig Hodges,29100004,1991-11-01,CHI vs. PHL,PHL,W,15.0,10,4,6.0,0.0,0.0,2,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,9.5,72.67441860465115,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,893,Michael Jordan,29100004,1991-11-01,CHI vs. PHL,PHL,W,30.0,26,11,18.0,0.0,3.0,4,6.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,,22.599999999999994,62.98449612403101,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,781,Will Perdue,29100004,1991-11-01,CHI vs. PHL,PHL,W,10.0,4,2,6.0,0.0,0.0,0,0.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,,4.300000000000001,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1992,1991–92,351,Stacey King,29100004,1991-11-01,CHI vs. PHL,PHL,W,23.0,6,3,8.0,0.0,0.0,0,0.0,1.0,5.0,6.0,2.0,1.0,0.0,4.0,3.0,,1.0000000000000009,37.5,https://www.nba.com/stats/players/boxscores-traditional?Season=1991-92&SeasonType=Regular%20Season&TeamID=1610612741,1991-11-01,CHI vs. PHL,W,110,,1990s
1993,1992–93,769,B.J. Armstrong,29200002,1992-11-06,CHI @ CLE,CLE,W,31.0,13,6,11.0,1.0,2.0,0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,3.0,,10.5,59.09090909090909,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,76362,Bill Cartwright,29200002,1992-11-06,CHI @ CLE,CLE,W,28.0,13,5,11.0,0.0,0.0,3,4.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,1.0,,11.2,50.94043887147336,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,937,Scottie Pippen,29200002,1992-11-06,CHI @ CLE,CLE,W,36.0,22,10,23.0,1.0,3.0,1,2.0,4.0,6.0,10.0,10.0,0.0,0.0,2.0,4.0,,17.5,46.06365159128978,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,351,Stacey King,29200002,1992-11-06,CHI @ CLE,CLE,W,14.0,0,0,2.0,0.0,0.0,0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,,-0.6000000000000002,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,893,Michael Jordan,29200002,1992-11-06,CHI @ CLE,CLE,W,37.0,29,12,26.0,0.0,2.0,5,6.0,3.0,3.0,6.0,2.0,3.0,3.0,2.0,1.0,,22.299999999999997,50.628491620111724,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,1622,Rodney McCray,29200002,1992-11-06,CHI @ CLE,CLE,W,28.0,2,1,5.0,0.0,0.0,0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,,-0.40000000000000036,20.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,270,Horace Grant,29200002,1992-11-06,CHI @ CLE,CLE,W,32.0,15,6,13.0,0.0,0.0,3,4.0,6.0,9.0,15.0,2.0,0.0,2.0,1.0,4.0,,14.999999999999995,50.81300813008131,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,200603,Corey Williams,29200002,1992-11-06,CHI @ CLE,CLE,W,1.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,281,Scott Williams,29200002,1992-11-06,CHI @ CLE,CLE,W,18.0,7,3,5.0,0.0,0.0,1,2.0,3.0,6.0,9.0,0.0,1.0,2.0,0.0,5.0,,8.6,59.523809523809526,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1993,1992–93,77820,John Paxson,29200002,1992-11-06,CHI @ CLE,CLE,W,15.0,0,0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,,-0.4,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1992-93&SeasonType=Regular%20Season&TeamID=1610612741,1992-11-06,CHI @ CLE,W,101,,1990s
1994,1993–94,389,Toni Kukoc,29300001,1993-11-05,CHI @ CHH,CHH,W,21.0,10,5,10.0,0.0,2.0,0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,,7.2,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,916,Corie Blount,29300001,1993-11-05,CHI @ CHH,CHH,W,8.0,5,2,3.0,0.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,,3.6999999999999993,72.67441860465115,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,270,Horace Grant,29300001,1993-11-05,CHI @ CHH,CHH,W,46.0,22,11,18.0,0.0,0.0,0,0.0,3.0,4.0,7.0,4.0,1.0,1.0,2.0,3.0,,18.4,61.111111111111114,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,939,Pete Myers,29300001,1993-11-05,CHI @ CHH,CHH,W,29.0,8,3,9.0,0.0,0.0,2,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,5.3999999999999995,38.75968992248062,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,937,Scottie Pippen,29300001,1993-11-05,CHI @ CHH,CHH,W,45.0,23,6,16.0,0.0,1.0,11,21.0,4.0,12.0,16.0,7.0,2.0,1.0,3.0,3.0,,20.0,45.562599049128366,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,70,Steve Kerr,29300001,1993-11-05,CHI @ CHH,CHH,W,32.0,16,7,9.0,1.0,1.0,1,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,,11.799999999999999,80.97165991902834,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,351,Stacey King,29300001,1993-11-05,CHI @ CHH,CHH,W,5.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,,-2.5,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,781,Will Perdue,29300001,1993-11-05,CHI @ CHH,CHH,W,10.0,3,0,2.0,0.0,0.0,3,4.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,,1.7999999999999998,39.8936170212766,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,76362,Bill Cartwright,29300001,1993-11-05,CHI @ CHH,CHH,W,33.0,9,4,5.0,0.0,0.0,1,1.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,3.0,,10.399999999999999,82.72058823529412,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1994,1993–94,769,B.J. Armstrong,29300001,1993-11-05,CHI @ CHH,CHH,W,36.0,28,12,18.0,1.0,2.0,3,3.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,6.0,,17.799999999999997,72.46376811594203,https://www.nba.com/stats/players/boxscores-traditional?Season=1993-94&SeasonType=Regular%20Season&TeamID=1610612741,1993-11-05,CHI @ CHH,W,124,,1990s
1995,1994–95,54,Dickey Simpkins,29400009,1994-11-04,CHI vs. CHH,CHH,W,5.0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,,-0.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,70,Steve Kerr,29400009,1994-11-04,CHI vs. CHH,CHH,W,12.0,6,2,4.0,1.0,2.0,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,,3.1999999999999993,61.47540983606557,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,781,Will Perdue,29400009,1994-11-04,CHI vs. CHH,CHH,W,31.0,10,4,7.0,0.0,0.0,2,2.0,5.0,7.0,12.0,2.0,0.0,0.0,6.0,5.0,,5.699999999999999,63.45177664974619,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,166,Ron Harper,29400009,1994-11-04,CHI vs. CHH,CHH,W,31.0,8,3,12.0,0.0,2.0,2,4.0,1.0,7.0,8.0,6.0,2.0,2.0,1.0,6.0,,7.0,29.069767441860467,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,323,Greg Foster,29400009,1994-11-04,CHI vs. CHH,CHH,W,9.0,3,0,2.0,0.0,0.0,3,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,,-0.19999999999999996,39.8936170212766,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,916,Corie Blount,29400009,1994-11-04,CHI vs. CHH,CHH,W,11.0,4,2,6.0,0.0,0.0,0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,,5.1,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,76676,Jojo English,29400009,1994-11-04,CHI vs. CHH,CHH,W,16.0,8,2,8.0,1.0,1.0,3,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,,0.7000000000000011,42.91845493562232,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,1474,Larry Krystkowiak,29400009,1994-11-04,CHI vs. CHH,CHH,W,26.0,14,5,10.0,0.0,0.0,4,4.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,3.0,,10.100000000000001,59.523809523809526,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,937,Scottie Pippen,29400009,1994-11-04,CHI vs. CHH,CHH,W,41.0,22,9,16.0,1.0,4.0,3,4.0,0.0,6.0,6.0,3.0,3.0,1.0,6.0,2.0,,14.799999999999997,61.936936936936924,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,769,B.J. Armstrong,29400009,1994-11-04,CHI vs. CHH,CHH,W,36.0,12,5,9.0,0.0,2.0,2,2.0,0.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,,7.5,60.72874493927125,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1995,1994–95,389,Toni Kukoc,29400009,1994-11-04,CHI vs. CHH,CHH,W,22.0,2,1,5.0,0.0,2.0,0,0.0,2.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,,3.3,20.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1994-95&SeasonType=Regular%20Season&TeamID=1610612741,1994-11-04,CHI vs. CHH,W,89,,1990s
1996,1995–96,753,Randy Brown,29500001,1995-11-03,CHI vs. CHH,CHH,W,16.0,4,1,5.0,0.0,0.0,2,4.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,3.0,,2.7,29.585798816568047,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,146,Jud Buechler,29500001,1995-11-03,CHI vs. CHH,CHH,W,22.0,13,6,8.0,1.0,2.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,,7.699999999999999,81.25,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,82,Bill Wennington,29500001,1995-11-03,CHI vs. CHH,CHH,W,19.0,6,3,5.0,0.0,0.0,0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,4.0,,5.1,60.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,166,Ron Harper,29500001,1995-11-03,CHI vs. CHH,CHH,W,25.0,11,5,11.0,0.0,0.0,1,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,,8.6,48.07692307692308,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,937,Scottie Pippen,29500001,1995-11-03,CHI vs. CHH,CHH,W,10.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,-0.10000000000000009,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,389,Toni Kukoc,29500001,1995-11-03,CHI vs. CHH,CHH,W,27.0,15,6,14.0,0.0,2.0,3,4.0,3.0,6.0,9.0,6.0,0.0,2.0,2.0,2.0,,13.899999999999995,47.588832487309645,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,23,Dennis Rodman,29500001,1995-11-03,CHI vs. CHH,CHH,W,27.0,2,1,3.0,0.0,0.0,0,0.0,4.0,7.0,11.0,1.0,0.0,0.0,2.0,3.0,,2.7,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,893,Michael Jordan,29500001,1995-11-03,CHI vs. CHH,CHH,W,39.0,42,16,29.0,3.0,7.0,7,9.0,1.0,5.0,6.0,7.0,0.0,0.0,1.0,4.0,,31.799999999999997,63.713592233009706,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,70,Steve Kerr,29500001,1995-11-03,CHI vs. CHH,CHH,W,22.0,6,3,4.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,,7.699999999999999,75.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,679,Jason Caffey,29500001,1995-11-03,CHI vs. CHH,CHH,W,13.0,1,0,4.0,0.0,0.0,1,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,,-1.9,10.245901639344263,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1996,1995–96,54,Dickey Simpkins,29500001,1995-11-03,CHI vs. CHH,CHH,W,20.0,5,2,3.0,0.0,0.0,1,3.0,3.0,3.0,6.0,3.0,1.0,0.0,0.0,3.0,,7.8,57.870370370370374,https://www.nba.com/stats/players/boxscores-traditional?Season=1995-96&SeasonType=Regular%20Season&TeamID=1610612741,1995-11-03,CHI vs. CHH,W,105,,1990s
1997,1996–97,389,Toni Kukoc,29600001,1996-11-01,CHI @ BOS,BOS,W,30.33,20,6,11.0,0.0,3.0,8,10.0,1.0,3.0,4.0,7.0,1.0,3.0,2.0,3.0,0.0,20.3,64.93506493506493,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,937,Scottie Pippen,29600001,1996-11-01,CHI @ BOS,BOS,W,40.22666666666667,18,8,17.0,1.0,3.0,1,2.0,1.0,7.0,8.0,6.0,2.0,0.0,5.0,4.0,28.0,11.299999999999997,50.33557046979866,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,23,Dennis Rodman,29600001,1996-11-01,CHI @ BOS,BOS,W,39.525,13,6,8.0,0.0,0.0,1,1.0,2.0,11.0,13.0,3.0,1.0,2.0,1.0,3.0,11.0,16.8,77.01421800947867,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,893,Michael Jordan,29600001,1996-11-01,CHI @ BOS,BOS,W,43.45,30,10,22.0,0.0,5.0,10,13.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,11.0,19.3,54.112554112554115,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
