season_end_year,season,player_id,player,game_id,game_date,matchup,opponent,result,minutes,points,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,plus_minus,game_score,ts_pct,player_source_url,team_game_date,team_matchup,team_result,team_points,team_plus_minus,decade
1997,1996–97,166,Ron Harper,29600001,1996-11-01,CHI @ BOS,BOS,W,24.55,7,3,4.0,0.0,1.0,1,2.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,15.0,11.799999999999999,71.72131147540983,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,26,Luc Longley,29600001,1996-11-01,CHI @ BOS,BOS,W,11.4,4,2,3.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,5.0,-12.0,-0.4999999999999991,66.66666666666666,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,305,Robert Parish,29600001,1996-11-01,CHI @ BOS,BOS,W,8.716666666666667,6,3,3.0,0.0,0.0,0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,82,Bill Wennington,29600001,1996-11-01,CHI @ BOS,BOS,W,10.136666666666668,4,2,3.0,0.0,0.0,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,-3.0,2.1000000000000005,51.54639175257733,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,753,Randy Brown,29600001,1996-11-01,CHI @ BOS,BOS,W,5.378333333333333,4,2,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,-3.0,2.0,100.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,70,Steve Kerr,29600001,1996-11-01,CHI @ BOS,BOS,W,20.976666666666667,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,-6.0,1.2999999999999998,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,54,Dickey Simpkins,29600001,1996-11-01,CHI @ BOS,BOS,W,4.7,1,0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-0.4,56.81818181818182,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1997,1996–97,146,Jud Buechler,29600001,1996-11-01,CHI @ BOS,BOS,W,0.61,0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1996-97&SeasonType=Regular%20Season&TeamID=1610612741,1996-11-01,CHI @ BOS,W,107,9.0,1990s
1998,1997–98,893,Michael Jordan,29700001,1997-10-31,CHI @ BOS,BOS,L,42.038333333333334,30,7,23.0,0.0,0.0,16,21.0,1.0,5.0,6.0,4.0,2.0,1.0,3.0,2.0,-8.0,18.599999999999998,46.526054590570716,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,389,Toni Kukoc,29700001,1997-10-31,CHI @ BOS,BOS,L,35.776666666666664,12,6,13.0,0.0,4.0,0,0.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,-2.0,8.2,46.15384615384615,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,679,Jason Caffey,29700001,1997-10-31,CHI @ BOS,BOS,L,26.928333333333335,13,6,13.0,0.0,0.0,1,4.0,4.0,4.0,8.0,2.0,2.0,0.0,2.0,3.0,-7.0,9.3,44.03794037940379,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,166,Ron Harper,29700001,1997-10-31,CHI @ BOS,BOS,L,27.38,1,0,3.0,0.0,2.0,1,2.0,1.0,2.0,3.0,4.0,4.0,0.0,2.0,1.0,0.0,4.199999999999999,12.886597938144332,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,23,Dennis Rodman,29700001,1997-10-31,CHI @ BOS,BOS,L,24.751666666666665,10,5,8.0,0.0,0.0,0,0.0,3.0,6.0,9.0,0.0,0.0,0.0,2.0,1.0,6.0,7.9,62.5,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,26,Luc Longley,29700001,1997-10-31,CHI @ BOS,BOS,L,21.053333333333335,8,4,6.0,0.0,0.0,0,2.0,3.0,2.0,5.0,0.0,0.0,2.0,4.0,5.0,-10.0,2.6999999999999993,58.139534883720934,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,753,Randy Brown,29700001,1997-10-31,CHI @ BOS,BOS,L,14.413333333333334,2,1,6.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,-0.49999999999999944,16.666666666666664,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,197,Scott Burrell,29700001,1997-10-31,CHI @ BOS,BOS,L,11.828333333333331,2,1,2.0,0.0,1.0,0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,-2.0,1.9000000000000004,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,70,Steve Kerr,29700001,1997-10-31,CHI @ BOS,BOS,L,25.673333333333332,5,2,3.0,1.0,1.0,0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,-6.0,3.5999999999999996,83.33333333333334,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,146,Jud Buechler,29700001,1997-10-31,CHI @ BOS,BOS,L,9.966666666666669,2,1,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8999999999999999,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,82,Bill Wennington,29700001,1997-10-31,CHI @ BOS,BOS,L,0.095,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1998,1997–98,170,Joe Kleine,29700001,1997-10-31,CHI @ BOS,BOS,L,0.095,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-1.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1997-98&SeasonType=Regular%20Season&TeamID=1610612741,1997-10-31,CHI @ BOS,L,85,-7.0,1990s
1999,1998–99,166,Ron Harper,29800009,1999-02-05,CHI @ UTA,UTA,L,41.333333333333336,18,6,18.0,3.0,4.0,3,4.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,-1.0,11.299999999999999,45.54655870445344,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,389,Toni Kukoc,29800009,1999-02-05,CHI @ UTA,UTA,L,35.166666666666664,32,12,23.0,1.0,2.0,7,12.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,-3.0,18.099999999999998,56.57708628005658,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,699,Brent Barry,29800009,1999-02-05,CHI @ UTA,UTA,L,30.121666666666663,13,5,9.0,2.0,5.0,1,2.0,2.0,3.0,5.0,4.0,2.0,0.0,2.0,6.0,9.0,10.999999999999998,65.78947368421052,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,1600,Kornel David,29800009,1999-02-05,CHI @ UTA,UTA,L,12.225,11,5,8.0,0.0,0.0,1,1.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,-15.0,9.4,65.16587677725119,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,95,Mark Bryant,29800009,1999-02-05,CHI @ UTA,UTA,L,28.133333333333333,8,3,6.0,0.0,0.0,2,2.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,5.0,7.0,4.7,58.139534883720934,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,753,Randy Brown,29800009,1999-02-05,CHI @ UTA,UTA,L,17.508333333333333,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,-6.0,2.4999999999999996,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,54,Dickey Simpkins,29800009,1999-02-05,CHI @ UTA,UTA,L,22.025,5,2,2.0,0.0,0.0,1,1.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,6.0,5.0,102.45901639344261,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,457,Andrew Lang,29800009,1999-02-05,CHI @ UTA,UTA,L,23.716666666666665,2,1,3.0,0.0,0.0,0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,-11.0,2.4000000000000004,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,82,Bill Wennington,29800009,1999-02-05,CHI @ UTA,UTA,L,12.283333333333331,4,2,5.0,0.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-5.0,2.9,40.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,1757,Cory Carr,29800009,1999-02-05,CHI @ UTA,UTA,L,5.948333333333333,2,1,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,-10.0,0.3999999999999999,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,1601,Rusty LaRue,29800009,1999-02-05,CHI @ UTA,UTA,L,4.888333333333334,0,0,2.0,0.0,2.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,-3.0,0.0,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,1522,Keith Booth,29800009,1999-02-05,CHI @ UTA,UTA,L,4.233333333333333,0,0,4.0,0.0,0.0,0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,-2.0,-1.1000000000000003,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
1999,1998–99,712,Mario Bennett,29800009,1999-02-05,CHI @ UTA,UTA,L,2.4166666666666665,1,0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-0.09999999999999998,26.595744680851062,https://www.nba.com/stats/players/boxscores-traditional?Season=1998-99&SeasonType=Regular%20Season&TeamID=1610612741,1999-02-05,CHI @ UTA,L,96,-8.0,1990s
2000,1999–00,1882,Elton Brand,29900017,1999-11-03,CHI vs. NYK,NYK,L,35.1,14,3,11.0,0.0,0.0,8,10.0,5.0,3.0,8.0,1.0,1.0,2.0,2.0,2.0,-14.0,11.399999999999999,45.45454545454545,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,54,Dickey Simpkins,29900017,1999-11-03,CHI vs. NYK,NYK,L,29.663333333333338,17,5,12.0,0.0,0.0,7,10.0,4.0,2.0,6.0,1.0,0.0,1.0,0.0,2.0,-13.0,13.4,51.829268292682926,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,1897,Metta World Peace,29900017,1999-11-03,CHI vs. NYK,NYK,L,16.616666666666667,14,5,11.0,2.0,3.0,2,6.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,9.3,51.31964809384164,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,389,Toni Kukoc,29900017,1999-11-03,CHI vs. NYK,NYK,L,38.3,9,1,14.0,0.0,2.0,7,8.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,-10.0,2.500000000000001,25.684931506849317,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,697,Fred Hoiberg,29900017,1999-11-03,CHI vs. NYK,NYK,L,28.7,11,3,7.0,1.0,4.0,4,4.0,0.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,-4.0,8.6,62.78538812785388,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,781,Will Perdue,29900017,1999-11-03,CHI vs. NYK,NYK,L,11.366666666666667,2,1,3.0,0.0,0.0,0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,-1.0,2.3,33.33333333333333,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,765,Hersey Hawkins,29900017,1999-11-03,CHI vs. NYK,NYK,L,33.63333333333333,4,2,4.0,0.0,2.0,0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,-9.0,1.5999999999999996,50.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,753,Randy Brown,29900017,1999-11-03,CHI vs. NYK,NYK,L,35.63333333333333,2,1,5.0,0.0,0.0,0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,-5.0,1.1999999999999997,20.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,1913,Michael Ruffin,29900017,1999-11-03,CHI vs. NYK,NYK,L,6.9,0,0,1.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,-2.0,0.19999999999999996,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2000,1999–00,1600,Kornel David,29900017,1999-11-03,CHI vs. NYK,NYK,L,4.086666666666667,1,0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.6,26.595744680851062,https://www.nba.com/stats/players/boxscores-traditional?Season=1999-00&SeasonType=Regular%20Season&TeamID=1610612741,1999-11-03,CHI vs. NYK,L,74,-10.0,1990s
2001,2000–01,1882,Elton Brand,20000006,2000-10-31,CHI vs. SAC,SAC,L,41.31666666666667,16,4,14.0,0.0,0.0,8,9.0,3.0,3.0,6.0,4.0,2.0,1.0,2.0,1.0,-19.0,13.500000000000002,44.54342984409799,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,697,Fred Hoiberg,20000006,2000-10-31,CHI vs. SAC,SAC,L,28.533333333333335,10,2,4.0,2.0,3.0,4,4.0,0.0,5.0,5.0,1.0,3.0,0.0,2.0,1.0,-17.0,10.799999999999999,86.80555555555556,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,1500,Ron Mercer,20000006,2000-10-31,CHI vs. SAC,SAC,L,38.7,19,6,15.0,0.0,0.0,7,8.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,-21.0,8.399999999999999,51.295896328293736,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,2033,Marcus Fizer,20000006,2000-10-31,CHI vs. SAC,SAC,L,24.25,16,7,13.0,2.0,2.0,0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,-9.0,9.9,61.53846153846154,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,2064,Khalid El-Amin,20000006,2000-10-31,CHI vs. SAC,SAC,L,27.405,11,4,7.0,1.0,1.0,2,4.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,-12.0,6.899999999999999,62.78538812785388,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,1897,Metta World Peace,20000006,2000-10-31,CHI vs. SAC,SAC,L,28.766666666666666,6,2,8.0,0.0,0.0,2,4.0,0.0,4.0,4.0,3.0,0.0,1.0,4.0,3.0,0.0,-0.8000000000000007,30.737704918032787,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,1913,Michael Ruffin,20000006,2000-10-31,CHI vs. SAC,SAC,L,20.166666666666668,0,0,0.0,0.0,0.0,0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,1.0,4.0,-6.0,0.6999999999999997,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,2037,Jamal Crawford,20000006,2000-10-31,CHI vs. SAC,SAC,L,4.016666666666667,3,1,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-6.0,3.3000000000000003,75.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,1802,Brad Miller,20000006,2000-10-31,CHI vs. SAC,SAC,L,10.266666666666667,0,0,2.0,0.0,0.0,0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,-4.0,-1.9000000000000001,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,1724,Bryce Drew,20000006,2000-10-31,CHI vs. SAC,SAC,L,13.028333333333334,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5999999999999996,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2001,2000–01,2062,A.J. Guyton,20000006,2000-10-31,CHI vs. SAC,SAC,L,3.55,0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.7,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2000-01&SeasonType=Regular%20Season&TeamID=1610612741,2000-10-31,CHI vs. SAC,L,81,-19.0,2000s
2002,2001–02,1500,Ron Mercer,20100016,2001-10-31,CHI vs. IND,IND,L,41.38333333333333,22,10,20.0,0.0,1.0,2,2.0,0.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,-18.0,14.599999999999998,52.68199233716475,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,1802,Brad Miller,20100016,2001-10-31,CHI vs. IND,IND,L,36.33833333333333,24,7,10.0,0.0,0.0,10,14.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,-9.0,23.499999999999996,74.25742574257426,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,891,Charles Oakley,20100016,2001-10-31,CHI vs. IND,IND,L,30.033333333333335,2,1,6.0,0.0,0.0,0,0.0,2.0,10.0,12.0,3.0,1.0,0.0,2.0,3.0,-7.0,2.5,16.666666666666664,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,21,Greg Anthony,20100016,2001-10-31,CHI vs. IND,IND,L,29.4,7,3,12.0,0.0,3.0,1,2.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,3.0,-10.0,4.440892098500626e-16,27.173913043478258,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,2033,Marcus Fizer,20100016,2001-10-31,CHI vs. IND,IND,L,17.483333333333334,9,4,11.0,0.0,0.0,1,3.0,3.0,3.0,6.0,0.0,0.0,0.0,2.0,4.0,-12.0,1.4999999999999996,36.52597402597402,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,2201,Eddy Curry,20100016,2001-10-31,CHI vs. IND,IND,L,11.661666666666669,2,1,6.0,0.0,0.0,0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,-16.0,-0.7,14.534883720930234,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,697,Fred Hoiberg,20100016,2001-10-31,CHI vs. IND,IND,L,33.1,2,0,5.0,0.0,1.0,2,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,-5.0,-0.30000000000000016,17.006802721088434,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,1563,Kevin Ollie,20100016,2001-10-31,CHI vs. IND,IND,L,18.533333333333335,4,2,3.0,0.0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-15.0,2.7000000000000006,66.66666666666666,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,2062,A.J. Guyton,20100016,2001-10-31,CHI vs. IND,IND,L,6.7283333333333335,0,0,2.0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-12.0,-0.3999999999999999,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,2239,Trenton Hassell,20100016,2001-10-31,CHI vs. IND,IND,L,9.005,0,0,2.0,0.0,1.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-12.0,-1.5,0.0,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2002,2001–02,2199,Tyson Chandler,20100016,2001-10-31,CHI vs. IND,IND,L,6.333333333333333,1,0,2.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,-1.7999999999999998,17.36111111111111,https://www.nba.com/stats/players/boxscores-traditional?Season=2001-02&SeasonType=Regular%20Season&TeamID=1610612741,2001-10-31,CHI vs. IND,L,73,-27.0,2000s
2003,2002–03,147,Jalen Rose,20200004,2002-10-30,CHI @ BOS,BOS,W,35.75,21,7,18.0,3.0,6.0,4,5.0,0.0,4.0,4.0,12.0,0.0,1.0,3.0,3.0,12.0,16.9,51.98019801980198,https://www.nba.com/stats/players/boxscores-traditional?Season=2002-03&SeasonType=Regular%20Season&TeamID=1610612741,2002-10-30,CHI @ BOS,W,99,3.0,2000s
