season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2006-07,2550,Kirk Hinrich,CHI,80,2838.9983333333334,1327,475,1061,0.448
