season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2012-13,2550,Kirk Hinrich,CHI,60,1764.375,459,159,422,0.377
