season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2003-04,2550,Kirk Hinrich,CHI,76,2709.2683333333334,915,318,823,0.386
