season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2007-08,2550,Kirk Hinrich,CHI,75,2379.508333333333,862,330,797,0.414
