loc_x,loc_y,shot_made,shot_type,shot_zone,shot_distance,game_id,game_date,shot_zone_area
54,194,True,2PT,Mid-Range,20,0020500012,20051102,Center(C)
-105,184,False,2PT,Mid-Range,21,0020500012,20051102,Left Side Center(LC)
15,151,True,2PT,Mid-Range,15,0020500012,20051102,Center(C)
-2,56,True,2PT,In The Paint (Non-RA),5,0020500012,20051102,Center(C)
-131,209,False,3PT,Above the Break 3,24,0020500012,20051102,Left Side Center(LC)
0,0,True,2PT,Restricted Area,0,0020500012,20051102,Center(C)
-115,107,False,2PT,Mid-Range,15,0020500032,20051105,Left Side(L)
89,238,False,3PT,Above the Break 3,25,0020500032,20051105,Right Side Center(RC)
-133,104,True,2PT,Mid-Range,16,0020500032,20051105,Left Side Center(LC)
59,187,False,2PT,Mid-Range,19,0020500032,20051105,Center(C)
-172,164,True,3PT,Above the Break 3,23,0020500032,20051105,Left Side Center(LC)
107,247,True,3PT,Above the Break 3,26,0020500032,20051105,Right Side Center(RC)
146,13,False,2PT,Mid-Range,14,0020500032,20051105,Right Side(R)
-141,79,True,2PT,Mid-Range,16,0020500032,20051105,Left Side(L)
3,178,False,2PT,Mid-Range,17,0020500032,20051105,Center(C)
-220,-3,True,3PT,Left Corner 3,22,0020500032,20051105,Left Side(L)
0,0,True,2PT,Restricted Area,0,0020500032,20051105,Center(C)
0,0,True,2PT,Restricted Area,0,0020500032,20051105,Center(C)
0,0,True,2PT,Restricted Area,0,0020500032,20051105,Center(C)
-54,56,False,2PT,In The Paint (Non-RA),7,0020500050,20051107,Center(C)
-20,122,True,2PT,In The Paint (Non-RA),12,0020500050,20051107,Center(C)
87,58,False,2PT,Mid-Range,10,0020500050,20051107,Right Side(R)
-164,178,False,3PT,Above the Break 3,24,0020500050,20051107,Left Side Center(LC)
11,86,False,2PT,In The Paint (Non-RA),8,0020500050,20051107,Center(C)
-8,391,False,3PT,Above the Break 3,39,0020500050,20051107,Center(C)
-148,105,False,2PT,Mid-Range,18,0020500050,20051107,Left Side(L)
100,151,True,2PT,Mid-Range,18,0020500050,20051107,Right Side Center(RC)
-115,118,False,2PT,Mid-Range,16,0020500050,20051107,Left Side Center(LC)
0,0,True,2PT,Restricted Area,0,0020500050,20051107,Center(C)
0,0,False,2PT,Restricted Area,0,0020500050,20051107,Center(C)
-123,146,False,2PT,Mid-Range,19,0020500050,20051107,Left Side Center(LC)
113,161,False,2PT,Mid-Range,19,0020500050,20051107,Right Side Center(RC)
-227,0,False,3PT,Left Corner 3,22,0020500050,20051107,Left Side(L)
0,0,True,2PT,Restricted Area,0,0020500050,20051107,Center(C)
0,0,False,2PT,Restricted Area,0,0020500050,20051107,Center(C)
0,0,False,2PT,Restricted Area,0,0020500050,20051107,Center(C)
0,0,False,2PT,Restricted Area,0,0020500050,20051107,Center(C)
-99,156,False,2PT,Mid-Range,18,0020500050,20051107,Left Side Center(LC)
11,91,False,2PT,In The Paint (Non-RA),9,0020500065,20051109,Center(C)
39,257,True,3PT,Above the Break 3,25,0020500065,20051109,Center(C)
-117,145,False,2PT,Mid-Range,18,0020500065,20051109,Left Side Center(LC)
-128,229,True,3PT,Above the Break 3,26,0020500065,20051109,Left Side Center(LC)
-140,128,False,2PT,Mid-Range,18,0020500065,20051109,Left Side Center(LC)
0,0,True,2PT,Restricted Area,0,0020500065,20051109,Center(C)
-118,230,True,3PT,Above the Break 3,25,0020500065,20051109,Left Side Center(LC)
0,0,True,2PT,Restricted Area,0,0020500065,20051109,Center(C)
-99,153,True,2PT,Mid-Range,18,0020500065,20051109,Left Side Center(LC)
0,0,False,2PT,Restricted Area,0,0020500065,20051109,Center(C)
0,0,True,2PT,Restricted Area,0,0020500065,20051109,Center(C)
-122,145,True,2PT,Mid-Range,18,0020500065,20051109,Left Side Center(LC)
-103,225,True,3PT,Above the Break 3,24,0020500086,20051112,Left Side Center(LC)
-120,219,True,3PT,Above the Break 3,24,0020500086,20051112,Left Side Center(LC)
-140,214,True,3PT,Above the Break 3,25,0020500086,20051112,Left Side Center(LC)
97,204,True,2PT,Mid-Range,22,0020500086,20051112,Right Side Center(RC)
136,225,False,3PT,Above the Break 3,26,0020500086,20051112,Right Side Center(RC)
90,235,False,3PT,Above the Break 3,25,0020500086,20051112,Right Side Center(RC)
-189,8,False,2PT,Mid-Range,18,0020500086,20051112,Left Side(L)
-135,68,False,2PT,Mid-Range,15,0020500086,20051112,Left Side(L)
189,0,False,2PT,Mid-Range,18,0020500086,20051112,Right Side(R)
0,0,True,2PT,Restricted Area,0,0020500086,20051112,Center(C)
0,0,True,2PT,Restricted Area,0,0020500086,20051112,Center(C)
-6,132,False,2PT,In The Paint (Non-RA),13,0020500086,20051112,Center(C)
144,7,False,2PT,Mid-Range,14,0020500097,20051114,Right Side(R)
-189,-23,True,2PT,Mid-Range,19,0020500097,20051114,Left Side(L)
21,253,False,3PT,Above the Break 3,25,0020500097,20051114,Center(C)
131,-1,False,2PT,Mid-Range,13,0020500097,20051114,Right Side(R)
141,140,False,2PT,Mid-Range,19,0020500097,20051114,Right Side Center(RC)
-59,46,False,2PT,In The Paint (Non-RA),7,0020500097,20051114,Center(C)
-26,252,False,3PT,Above the Break 3,25,0020500097,20051114,Center(C)
46,26,False,2PT,In The Paint (Non-RA),5,0020500097,20051114,Center(C)
182,171,False,3PT,Above the Break 3,24,0020500097,20051114,Right Side Center(RC)
199,155,True,3PT,Above the Break 3,25,0020500097,20051114,Right Side Center(RC)
15,35,True,2PT,Restricted Area,3,0020500115,20051116,Center(C)
0,202,True,2PT,Mid-Range,20,0020500115,20051116,Center(C)
-197,143,False,3PT,Above the Break 3,24,0020500115,20051116,Left Side Center(LC)
89,222,True,3PT,Above the Break 3,23,0020500115,20051116,Right Side Center(RC)
0,0,False,2PT,Restricted Area,0,0020500115,20051116,Center(C)
-228,72,False,3PT,Left Corner 3,23,0020500115,20051116,Left Side(L)
-131,130,False,2PT,Mid-Range,18,0020500115,20051116,Left Side Center(LC)
77,36,True,2PT,In The Paint (Non-RA),8,0020500115,20051116,Right Side(R)
-94,125,False,2PT,Mid-Range,15,0020500115,20051116,Left Side(L)
-28,181,True,2PT,Mid-Range,18,0020500131,20051118,Center(C)
210,137,False,3PT,Above the Break 3,25,0020500131,20051118,Right Side Center(RC)
-20,209,False,2PT,Mid-Range,20,0020500131,20051118,Center(C)
0,0,False,2PT,Restricted Area,0,0020500131,20051118,Center(C)
57,247,False,3PT,Above the Break 3,25,0020500131,20051118,Center(C)
-87,31,False,2PT,Mid-Range,9,0020500131,20051118,Left Side(L)
-3,186,True,2PT,Mid-Range,18,0020500131,20051118,Center(C)
16,240,True,3PT,Above the Break 3,24,0020500131,20051118,Center(C)
-28,202,False,2PT,Mid-Range,20,0020500131,20051118,Center(C)
0,155,False,2PT,Mid-Range,15,0020500131,20051118,Center(C)
238,13,False,3PT,Right Corner 3,23,0020500131,20051118,Right Side(R)
-62,25,False,2PT,In The Paint (Non-RA),6,0020500131,20051118,Center(C)
-43,74,True,2PT,In The Paint (Non-RA),8,0020500131,20051118,Left Side(L)
181,64,True,2PT,Mid-Range,19,0020500131,20051118,Right Side(R)
-161,158,False,2PT,Mid-Range,22,0020500131,20051118,Left Side Center(LC)
-141,91,False,2PT,Mid-Range,16,0020500145,20051120,Left Side(L)
0,0,False,2PT,Restricted Area,0,0020500145,20051120,Center(C)
0,0,True,2PT,Restricted Area,0,0020500145,20051120,Center(C)
24,64,True,2PT,In The Paint (Non-RA),6,0020500145,20051120,Center(C)
-172,17,False,2PT,Mid-Range,17,0020500145,20051120,Left Side(L)
64,181,False,2PT,Mid-Range,19,0020500145,20051120,Right Side Center(RC)
95,48,True,2PT,Mid-Range,10,0020500145,20051120,Right Side(R)
0,0,False,2PT,Restricted Area,0,0020500145,20051120,Center(C)
-5,186,False,2PT,Mid-Range,18,0020500145,20051120,Center(C)
8,197,True,2PT,Mid-Range,19,0020500145,20051120,Center(C)
-222,-8,True,3PT,Left Corner 3,22,0020500145,20051120,Left Side(L)
-6,51,False,2PT,In The Paint (Non-RA),5,0020500145,20051120,Center(C)
227,102,True,3PT,Above the Break 3,24,0020500145,20051120,Right Side Center(RC)
97,164,False,2PT,Mid-Range,19,0020500145,20051120,Right Side Center(RC)
-103,141,True,2PT,Mid-Range,17,0020500176,20051125,Left Side Center(LC)
21,28,False,2PT,Restricted Area,3,0020500176,20051125,Center(C)
11,56,False,2PT,In The Paint (Non-RA),5,0020500176,20051125,Center(C)
51,23,False,2PT,In The Paint (Non-RA),5,0020500176,20051125,Center(C)
-64,242,False,3PT,Above the Break 3,25,0020500176,20051125,Center(C)
-2,217,True,2PT,Mid-Range,21,0020500176,20051125,Center(C)
0,191,True,2PT,Mid-Range,19,0020500176,20051125,Center(C)
-8,155,False,2PT,Mid-Range,15,0020500176,20051125,Center(C)
-123,217,True,3PT,Above the Break 3,24,0020500176,20051125,Left Side Center(LC)
54,168,False,2PT,Mid-Range,17,0020500176,20051125,Center(C)
-29,25,False,2PT,Restricted Area,3,0020500176,20051125,Center(C)
240,-8,False,3PT,Right Corner 3,24,0020500176,20051125,Right Side(R)
-100,229,False,3PT,Above the Break 3,24,0020500176,20051125,Left Side Center(LC)
-187,192,False,3PT,Above the Break 3,26,0020500186,20051126,Left Side Center(LC)
-6,225,False,2PT,Mid-Range,22,0020500186,20051126,Center(C)
-140,176,True,2PT,Mid-Range,22,0020500186,20051126,Left Side Center(LC)
-245,51,False,3PT,Left Corner 3,25,0020500186,20051126,Left Side(L)
5,64,False,2PT,In The Paint (Non-RA),6,0020500186,20051126,Center(C)
0,0,False,2PT,Restricted Area,0,0020500186,20051126,Center(C)
141,204,False,3PT,Above the Break 3,24,0020500186,20051126,Right Side Center(RC)
0,0,False,2PT,Restricted Area,0,0020500186,20051126,Center(C)
-164,212,False,3PT,Above the Break 3,26,0020500186,20051126,Left Side Center(LC)
0,0,True,2PT,Restricted Area,0,0020500186,20051126,Center(C)
-123,215,False,3PT,Above the Break 3,24,0020500201,20051129,Left Side Center(LC)
154,140,True,2PT,Mid-Range,20,0020500201,20051129,Right Side Center(RC)
-29,257,False,3PT,Above the Break 3,25,0020500201,20051129,Center(C)
0,0,True,2PT,Restricted Area,0,0020500201,20051129,Center(C)
182,-1,True,2PT,Mid-Range,18,0020500201,20051129,Right Side(R)
108,257,False,3PT,Above the Break 3,27,0020500201,20051129,Right Side Center(RC)
0,0,True,2PT,Restricted Area,0,0020500201,20051129,Center(C)
187,192,True,3PT,Above the Break 3,26,0020500201,20051129,Right Side Center(RC)
176,210,False,3PT,Above the Break 3,27,0020500201,20051129,Right Side Center(RC)
0,0,True,2PT,Restricted Area,0,0020500201,20051129,Center(C)
52,61,True,2PT,In The Paint (Non-RA),8,0020500201,20051129,Right Side(R)
28,258,True,3PT,Above the Break 3,25,0020500201,20051129,Center(C)
-158,214,False,3PT,Above the Break 3,26,0020500201,20051129,Left Side Center(LC)
0,0,False,2PT,Restricted Area,0,0020500201,20051129,Center(C)
-8,268,False,3PT,Above the Break 3,26,0020500201,20051129,Center(C)
43,158,False,2PT,Mid-Range,16,0020500201,20051129,Center(C)
105,240,False,3PT,Above the Break 3,26,0020500201,20051129,Right Side Center(RC)
-172,178,False,3PT,Above the Break 3,24,0020500212,20051130,Left Side Center(LC)
-23,217,False,2PT,Mid-Range,21,0020500212,20051130,Center(C)
-113,217,True,3PT,Above the Break 3,24,0020500212,20051130,Left Side Center(LC)
-149,5,True,2PT,Mid-Range,14,0020500212,20051130,Left Side(L)
-28,253,False,3PT,Above the Break 3,25,0020500212,20051130,Center(C)
-126,69,True,2PT,Mid-Range,14,0020500212,20051130,Left Side(L)
130,206,True,3PT,Above the Break 3,24,0020500212,20051130,Right Side Center(RC)
-241,26,False,3PT,Left Corner 3,24,0020500212,20051130,Left Side(L)
85,224,True,3PT,Above the Break 3,23,0020500212,20051130,Right Side Center(RC)
-179,123,False,2PT,Mid-Range,21,0020500212,20051130,Left Side(L)
-164,202,False,3PT,Above the Break 3,26,0020500212,20051130,Left Side Center(LC)
-105,31,False,2PT,Mid-Range,10,0020500212,20051130,Left Side(L)
161,7,True,2PT,Mid-Range,16,0020500212,20051130,Right Side(R)
-235,-8,True,3PT,Left Corner 3,23,0020500221,20051202,Left Side(L)
-8,7,False,2PT,Restricted Area,1,0020500221,20051202,Center(C)
85,10,False,2PT,Mid-Range,8,0020500221,20051202,Right Side(R)
-102,158,True,2PT,Mid-Range,18,0020500221,20051202,Left Side Center(LC)
-135,178,False,2PT,Mid-Range,22,0020500221,20051202,Left Side Center(LC)
-92,210,False,2PT,Mid-Range,22,0020500221,20051202,Left Side Center(LC)
236,8,False,3PT,Right Corner 3,23,0020500221,20051202,Right Side(R)
-228,-6,False,3PT,Left Corner 3,22,0020500221,20051202,Left Side(L)
103,169,False,2PT,Mid-Range,19,0020500221,20051202,Right Side Center(RC)
-218,125,False,3PT,Above the Break 3,25,0020500221,20051202,Left Side Center(LC)
-103,227,False,3PT,Above the Break 3,24,0020500221,20051202,Left Side Center(LC)
-90,176,False,2PT,Mid-Range,19,0020500232,20051203,Left Side Center(LC)
98,46,True,2PT,Mid-Range,10,0020500232,20051203,Right Side(R)
-28,169,False,2PT,Mid-Range,17,0020500232,20051203,Center(C)
0,0,False,2PT,Restricted Area,0,0020500232,20051203,Center(C)
0,0,False,2PT,Restricted Area,0,0020500232,20051203,Center(C)
31,261,False,3PT,Above the Break 3,26,0020500232,20051203,Center(C)
-143,214,False,3PT,Above the Break 3,25,0020500232,20051203,Left Side Center(LC)
57,202,False,2PT,Mid-Range,20,0020500232,20051203,Center(C)
16,51,True,2PT,In The Paint (Non-RA),5,0020500232,20051203,Center(C)
0,0,False,2PT,Restricted Area,0,0020500232,20051203,Center(C)
57,201,True,2PT,Mid-Range,20,0020500232,20051203,Center(C)
34,260,True,3PT,Above the Break 3,26,0020500232,20051203,Center(C)
-113,137,False,2PT,Mid-Range,17,0020500232,20051203,Left Side Center(LC)
128,181,False,2PT,Mid-Range,22,0020500274,20051209,Right Side Center(RC)
0,0,True,2PT,Restricted Area,0,0020500274,20051209,Center(C)
-108,115,True,2PT,Mid-Range,15,0020500274,20051209,Left Side(L)
-223,0,False,3PT,Left Corner 3,22,0020500274,20051209,Left Side(L)
100,202,True,2PT,Mid-Range,22,0020500274,20051209,Right Side Center(RC)
-169,81,True,2PT,Mid-Range,18,0020500274,20051209,Left Side(L)
-74,156,False,2PT,Mid-Range,17,0020500274,20051209,Left Side Center(LC)
94,194,True,2PT,Mid-Range,21,0020500274,20051209,Right Side Center(RC)
56,153,False,2PT,Mid-Range,16,0020500274,20051209,Right Side Center(RC)
-62,158,True,2PT,Mid-Range,16,0020500274,20051209,Left Side Center(LC)
-195,145,True,3PT,Above the Break 3,24,0020500274,20051209,Left Side Center(LC)
75,155,True,2PT,Mid-Range,17,0020500274,20051209,Right Side Center(RC)
90,160,False,2PT,Mid-Range,18,0020500274,20051209,Right Side Center(RC)
-220,5,False,3PT,Left Corner 3,22,0020500274,20051209,Left Side(L)
-135,151,True,2PT,Mid-Range,20,0020500274,20051209,Left Side Center(LC)
-11,53,True,2PT,In The Paint (Non-RA),5,0020500274,20051209,Center(C)
0,0,False,2PT,Restricted Area,0,0020500274,20051209,Center(C)
-25,243,False,3PT,Above the Break 3,24,0020500280,20051210,Center(C)
-123,130,False,2PT,Mid-Range,17,0020500280,20051210,Left Side Center(LC)
197,155,True,3PT,Above the Break 3,25,0020500280,20051210,Right Side Center(RC)
10,-21,True,2PT,Restricted Area,2,0020500280,20051210,Center(C)
1,1,True,2PT,Restricted Area,0,0020500280,20051210,Center(C)
-74,-6,False,2PT,In The Paint (Non-RA),7,0020500280,20051210,Center(C)
-103,51,True,2PT,Mid-Range,11,0020500280,20051210,Left Side(L)
8,0,True,2PT,Restricted Area,0,0020500280,20051210,Center(C)
-145,51,True,2PT,Mid-Range,15,0020500280,20051210,Left Side(L)
-161,72,False,2PT,Mid-Range,17,0020500280,20051210,Left Side(L)
143,99,False,2PT,Mid-Range,17,0020500280,20051210,Right Side(R)
-172,-34,False,2PT,Mid-Range,17,0020500280,20051210,Left Side(L)
3,-9,True,2PT,Restricted Area,0,0020500280,20051210,Center(C)
-154,-1,True,2PT,Mid-Range,15,0020500280,20051210,Left Side(L)
-18,196,True,2PT,Mid-Range,19,0020500280,20051210,Center(C)
187,22,True,2PT,Mid-Range,18,0020500304,20051213,Right Side(R)
