season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2005-06,2550,Kirk Hinrich,CHI,81,2954.6866666666665,1284,451,1078,0.418
