season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2014-15,2550,Kirk Hinrich,CHI,66,1609.9666666666667,377,142,381,0.373
