season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,PTS,FGM,FGA,FG_PCT
2004-05,2550,Kirk Hinrich,CHI,77,2797.4666666666667,1206,445,1122,0.397
