season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG,family
2024-25,0022400806,20250222,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2024-25,0022400806,20250222,Step Back Jump shot,3PT Field Goal,Above the Break 3,27,1,Step-backs
2024-25,0022400806,20250222,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022400806,20250222,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400806,20250222,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022400806,20250222,Step Back Jump shot,2PT Field Goal,Mid-Range,20,0,Step-backs
2024-25,0022400806,20250222,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022400806,20250222,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400806,20250222,Pullup Jump shot,3PT Field Goal,Above the Break 3,26,0,Pull-ups
2024-25,0022400823,20250224,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),7,0,Layups
2024-25,0022400823,20250224,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400823,20250224,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),10,0,Turnarounds/fades
2024-25,0022400823,20250224,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2024-25,0022400823,20250224,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022400823,20250224,Step Back Jump shot,3PT Field Goal,Above the Break 3,26,0,Step-backs
2024-25,0022400823,20250224,Cutting Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2024-25,0022400823,20250224,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022400823,20250224,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400823,20250224,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),7,1,Floaters
2024-25,0022400823,20250224,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Layups
2024-25,0022400823,20250224,Cutting Layup Shot,2PT Field Goal,Restricted Area,3,1,Layups
2024-25,0022400823,20250224,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022400823,20250224,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400823,20250224,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400823,20250224,Pullup Jump shot,2PT Field Goal,Mid-Range,19,1,Pull-ups
2024-25,0022400823,20250224,Cutting Dunk Shot,2PT Field Goal,Restricted Area,2,0,Dunks
2024-25,0022400842,20250226,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Layups
2024-25,0022400842,20250226,Jump Shot,3PT Field Goal,Above the Break 3,28,0,Standard jumpers
2024-25,0022400842,20250226,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2024-25,0022400842,20250226,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Layups
2024-25,0022400842,20250226,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022400842,20250226,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),5,0,Dunks
2024-25,0022400842,20250226,Tip Layup Shot,2PT Field Goal,Restricted Area,3,1,Tip-ins
2024-25,0022400855,20250228,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022400855,20250228,Running Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022400855,20250228,Running Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400855,20250228,Running Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400855,20250228,Cutting Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400855,20250228,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400855,20250228,Jump Shot,3PT Field Goal,Right Corner 3,25,0,Standard jumpers
2024-25,0022400855,20250228,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400868,20250302,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1,Floaters
2024-25,0022400868,20250302,Pullup Jump shot,3PT Field Goal,Above the Break 3,27,1,Pull-ups
2024-25,0022400868,20250302,Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2024-25,0022400868,20250302,Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400868,20250302,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022400868,20250302,Cutting Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400868,20250302,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2024-25,0022400868,20250302,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400868,20250302,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022400868,20250302,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400868,20250302,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022400868,20250302,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2024-25,0022400868,20250302,Cutting Layup Shot,2PT Field Goal,Restricted Area,3,1,Layups
2024-25,0022400868,20250302,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0,Tip-ins
2024-25,0022400868,20250302,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2024-25,0022400868,20250302,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400886,20250304,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2024-25,0022400886,20250304,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
2024-25,0022400886,20250304,Tip Layup Shot,2PT Field Goal,Restricted Area,1,0,Tip-ins
2024-25,0022400886,20250304,Tip Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400886,20250304,Step Back Jump shot,3PT Field Goal,Above the Break 3,25,0,Step-backs
2024-25,0022400886,20250304,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,1,Layups
2024-25,0022400886,20250304,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022400886,20250304,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400886,20250304,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022400886,20250304,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2024-25,0022400886,20250304,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400886,20250304,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022400886,20250304,Putback Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400886,20250304,Step Back Jump shot,3PT Field Goal,Above the Break 3,25,0,Step-backs
2024-25,0022400886,20250304,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022400886,20250304,Driving Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022400886,20250304,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022400916,20250308,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022400916,20250308,Cutting Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022400916,20250308,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400916,20250308,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022400916,20250308,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022400916,20250308,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022400916,20250308,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400916,20250308,Running Jump Shot,3PT Field Goal,Above the Break 3,26,0,Running jumpers
2024-25,0022400916,20250308,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400933,20250310,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400933,20250310,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022400933,20250310,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400933,20250310,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022400933,20250310,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022400933,20250310,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022400933,20250310,Running Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400933,20250310,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400933,20250310,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022400944,20250306,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2024-25,0022400944,20250306,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2024-25,0022400944,20250306,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022400944,20250306,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022400944,20250306,Pullup Jump shot,2PT Field Goal,Mid-Range,20,1,Pull-ups
2024-25,0022400944,20250306,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022400944,20250306,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022400944,20250306,Running Jump Shot,3PT Field Goal,Left Corner 3,23,0,Running jumpers
2024-25,0022400956,20250313,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),7,0,Layups
2024-25,0022400956,20250313,Tip Layup Shot,2PT Field Goal,Restricted Area,3,0,Tip-ins
2024-25,0022400956,20250313,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Layups
2024-25,0022400956,20250313,Driving Dunk Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Dunks
2024-25,0022400956,20250313,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2024-25,0022400956,20250313,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400956,20250313,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400970,20250315,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022400970,20250315,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022400970,20250315,Jump Shot,3PT Field Goal,Right Corner 3,24,1,Standard jumpers
2024-25,0022400970,20250315,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),7,0,Hooks
2024-25,0022400970,20250315,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400970,20250315,Running Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2024-25,0022400970,20250315,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022400970,20250315,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400970,20250315,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022400970,20250315,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022400989,20250317,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022400989,20250317,Driving Layup Shot,2PT Field Goal,Restricted Area,3,1,Layups
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400989,20250317,Tip Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022400989,20250317,Driving Layup Shot,2PT Field Goal,Restricted Area,3,1,Layups
2024-25,0022400989,20250317,Cutting Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Right Corner 3,22,1,Standard jumpers
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022400989,20250317,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,0,Floaters
2024-25,0022400989,20250317,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022401007,20250319,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Floaters
2024-25,0022401007,20250319,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Layups
2024-25,0022401007,20250319,Running Alley Oop Dunk Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Dunks
2024-25,0022401007,20250319,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401007,20250319,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022401007,20250319,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401013,20250320,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022401013,20250320,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022401013,20250320,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022401013,20250320,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022401013,20250320,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401028,20250322,Step Back Jump shot,3PT Field Goal,Above the Break 3,25,0,Step-backs
2024-25,0022401028,20250322,Running Jump Shot,3PT Field Goal,Right Corner 3,23,0,Running jumpers
2024-25,0022401028,20250322,Driving Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2024-25,0022401028,20250322,Running Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2024-25,0022401028,20250322,Tip Layup Shot,2PT Field Goal,Restricted Area,0,1,Tip-ins
2024-25,0022401028,20250322,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401028,20250322,Cutting Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2024-25,0022401028,20250322,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),7,0,Floaters
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022401028,20250322,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2024-25,0022401028,20250322,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401028,20250322,Cutting Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2024-25,0022401042,20250324,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2024-25,0022401042,20250324,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Layups
2024-25,0022401042,20250324,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2024-25,0022401042,20250324,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2024-25,0022401042,20250324,Putback Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2024-25,0022401042,20250324,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401042,20250324,Running Jump Shot,3PT Field Goal,Left Corner 3,23,1,Running jumpers
2024-25,0022401063,20250327,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401063,20250327,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022401063,20250327,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401063,20250327,Running Jump Shot,3PT Field Goal,Right Corner 3,23,1,Running jumpers
2024-25,0022401063,20250327,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401063,20250327,Running Jump Shot,3PT Field Goal,Right Corner 3,22,0,Running jumpers
2024-25,0022401063,20250327,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022401063,20250327,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401063,20250327,Putback Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2024-25,0022401063,20250327,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022401077,20250329,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2024-25,0022401077,20250329,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022401077,20250329,Cutting Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401077,20250329,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,1,1,Floaters
2024-25,0022401077,20250329,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401077,20250329,Alley Oop Layup shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022401077,20250329,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2024-25,0022401077,20250329,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2024-25,0022401077,20250329,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
2024-25,0022401077,20250329,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401077,20250329,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401094,20250331,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Layups
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401094,20250331,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,0,Floaters
2024-25,0022401094,20250331,Pullup Jump shot,2PT Field Goal,Mid-Range,19,1,Pull-ups
2024-25,0022401094,20250331,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401094,20250331,Running Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Layups
2024-25,0022401094,20250331,Running Jump Shot,3PT Field Goal,Left Corner 3,22,0,Running jumpers
2024-25,0022401094,20250331,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Layups
2024-25,0022401099,20250401,Step Back Jump shot,3PT Field Goal,Left Corner 3,23,1,Step-backs
2024-25,0022401099,20250401,Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022401099,20250401,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2024-25,0022401099,20250401,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
2024-25,0022401099,20250401,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401122,20250404,Tip Layup Shot,2PT Field Goal,Restricted Area,0,1,Tip-ins
2024-25,0022401122,20250404,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401122,20250404,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401122,20250404,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022401122,20250404,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2024-25,0022401122,20250404,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2024-25,0022401122,20250404,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401122,20250404,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401122,20250404,Running Jump Shot,3PT Field Goal,Right Corner 3,23,0,Running jumpers
2024-25,0022401122,20250404,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022401133,20250406,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401133,20250406,Jump Shot,2PT Field Goal,Mid-Range,19,0,Standard jumpers
2024-25,0022401133,20250406,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401133,20250406,Running Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022401133,20250406,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022401133,20250406,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401133,20250406,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2024-25,0022401133,20250406,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401147,20250408,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022401147,20250408,Running Jump Shot,3PT Field Goal,Right Corner 3,23,0,Running jumpers
2024-25,0022401147,20250408,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2024-25,0022401147,20250408,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401147,20250408,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401147,20250408,Pullup Jump shot,3PT Field Goal,Above the Break 3,26,0,Pull-ups
2024-25,0022401147,20250408,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022401147,20250408,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Floaters
2024-25,0022401147,20250408,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022401147,20250408,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2024-25,0022401147,20250408,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022401147,20250408,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401160,20250409,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2024-25,0022401160,20250409,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,8,0,Floaters
2024-25,0022401160,20250409,Step Back Jump shot,3PT Field Goal,Above the Break 3,26,0,Step-backs
2024-25,0022401160,20250409,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022401160,20250409,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022401160,20250409,Running Dunk Shot,2PT Field Goal,In The Paint (Non-RA),7,1,Dunks
2024-25,0022401160,20250409,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2024-25,0022401160,20250409,Jump Shot,2PT Field Goal,Mid-Range,21,0,Standard jumpers
2024-25,0022401160,20250409,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,1,Floaters
2024-25,0022401160,20250409,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2024-25,0022401176,20250411,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0,Floaters
2024-25,0022401176,20250411,Running Jump Shot,3PT Field Goal,Above the Break 3,24,0,Running jumpers
2024-25,0022401176,20250411,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401176,20250411,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2024-25,0022401176,20250411,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0,Floaters
2024-25,0022401176,20250411,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2024-25,0022401176,20250411,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2024-25,0022401176,20250411,Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401176,20250411,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401176,20250411,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401176,20250411,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2024-25,0022401176,20250411,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401176,20250411,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0,Floaters
2024-25,0022401176,20250411,Running Jump Shot,3PT Field Goal,Above the Break 3,26,1,Running jumpers
2024-25,0022401191,20250413,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2024-25,0022401191,20250413,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2024-25,0022401191,20250413,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2024-25,0022401212,20241213,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401212,20241213,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0,Tip-ins
2024-25,0022401212,20241213,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0,Tip-ins
2024-25,0022401212,20241213,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2024-25,0022401212,20241213,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401212,20241213,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
