loc_x,loc_y,shot_made,shot_type,shot_zone,shot_distance,game_id,game_date,shot_zone_area
200,153,False,3PT,Above the Break 3,25,0022500023,20251031,Right Side Center(RC)
-1,0,True,2PT,Restricted Area,0,0022500023,20251031,Center(C)
132,226,True,3PT,Above the Break 3,26,0022500023,20251031,Right Side Center(RC)
-229,-11,False,3PT,Left Corner 3,22,0022500023,20251031,Left Side(L)
-233,-15,False,3PT,Left Corner 3,23,0022500023,20251031,Left Side(L)
51,254,True,3PT,Above the Break 3,25,0022500023,20251031,Center(C)
-7,13,False,2PT,Restricted Area,1,0022500023,20251031,Center(C)
-15,76,False,2PT,In The Paint (Non-RA),7,0022500023,20251031,Center(C)
-6,17,False,2PT,Restricted Area,1,0022500023,20251031,Center(C)
15,5,True,2PT,Restricted Area,1,0022500023,20251031,Center(C)
-10,16,True,2PT,Restricted Area,1,0022500035,20251107,Center(C)
-5,19,True,2PT,Restricted Area,1,0022500035,20251107,Center(C)
-10,14,True,2PT,Restricted Area,1,0022500035,20251107,Center(C)
-12,19,True,2PT,Restricted Area,2,0022500035,20251107,Center(C)
232,81,True,3PT,Right Corner 3,24,0022500035,20251107,Right Side(R)
4,35,True,2PT,Restricted Area,3,0022500035,20251107,Center(C)
11,5,False,2PT,Restricted Area,1,0022500035,20251107,Center(C)
-203,223,False,3PT,Above the Break 3,30,0022500035,20251107,Left Side Center(LC)
-229,78,True,3PT,Left Corner 3,24,0022500035,20251107,Left Side(L)
125,227,False,3PT,Above the Break 3,25,0022500035,20251107,Right Side Center(RC)
-230,89,False,3PT,Above the Break 3,24,0022500035,20251107,Left Side Center(LC)
-66,2,True,2PT,In The Paint (Non-RA),6,0022500035,20251107,Center(C)
-149,207,False,3PT,Above the Break 3,25,0022500035,20251107,Left Side Center(LC)
-129,208,False,3PT,Above the Break 3,24,0022500051,20251121,Left Side Center(LC)
-13,3,True,2PT,Restricted Area,1,0022500051,20251121,Center(C)
-12,25,True,2PT,Restricted Area,2,0022500051,20251121,Center(C)
230,65,False,3PT,Right Corner 3,23,0022500051,20251121,Right Side(R)
9,-1,False,2PT,Restricted Area,0,0022500051,20251121,Center(C)
0,11,False,2PT,Restricted Area,1,0022500051,20251121,Center(C)
