season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FGM,FGA,FG_PCT,PTS
2025-26,1641824,Matas Buzelis,CHI,77,2248.2483333333334,446,963,0.463,1252
