season,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,FGM,FGA,FG_PCT,PTS
2024-25,1641824,Matas Buzelis,CHI,80,1511.295,252,555,0.454,688
