season,season_end_year,player_id,player_name,bench_games,total_games,bench_game_share,bench_minutes,bench_points,bench_points_per_game,bench_minutes_per_game,total_points,qualified
1998-99,1999,1869,Charles R. Jones,24,29,0.8275862068965517,334.5283333333333,76,3.1666666666666665,13.938680555555555,108,True
1998-99,1999,1736,Corey Benjamin,30,31,0.967741935483871,295.87166666666667,112,3.7333333333333334,9.862388888888889,118,True
1998-99,1999,1757,Cory Carr,35,42,0.8333333333333334,391.6383333333333,90,2.5714285714285716,11.189666666666666,171,True
1998-99,1999,54,Dickey Simpkins,15,50,0.3,325.85,93,6.2,21.723333333333336,454,False
1998-99,1999,1522,Keith Booth,35,39,0.8974358974358975,346.2316666666667,94,2.6857142857142855,9.892333333333333,120,True
1998-99,1999,1600,Kornel David,44,50,0.88,735.1083333333333,263,5.9772727272727275,16.707007575757576,308,True
1998-99,1999,712,Mario Bennett,3,3,1.0,18.733333333333334,7,2.3333333333333335,6.2444444444444445,7,True
1998-99,1999,95,Mark Bryant,16,45,0.35555555555555557,386.965,108,6.75,24.1853125,407,False
1998-99,1999,753,Randy Brown,7,39,0.1794871794871795,127.33833333333334,32,4.571428571428571,18.191190476190478,344,False
1998-99,1999,1601,Rusty LaRue,37,43,0.8604651162790697,553.3783333333333,158,4.27027027027027,14.956171171171171,203,True
1999-00,2000,769,B.J. Armstrong,9,27,0.3333333333333333,142.34,49,5.444444444444445,15.815555555555555,201,False
1999-00,2000,1512,Chris Anstey,62,73,0.8493150684931506,786.6583333333333,366,5.903225806451613,12.688037634408602,439,True
1999-00,2000,713,Chris Carr,48,50,0.96,1025.1,461,9.604166666666666,21.35625,492,True
1999-00,2000,1736,Corey Benjamin,38,48,0.7916666666666666,507.44666666666666,224,5.894736842105263,13.353859649122807,370,True
