season,season_end_year,player_id,player_name,bench_games,total_games,bench_game_share,bench_minutes,bench_points,bench_points_per_game,bench_minutes_per_game,total_points,qualified
1999-00,2000,2000,Dedric Willoughby,24,25,0.96,498.21,188,7.833333333333333,20.75875,190,True
1999-00,2000,54,Dickey Simpkins,21,69,0.30434782608695654,475.16333333333336,81,3.857142857142857,22.6268253968254,287,False
1999-00,2000,1882,Elton Brand,1,81,0.012345679012345678,21.3,13,13.0,21.3,1627,False
1999-00,2000,697,Fred Hoiberg,20,31,0.6451612903225806,491.52666666666664,173,8.65,24.57633333333333,279,False
1999-00,2000,765,Hersey Hawkins,12,61,0.19672131147540983,178.67666666666668,41,3.4166666666666665,14.889722222222224,480,False
1999-00,2000,317,John Starks,4,4,1.0,82.755,30,7.5,20.68875,30,True
1999-00,2000,234,Khalid Reeves,3,3,1.0,47.45,11,3.6666666666666665,15.816666666666668,11,True
1999-00,2000,1600,Kornel David,21,26,0.8076923076923077,310.7366666666667,126,6.0,14.796984126984128,168,True
1999-00,2000,1930,Lari Ketner,6,6,1.0,41.096666666666664,10,1.6666666666666667,6.849444444444444,10,True
1999-00,2000,1074,Matt Maloney,39,51,0.7647058823529411,808.1383333333333,241,6.17948717948718,20.721495726495725,327,True
1999-00,2000,1897,Metta World Peace,9,72,0.125,200.88333333333333,107,11.88888888888889,22.32037037037037,866,False
1999-00,2000,1913,Michael Ruffin,65,71,0.9154929577464789,793.77,127,1.9538461538461538,12.211846153846153,159,True
1999-00,2000,753,Randy Brown,4,59,0.06779661016949153,69.165,9,2.25,17.29125,379,False
1999-00,2000,1601,Rusty LaRue,3,4,0.75,82.81666666666666,24,8.0,27.605555555555554,37,True
1999-00,2000,389,Toni Kukoc,1,24,0.041666666666666664,28.716666666666665,9,9.0,28.716666666666665,432,False
1999-00,2000,781,Will Perdue,52,67,0.7761194029850746,728.9733333333334,120,2.3076923076923075,14.01871794871795,168,True
2000-01,2001,2062,A.J. Guyton,25,33,0.7575757575757576,407.7733333333333,137,5.48,16.31093333333333,198,True
2000-01,2001,1802,Brad Miller,12,57,0.21052631578947367,196.05666666666667,66,5.5,16.338055555555556,505,False
2000-01,2001,1724,Bryce Drew,7,48,0.14583333333333334,119.88833333333334,33,4.714285714285714,17.12690476190476,302,False
2000-01,2001,1736,Corey Benjamin,60,65,0.9230769230769231,729.7283333333334,268,4.466666666666667,12.162138888888888,307,True
2000-01,2001,2053,Dalibor Bagaric,35,35,1.0,259.945,47,1.3428571428571427,7.427,47,True
2000-01,2001,1434,Dragan Tarlac,31,43,0.7209302325581395,327.55833333333334,63,2.032258064516129,10.566397849462366,103,True
2000-01,2001,697,Fred Hoiberg,37,74,0.5,890.57,248,6.702702702702703,24.06945945945946,673,False
2000-01,2001,2063,Jake Voskuhl,14,16,0.875,108.505,21,1.5,7.750357142857142,30,True
2000-01,2001,2037,Jamal Crawford,53,61,0.8688524590163934,791.3783333333333,198,3.7358490566037736,14.931666666666667,282,True
2000-01,2001,2064,Khalid El-Amin,36,50,0.72,564.35,194,5.388888888888889,15.676388888888889,314,True
2000-01,2001,2033,Marcus Fizer,59,72,0.8194444444444444,1169.0366666666666,529,8.966101694915254,19.814180790960453,683,True
2000-01,2001,1897,Metta World Peace,2,76,0.02631578947368421,38.15,15,7.5,19.075,907,False
2000-01,2001,1913,Michael Ruffin,29,45,0.6444444444444445,468.54,65,2.2413793103448274,16.15655172413793,119,False
2000-01,2001,1864,Steve Goodrich,12,12,1.0,131.85166666666666,19,1.5833333333333333,10.987638888888888,19,True
2001-02,2002,2062,A.J. Guyton,39,45,0.8666666666666667,483.0933333333333,203,5.205128205128205,12.387008547008547,244,True
2001-02,2002,1802,Brad Miller,1,48,0.020833333333333332,20.083333333333332,9,9.0,20.083333333333332,608,False
2001-02,2002,891,Charles Oakley,21,57,0.3684210526315789,428.59166666666664,58,2.761904761904762,20.40912698412698,216,False
2001-02,2002,2053,Dalibor Bagaric,50,50,1.0,634.8816666666667,185,3.7,12.697633333333334,185,True
2001-02,2002,1944,Eddie Robinson,17,29,0.5862068965517241,317.3983333333333,119,7.0,18.67049019607843,262,False
2001-02,2002,2201,Eddy Curry,41,72,0.5694444444444444,433.0516666666667,152,3.707317073170732,10.562235772357724,483,False
2001-02,2002,697,Fred Hoiberg,71,79,0.8987341772151899,1140.4433333333334,286,4.028169014084507,16.062582159624412,345,True
2001-02,2002,21,Greg Anthony,1,36,0.027777777777777776,9.393333333333333,3,3.0,9.393333333333333,302,False
2001-02,2002,2037,Jamal Crawford,17,23,0.7391304347826086,328.5233333333333,141,8.294117647058824,19.324901960784313,214,True
2001-02,2002,1563,Kevin Ollie,35,52,0.6730769230769231,671.0033333333333,187,5.3428571428571425,19.17152380952381,304,False
2001-02,2002,2033,Marcus Fizer,56,76,0.7368421052631579,1338.8333333333333,673,12.017857142857142,23.907738095238095,938,True
2001-02,2002,1897,Metta World Peace,1,27,0.037037037037037035,13.05,4,4.0,13.05,421,False
2001-02,2002,2369,Norman Richardson,8,8,1.0,63.43,30,3.75,7.92875,30,True
2001-02,2002,696,Travis Best,12,30,0.4,306.8516666666667,112,9.333333333333334,25.570972222222224,279,False
2001-02,2002,2239,Trenton Hassell,31,78,0.3974358974358974,604.56,184,5.935483870967742,19.501935483870966,681,False
2001-02,2002,2199,Tyson Chandler,40,71,0.5633802816901409,596.055,176,4.4,14.901374999999998,436,False
2002-03,2003,916,Corie Blount,47,50,0.94,736.7766666666666,131,2.7872340425531914,15.676099290780142,150,True
2002-03,2003,2053,Dalibor Bagaric,10,10,1.0,75.61666666666666,19,1.9,7.561666666666666,19,True
2002-03,2003,923,Donyell Marshall,25,78,0.32051282051282054,738.0716666666667,340,13.6,29.52286666666667,1042,False
2002-03,2003,1944,Eddie Robinson,46,64,0.71875,874.0716666666667,260,5.6521739130434785,19.001557971014496,364,True
2002-03,2003,2201,Eddy Curry,33,81,0.4074074074074074,436.47333333333336,208,6.303030303030303,13.226464646464647,849,False
2002-03,2003,697,Fred Hoiberg,63,63,1.0,786.4316666666666,144,2.2857142857142856,12.483042328042327,144,True
2002-03,2003,2037,Jamal Crawford,49,80,0.6125,985.8483333333334,362,7.387755102040816,20.1193537414966,858,False
2002-03,2003,2398,Jay Williams,21,75,0.28,402.80833333333334,174,8.285714285714286,19.181349206349207,714,False
2002-03,2003,2437,Lonny Baxter,55,55,1.0,683.6466666666666,262,4.763636363636364,12.429939393939394,262,True
2002-03,2003,2033,Marcus Fizer,38,38,1.0,807.555,445,11.710526315789474,21.25144736842105,445,True
2002-03,2003,1594,Rick Brunson,17,17,1.0,193.79833333333335,60,3.5294117647058822,11.399901960784314,60,True
2002-03,2003,2427,Roger Mason Jr.,17,17,1.0,114.24,30,1.7647058823529411,6.72,30,True
2002-03,2003,2239,Trenton Hassell,29,82,0.35365853658536583,580.3333333333334,85,2.9310344827586206,20.011494252873565,342,False
2002-03,2003,2199,Tyson Chandler,7,75,0.09333333333333334,162.77166666666668,60,8.571428571428571,23.253095238095238,691,False
2003-04,2004,213,Antonio Davis,1,65,0.015384615384615385,27.25,11,11.0,27.25,579,False
2003-04,2004,2423,Chris Jefferies,17,19,0.8947368421052632,137.11833333333334,61,3.588235294117647,8.06578431372549,76,True
2003-04,2004,916,Corie Blount,43,46,0.9347826086956522,669.76,187,4.348837209302325,15.575813953488371,207,True
2003-04,2004,923,Donyell Marshall,8,16,0.5,142.225,46,5.75,17.778125,139,False
2003-04,2004,1944,Eddie Robinson,47,51,0.9215686274509803,937.0033333333332,314,6.680851063829787,19.93624113475177,343,True
2003-04,2004,2201,Eddy Curry,10,73,0.136986301369863,201.1,109,10.9,20.11,1070,False
2003-04,2004,147,Jalen Rose,2,16,0.125,58.05,41,20.5,29.025,212,False
2003-04,2004,2037,Jamal Crawford,7,80,0.0875,181.77333333333337,88,12.571428571428571,25.967619047619053,1383,False
2003-04,2004,2457,Jannero Pargo,12,13,0.9230769230769231,301.7,150,12.5,25.141666666666666,175,True
2003-04,2004,966,Jerome Williams,21,53,0.39622641509433965,403.60833333333335,110,5.238095238095238,19.219444444444445,345,False
2003-04,2004,383,Kendall Gill,21,56,0.375,429.7183333333333,188,8.952380952380953,20.462777777777777,539,False
2003-04,2004,2550,Kirk Hinrich,10,76,0.13157894736842105,267.645,74,7.4,26.764499999999998,915,False
2003-04,2004,2669,Linton Johnson,21,41,0.5121951219512195,257.3883333333333,62,2.9523809523809526,12.2565873015873,173,False
2003-04,2004,2437,Lonny Baxter,13,14,0.9285714285714286,126.83,54,4.153846153846154,9.756153846153847,60,True
2003-04,2004,2033,Marcus Fizer,44,46,0.9565217391304348,650.6833333333333,309,7.0227272727272725,14.788257575757575,360,True
2003-04,2004,2321,Paul Shirley,7,7,1.0,83.97166666666666,21,3.0,11.99595238095238,21,True
2003-04,2004,1594,Rick Brunson,37,37,1.0,397.4533333333333,114,3.081081081081081,10.741981981981981,114,True
2003-04,2004,2427,Roger Mason Jr.,3,3,1.0,43.733333333333334,3,1.0,14.577777777777778,3,True
2003-04,2004,2648,Ronald Dupree,39,47,0.8297872340425532,707.685,236,6.051282051282051,18.14576923076923,292,True
2003-04,2004,937,Scottie Pippen,17,23,0.7391304347826086,267.77166666666665,88,5.176470588235294,15.75127450980392,136,True
2003-04,2004,2199,Tyson Chandler,27,35,0.7714285714285715,548.4633333333334,110,4.074074074074074,20.313456790123457,213,True
2004-05,2005,1559,Adrian Griffin,68,69,0.9855072463768116,634.9483333333334,149,2.1911764705882355,9.337475490196079,151,True
2004-05,2005,2804,Andres Nocioni,43,81,0.5308641975308642,844.7483333333333,293,6.813953488372093,19.64531007751938,677,False
2004-05,2005,213,Antonio Davis,10,72,0.1388888888888889,202.41833333333332,42,4.2,20.241833333333332,501,False
2004-05,2005,2732,Ben Gordon,79,82,0.9634146341463414,1956.015,1209,15.30379746835443,24.759683544303797,1235,True
2004-05,2005,2768,Chris Duhon,9,82,0.10975609756097561,196.38166666666663,32,3.5555555555555554,21.82018518518518,487,False
2004-05,2005,2201,Eddy Curry,3,63,0.047619047619047616,69.80833333333334,57,19.0,23.269444444444446,1012,False
2004-05,2005,15,Eric Piatkowski,57,68,0.8382352941176471,646.3133333333334,254,4.456140350877193,11.338830409356726,324,True
2004-05,2005,2421,Frank Williams,9,9,1.0,69.92,6,0.6666666666666666,7.768888888888889,6,True
2004-05,2005,2457,Jannero Pargo,32,32,1.0,450.35833333333335,204,6.375,14.073697916666667,204,True
2004-05,2005,2876,Jared Reiner,17,19,0.8947368421052632,116.09333333333332,17,1.0,6.829019607843136,21,True
2004-05,2005,1444,Lawrence Funderburke,2,2,1.0,21.581666666666667,9,4.5,10.790833333333333,9,True
2004-05,2005,2736,Luol Deng,16,61,0.26229508196721313,408.36333333333334,193,12.0625,25.522708333333334,711,False
2004-05,2005,970,Othella Harrington,42,70,0.6,615.0,263,6.261904761904762,14.642857142857142,561,False
2004-05,2005,2199,Tyson Chandler,70,80,0.875,1926.99,567,8.1,27.52842857142857,640,True
2005-06,2006,2804,Andres Nocioni,39,82,0.47560975609756095,969.66,490,12.564102564102564,24.86307692307692,1063,False
2005-06,2006,2732,Ben Gordon,33,80,0.4125,897.8966666666666,461,13.969696969696969,27.2089898989899,1350,False
2005-06,2006,2768,Chris Duhon,36,74,0.4864864864864865,880.825,251,6.972222222222222,24.467361111111114,647,False
2005-06,2006,2443,Darius Songaila,55,62,0.8870967741935484,1213.3583333333331,543,9.872727272727273,22.061060606060604,568,True
2005-06,2006,101188,Eddie Basden,19,19,1.0,141.20833333333334,39,2.0526315789473686,7.43201754385965,39,True
2005-06,2006,15,Eric Piatkowski,28,29,0.9655172413793104,215.63,53,1.8928571428571428,7.701071428571429,59,True
2005-06,2006,2839,James Thomas,7,7,1.0,25.745,6,0.8571428571428571,3.677857142857143,6,True
2005-06,2006,2457,Jannero Pargo,57,57,1.0,645.73,274,4.807017543859649,11.32859649122807,274,True
2005-06,2006,101195,Luke Schenscher,20,20,1.0,148.58333333333334,36,1.8,7.429166666666667,36,True
2005-06,2006,2736,Luol Deng,22,78,0.28205128205128205,679.4766666666667,357,16.227272727272727,30.88530303030303,1112,False
2005-06,2006,2124,Malik Allen,34,54,0.6296296296296297,334.00166666666667,127,3.735294117647059,9.82357843137255,266,False
2005-06,2006,2552,Michael Sweetney,22,66,0.3333333333333333,335.495,156,7.090909090909091,15.249772727272727,533,False
2005-06,2006,970,Othella Harrington,49,72,0.6805555555555556,499.96,234,4.775510204081633,10.203265306122448,346,False
2005-06,2006,2450,Randy Holcomb,4,4,1.0,10.52,2,0.5,2.63,2,True
2005-06,2006,988,Randy Livingston,5,5,1.0,22.256666666666668,0,0.0,4.451333333333333,0,True
2005-06,2006,101211,Stephen Graham,3,3,1.0,19.928333333333335,5,1.6666666666666667,6.642777777777778,5,True
2005-06,2006,1501,Tim Thomas,3,3,1.0,31.633333333333333,13,4.333333333333333,10.544444444444444,13,True
2005-06,2006,2199,Tyson Chandler,29,79,0.3670886075949367,715.315,136,4.689655172413793,24.666034482758622,417,False
2006-07,2007,1559,Adrian Griffin,53,54,0.9814814814814815,565.435,137,2.5849056603773586,10.668584905660376,137,True
