season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG
2016-17,0021600015,20161027,Hook Shot,2PT Field Goal,Restricted Area,3,0
2016-17,0021600015,20161027,Jump Shot,2PT Field Goal,Mid-Range,18,1
2016-17,0021600015,20161027,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),4,1
2016-17,0021600015,20161027,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),12,1
2016-17,0021600015,20161027,Layup Shot,2PT Field Goal,Restricted Area,2,0
2016-17,0021600015,20161027,Putback Layup Shot,2PT Field Goal,Restricted Area,2,0
2016-17,0021600015,20161027,Jump Shot,2PT Field Goal,Mid-Range,18,0
2016-17,0021600015,20161027,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600015,20161027,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0
2016-17,0021600015,20161027,Jump Shot,2PT Field Goal,Mid-Range,19,1
2016-17,0021600015,20161027,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),5,1
2016-17,0021600015,20161027,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600015,20161027,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,Mid-Range,17,0
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2016-17,0021600030,20161029,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),12,1
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,Mid-Range,9,0
2016-17,0021600030,20161029,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2016-17,0021600030,20161029,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600030,20161029,Layup Shot,2PT Field Goal,Restricted Area,2,0
2016-17,0021600030,20161029,Jump Shot,2PT Field Goal,Mid-Range,19,1
2016-17,0021600030,20161029,Layup Shot,2PT Field Goal,Restricted Area,1,0
2016-17,0021600043,20161031,Alley Oop Layup shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600043,20161031,Running Layup Shot,2PT Field Goal,Restricted Area,2,1
2016-17,0021600043,20161031,Jump Shot,2PT Field Goal,Mid-Range,16,1
2016-17,0021600043,20161031,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600043,20161031,Jump Shot,2PT Field Goal,Mid-Range,20,1
2016-17,0021600043,20161031,Jump Shot,2PT Field Goal,Mid-Range,16,0
2016-17,0021600043,20161031,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2016-17,0021600043,20161031,Driving Layup Shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600043,20161031,Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600061,20161102,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2016-17,0021600061,20161102,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0
2016-17,0021600061,20161102,Jump Shot,2PT Field Goal,Mid-Range,16,0
2016-17,0021600061,20161102,Layup Shot,2PT Field Goal,Restricted Area,1,0
2016-17,0021600061,20161102,Layup Shot,2PT Field Goal,Restricted Area,0,0
2016-17,0021600061,20161102,Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600061,20161102,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),8,1
2016-17,0021600061,20161102,Jump Shot,2PT Field Goal,Mid-Range,18,0
2016-17,0021600061,20161102,Jump Shot,2PT Field Goal,Mid-Range,16,0
2016-17,0021600061,20161102,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2016-17,0021600061,20161102,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0
2016-17,0021600061,20161102,Tip Layup Shot,2PT Field Goal,Restricted Area,1,0
2016-17,0021600073,20161104,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2016-17,0021600073,20161104,Jump Shot,2PT Field Goal,Mid-Range,19,0
2016-17,0021600073,20161104,Driving Hook Shot,2PT Field Goal,Restricted Area,3,0
2016-17,0021600073,20161104,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600073,20161104,Layup Shot,2PT Field Goal,Restricted Area,3,1
2016-17,0021600073,20161104,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600073,20161104,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1
2016-17,0021600083,20161105,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600083,20161105,Layup Shot,2PT Field Goal,Restricted Area,2,0
2016-17,0021600083,20161105,Jump Shot,2PT Field Goal,Mid-Range,19,0
2016-17,0021600083,20161105,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2016-17,0021600083,20161105,Pullup Jump shot,2PT Field Goal,Mid-Range,12,1
2016-17,0021600083,20161105,Jump Shot,2PT Field Goal,Mid-Range,16,1
2016-17,0021600083,20161105,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2016-17,0021600083,20161105,Jump Shot,2PT Field Goal,Mid-Range,17,0
2016-17,0021600096,20161107,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2016-17,0021600096,20161107,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2016-17,0021600096,20161107,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),12,0
2016-17,0021600096,20161107,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,1
2016-17,0021600096,20161107,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2016-17,0021600096,20161107,Jump Shot,2PT Field Goal,Mid-Range,16,1
2016-17,0021600096,20161107,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2016-17,0021600096,20161107,Jump Shot,2PT Field Goal,Mid-Range,16,1
2016-17,0021600096,20161107,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0
2016-17,0021600096,20161107,Layup Shot,2PT Field Goal,Restricted Area,1,0
