season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG
2010-11,0021000156,20101116,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000156,20101116,Jump Shot,2PT Field Goal,Mid-Range,20,0
2010-11,0021000156,20101116,Layup Shot,2PT Field Goal,Restricted Area,0,0
2010-11,0021000156,20101116,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000156,20101116,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,19,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000166,20101117,Turnaround Jump Shot,2PT Field Goal,Mid-Range,9,0
2010-11,0021000166,20101117,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000179,20101119,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2010-11,0021000179,20101119,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000179,20101119,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000179,20101119,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000179,20101119,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),5,1
2010-11,0021000179,20101119,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000179,20101119,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000179,20101119,Tip Shot,2PT Field Goal,Restricted Area,0,0
2010-11,0021000179,20101119,Tip Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000179,20101119,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000179,20101119,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2010-11,0021000179,20101119,Jump Shot,3PT Field Goal,Above the Break 3,25,1
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,17,1
2010-11,0021000208,20101123,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000208,20101123,Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000208,20101123,Jump Shot,3PT Field Goal,Right Corner 3,22,0
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,20,1
2010-11,0021000208,20101123,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000208,20101123,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000229,20101126,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,0
2010-11,0021000229,20101126,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2010-11,0021000229,20101126,Jump Shot,2PT Field Goal,Mid-Range,20,0
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,Mid-Range,17,1
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000241,20101127,Jump Shot,3PT Field Goal,Right Corner 3,23,0
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000241,20101127,Dunk Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,Mid-Range,20,1
2010-11,0021000241,20101127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2010-11,0021000266,20101201,Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000266,20101201,Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,1
2010-11,0021000266,20101201,Tip Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000266,20101201,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000266,20101201,Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000266,20101201,Jump Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000266,20101201,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000266,20101201,Jump Shot,2PT Field Goal,Mid-Range,10,0
2010-11,0021000280,20101203,Jump Shot,2PT Field Goal,Mid-Range,14,0
2010-11,0021000280,20101203,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000280,20101203,Jump Shot,2PT Field Goal,Mid-Range,13,0
2010-11,0021000280,20101203,Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000280,20101203,Layup Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000280,20101203,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000280,20101203,Layup Shot,2PT Field Goal,Restricted Area,0,0
2010-11,0021000280,20101203,Tip Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000290,20101204,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000290,20101204,Layup Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000290,20101204,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000290,20101204,Jump Shot,2PT Field Goal,Mid-Range,18,1
2010-11,0021000290,20101204,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000290,20101204,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000305,20101206,Jump Shot,3PT Field Goal,Above the Break 3,35,0
2010-11,0021000305,20101206,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000305,20101206,Layup Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000305,20101206,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000305,20101206,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000317,20101208,Jump Shot,2PT Field Goal,Mid-Range,18,1
2010-11,0021000317,20101208,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000317,20101208,Jump Shot,2PT Field Goal,Mid-Range,20,0
2010-11,0021000317,20101208,Jump Shot,2PT Field Goal,Mid-Range,13,0
2010-11,0021000333,20101210,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000333,20101210,Dunk Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000333,20101210,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000333,20101210,Jump Shot,2PT Field Goal,Mid-Range,21,0
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000345,20101211,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,0
2010-11,0021000345,20101211,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000345,20101211,Putback Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000345,20101211,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000345,20101211,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000345,20101211,Tip Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2010-11,0021000345,20101211,Putback Dunk Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000345,20101211,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000345,20101211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2010-11,0021000345,20101211,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000356,20101213,Slam Dunk Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000356,20101213,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000356,20101213,Running Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000356,20101213,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000356,20101213,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000370,20101215,Jump Shot,2PT Field Goal,Mid-Range,14,0
2010-11,0021000370,20101215,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000370,20101215,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000370,20101215,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000370,20101215,Jump Shot,3PT Field Goal,Above the Break 3,24,0
2010-11,0021000370,20101215,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000370,20101215,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000370,20101215,Turnaround Hook Shot,2PT Field Goal,Mid-Range,8,0
2010-11,0021000370,20101215,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000370,20101215,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000370,20101215,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000395,20101218,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000433,20101225,Tip Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000433,20101225,Tip Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000440,20101226,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000440,20101226,Layup Shot,2PT Field Goal,Restricted Area,0,0
2010-11,0021000440,20101226,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000440,20101226,Layup Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000440,20101226,Jump Shot,2PT Field Goal,Mid-Range,14,0
2010-11,0021000440,20101226,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000440,20101226,Jump Shot,2PT Field Goal,Mid-Range,9,0
2010-11,0021000440,20101226,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000458,20101228,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000458,20101228,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000458,20101228,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000458,20101228,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2010-11,0021000458,20101228,Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,0
2010-11,0021000479,20101231,Dunk Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000479,20101231,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000479,20101231,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000479,20101231,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000485,20110101,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000485,20110101,Jump Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000485,20110101,Layup Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000485,20110101,Layup Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000485,20110101,Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000485,20110101,Jump Shot,2PT Field Goal,Mid-Range,14,0
2010-11,0021000507,20110104,Tip Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000507,20110104,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000507,20110104,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2010-11,0021000507,20110104,Jump Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000507,20110104,Tip Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000507,20110104,Layup Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000507,20110104,Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000507,20110104,Putback Layup Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000507,20110104,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000507,20110104,Jump Shot,2PT Field Goal,Mid-Range,20,1
2010-11,0021000507,20110104,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000513,20110105,Jump Shot,2PT Field Goal,Mid-Range,18,1
2010-11,0021000513,20110105,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000513,20110105,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000513,20110105,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000513,20110105,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000513,20110105,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000513,20110105,Jump Shot,3PT Field Goal,Backcourt,58,0
2010-11,0021000526,20110107,Jump Shot,3PT Field Goal,Above the Break 3,25,0
2010-11,0021000526,20110107,Layup Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000526,20110107,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000526,20110107,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000526,20110107,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,0
2010-11,0021000540,20110108,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000540,20110108,Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,0
2010-11,0021000540,20110108,Running Jump Shot,2PT Field Goal,Mid-Range,20,0
2010-11,0021000540,20110108,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,Mid-Range,16,1
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,1
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000553,20110110,Hook Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000553,20110110,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000553,20110110,Tip Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000561,20110112,Jump Shot,2PT Field Goal,Mid-Range,20,0
2010-11,0021000561,20110112,Jump Shot,2PT Field Goal,Mid-Range,19,0
2010-11,0021000561,20110112,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2010-11,0021000561,20110112,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000561,20110112,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000561,20110112,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000576,20110114,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000576,20110114,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000576,20110114,Slam Dunk Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000576,20110114,Jump Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000576,20110114,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000576,20110114,Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2010-11,0021000591,20110115,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2010-11,0021000591,20110115,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000591,20110115,Jump Shot,2PT Field Goal,Mid-Range,21,1
2010-11,0021000600,20110117,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000600,20110117,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2010-11,0021000600,20110117,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,1
2010-11,0021000600,20110117,Turnaround Jump Shot,2PT Field Goal,Mid-Range,11,1
2010-11,0021000600,20110117,Jump Shot,2PT Field Goal,Mid-Range,11,0
2010-11,0021000600,20110117,Tip Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000600,20110117,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),9,0
2010-11,0021000600,20110117,Jump Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000600,20110117,Jump Shot,2PT Field Goal,Mid-Range,12,0
2010-11,0021000600,20110117,Layup Shot,2PT Field Goal,Restricted Area,2,1
2010-11,0021000600,20110117,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000612,20110118,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000612,20110118,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000612,20110118,Jump Shot,2PT Field Goal,Mid-Range,13,0
2010-11,0021000612,20110118,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000612,20110118,Jump Shot,2PT Field Goal,Mid-Range,16,0
2010-11,0021000612,20110118,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000612,20110118,Layup Shot,2PT Field Goal,Restricted Area,3,0
2010-11,0021000627,20110120,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2010-11,0021000627,20110120,Jump Shot,2PT Field Goal,Mid-Range,19,0
2010-11,0021000627,20110120,Jump Shot,2PT Field Goal,Mid-Range,15,0
2010-11,0021000627,20110120,Layup Shot,2PT Field Goal,Restricted Area,2,0
2010-11,0021000627,20110120,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,1
2010-11,0021000627,20110120,Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000627,20110120,Jump Shot,2PT Field Goal,Mid-Range,17,0
2010-11,0021000645,20110122,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000645,20110122,Jump Shot,2PT Field Goal,In The Paint (Non-RA),14,0
2010-11,0021000645,20110122,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2010-11,0021000645,20110122,Tip Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000645,20110122,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000645,20110122,Jump Shot,2PT Field Goal,Mid-Range,13,0
2010-11,0021000658,20110124,Layup Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000658,20110124,Running Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000658,20110124,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000658,20110124,Turnaround Jump Shot,2PT Field Goal,Mid-Range,8,0
2010-11,0021000658,20110124,Jump Shot,2PT Field Goal,Mid-Range,15,1
2010-11,0021000687,20110128,Putback Dunk Shot,2PT Field Goal,Restricted Area,3,1
2010-11,0021000687,20110128,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000687,20110128,Layup Shot,2PT Field Goal,Restricted Area,1,1
2010-11,0021000687,20110128,Jump Shot,2PT Field Goal,Mid-Range,18,0
2010-11,0021000693,20110129,Jump Shot,2PT Field Goal,Mid-Range,19,1
2010-11,0021000693,20110129,Layup Shot,2PT Field Goal,Restricted Area,1,0
2010-11,0021000729,20110202,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2010-11,0021000729,20110202,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2010-11,0021000729,20110202,Jump Shot,2PT Field Goal,Mid-Range,15,1
