season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG
2013-14,0021300175,20131121,Tip Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300175,20131121,Layup Shot,2PT Field Goal,Restricted Area,0,0
2013-14,0021300175,20131121,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300185,20131122,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300185,20131122,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,18,0
2013-14,0021300185,20131122,Hook Shot,2PT Field Goal,In The Paint (Non-RA),9,1
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,12,0
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,17,1
2013-14,0021300185,20131122,Jump Shot,2PT Field Goal,Mid-Range,16,0
2013-14,0021300198,20131124,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300198,20131124,Tip Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300198,20131124,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,In The Paint (Non-RA),15,0
2013-14,0021300198,20131124,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,11,1
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,20,0
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Restricted Area,3,0
2013-14,0021300198,20131124,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,8,0
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300198,20131124,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300209,20131125,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2013-14,0021300209,20131125,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300209,20131125,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300209,20131125,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300209,20131125,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300209,20131125,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2013-14,0021300209,20131125,Tip Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300209,20131125,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,Mid-Range,20,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300220,20131127,Reverse Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,Mid-Range,16,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2013-14,0021300220,20131127,Reverse Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,Mid-Range,17,1
2013-14,0021300220,20131127,Jump Shot,3PT Field Goal,Backcourt,49,0
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,Mid-Range,10,1
2013-14,0021300220,20131127,Hook Shot,2PT Field Goal,Restricted Area,3,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300220,20131127,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300220,20131127,Jump Shot,2PT Field Goal,Mid-Range,20,1
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300242,20131130,Jump Shot,2PT Field Goal,Mid-Range,20,1
2013-14,0021300242,20131130,Jump Shot,2PT Field Goal,Mid-Range,14,1
2013-14,0021300242,20131130,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300242,20131130,Jump Shot,2PT Field Goal,Mid-Range,9,1
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300242,20131130,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300257,20131202,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300257,20131202,Tip Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300257,20131202,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300257,20131202,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300257,20131202,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300257,20131202,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300257,20131202,Hook Shot,2PT Field Goal,Mid-Range,10,1
2013-14,0021300257,20131202,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,14,1
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,16,1
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,16,0
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300257,20131202,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300257,20131202,Putback Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300257,20131202,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300257,20131202,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300257,20131202,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300257,20131202,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300279,20131205,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300279,20131205,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300279,20131205,Hook Shot,2PT Field Goal,Restricted Area,3,0
2013-14,0021300279,20131205,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300279,20131205,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,Mid-Range,20,0
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300279,20131205,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,Mid-Range,16,1
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,Mid-Range,18,0
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,Mid-Range,12,1
2013-14,0021300279,20131205,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300292,20131207,Turnaround Jump Shot,2PT Field Goal,Mid-Range,14,1
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,Mid-Range,13,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300292,20131207,Hook Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,Mid-Range,9,0
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300292,20131207,Jump Shot,2PT Field Goal,Mid-Range,19,0
2013-14,0021300292,20131207,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300292,20131207,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300292,20131207,Driving Layup Shot,2PT Field Goal,Restricted Area,3,1
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300292,20131207,Tip Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300292,20131207,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300316,20131210,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300316,20131210,Jump Shot,2PT Field Goal,Restricted Area,3,0
2013-14,0021300316,20131210,Putback Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300316,20131210,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300316,20131210,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2013-14,0021300316,20131210,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2013-14,0021300316,20131210,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300316,20131210,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300316,20131210,Putback Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300324,20131211,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2013-14,0021300324,20131211,Jump Shot,2PT Field Goal,Mid-Range,9,0
2013-14,0021300324,20131211,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300324,20131211,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300324,20131211,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300324,20131211,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300337,20131213,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300337,20131213,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300337,20131213,Layup Shot,2PT Field Goal,Restricted Area,0,0
2013-14,0021300337,20131213,Layup Shot,2PT Field Goal,Restricted Area,0,0
2013-14,0021300337,20131213,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300337,20131213,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300337,20131213,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2013-14,0021300337,20131213,Tip Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300346,20131214,Jump Shot,2PT Field Goal,Mid-Range,9,0
2013-14,0021300346,20131214,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300346,20131214,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300346,20131214,Putback Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300346,20131214,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300346,20131214,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300346,20131214,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300362,20131216,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,0
2013-14,0021300362,20131216,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300362,20131216,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,0
2013-14,0021300362,20131216,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300362,20131216,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300362,20131216,Dunk Shot,2PT Field Goal,Restricted Area,3,0
2013-14,0021300362,20131216,Dunk Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300379,20131218,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300379,20131218,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300379,20131218,Putback Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300379,20131218,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),6,1
2013-14,0021300379,20131218,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2013-14,0021300379,20131218,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300379,20131218,Layup Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300379,20131218,Jump Shot,2PT Field Goal,Mid-Range,19,1
2013-14,0021300379,20131218,Jump Shot,2PT Field Goal,Mid-Range,14,1
2013-14,0021300381,20131219,Turnaround Jump Shot,2PT Field Goal,Restricted Area,3,1
2013-14,0021300381,20131219,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300381,20131219,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300381,20131219,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300381,20131219,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300381,20131219,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300381,20131219,Turnaround Jump Shot,2PT Field Goal,Mid-Range,9,1
2013-14,0021300381,20131219,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300381,20131219,Jump Shot,3PT Field Goal,Above the Break 3,25,0
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,Mid-Range,17,1
2013-14,0021300397,20131221,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300397,20131221,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,Mid-Range,15,1
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,Mid-Range,15,1
2013-14,0021300397,20131221,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300418,20131225,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300418,20131225,Turnaround Jump Shot,2PT Field Goal,Mid-Range,10,1
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,18,1
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,13,0
2013-14,0021300418,20131225,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300418,20131225,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300418,20131225,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,0
2013-14,0021300418,20131225,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,15,1
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,12,1
2013-14,0021300418,20131225,Jump Shot,2PT Field Goal,Mid-Range,19,0
2013-14,0021300418,20131225,Putback Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300441,20131228,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300441,20131228,Jump Shot,3PT Field Goal,Backcourt,51,0
2013-14,0021300441,20131228,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300441,20131228,Jump Shot,2PT Field Goal,Mid-Range,18,1
2013-14,0021300441,20131228,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300441,20131228,Jump Shot,2PT Field Goal,Mid-Range,17,1
2013-14,0021300441,20131228,Layup Shot,2PT Field Goal,Restricted Area,3,1
2013-14,0021300454,20131230,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2013-14,0021300454,20131230,Jump Shot,2PT Field Goal,Mid-Range,10,0
2013-14,0021300454,20131230,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300454,20131230,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300454,20131230,Reverse Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300454,20131230,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300454,20131230,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,16,0
2013-14,0021300463,20131231,Layup Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300463,20131231,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300463,20131231,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,19,1
2013-14,0021300463,20131231,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,15,1
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,Mid-Range,12,0
2013-14,0021300463,20131231,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300463,20131231,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,14,0
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,18,0
2013-14,0021300475,20140102,Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300475,20140102,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,16,0
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2013-14,0021300475,20140102,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,15,0
2013-14,0021300475,20140102,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,11,0
2013-14,0021300475,20140102,Jump Shot,2PT Field Goal,Mid-Range,13,0
2013-14,0021300475,20140102,Layup Shot,2PT Field Goal,Restricted Area,1,1
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300492,20140104,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300492,20140104,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300492,20140104,Layup Shot,2PT Field Goal,Restricted Area,1,0
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,Mid-Range,15,1
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,In The Paint (Non-RA),14,0
2013-14,0021300492,20140104,Layup Shot,2PT Field Goal,Restricted Area,2,0
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,Mid-Range,17,0
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2013-14,0021300492,20140104,Jump Shot,2PT Field Goal,Restricted Area,3,0
2013-14,0021300492,20140104,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2013-14,0021300492,20140104,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,2,1
2013-14,0021300513,20140107,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,11,1
2013-14,0021300513,20140107,Jump Shot,2PT Field Goal,Mid-Range,14,1
