season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,1
2014-15,0021400010,20141029,Layup Shot,2PT Field Goal,Restricted Area,2,0
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,Mid-Range,12,1
2014-15,0021400010,20141029,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2014-15,0021400010,20141029,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,1
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,Mid-Range,17,1
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2014-15,0021400010,20141029,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,Mid-Range,11,1
2014-15,0021400010,20141029,Jump Shot,2PT Field Goal,Mid-Range,19,1
2014-15,0021400010,20141029,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2014-15,0021400022,20141031,Jump Shot,2PT Field Goal,Mid-Range,12,0
2014-15,0021400022,20141031,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,1
2014-15,0021400022,20141031,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2014-15,0021400022,20141031,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2014-15,0021400022,20141031,Jump Shot,2PT Field Goal,Mid-Range,15,0
2014-15,0021400022,20141031,Putback Dunk Shot,2PT Field Goal,Restricted Area,0,1
2014-15,0021400022,20141031,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2014-15,0021400022,20141031,Jump Shot,2PT Field Goal,Mid-Range,16,0
2014-15,0021400022,20141031,Layup Shot,2PT Field Goal,Restricted Area,2,1
2014-15,0021400053,20141104,Jump Shot,2PT Field Goal,Mid-Range,15,1
2014-15,0021400053,20141104,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1
2014-15,0021400053,20141104,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0
2014-15,0021400053,20141104,Layup Shot,2PT Field Goal,Restricted Area,2,0
2014-15,0021400053,20141104,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2014-15,0021400053,20141104,Putback Layup Shot,2PT Field Goal,Restricted Area,2,1
2014-15,0021400053,20141104,Jump Shot,2PT Field Goal,Mid-Range,14,0
2014-15,0021400053,20141104,Jump Shot,2PT Field Goal,Mid-Range,14,0
2014-15,0021400053,20141104,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0
2014-15,0021400053,20141104,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2014-15,0021400053,20141104,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0
2014-15,0021400053,20141104,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,1
2014-15,0021400062,20141105,Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,1
2014-15,0021400062,20141105,Jump Shot,2PT Field Goal,Mid-Range,12,0
2014-15,0021400062,20141105,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2014-15,0021400062,20141105,Jump Shot,2PT Field Goal,Mid-Range,14,1
2014-15,0021400062,20141105,Jump Shot,2PT Field Goal,Mid-Range,15,1
2014-15,0021400062,20141105,Dunk Shot,2PT Field Goal,Restricted Area,0,1
