season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG
2011-12,0021100003,20111225,Jump Shot,2PT Field Goal,Mid-Range,17,1
2011-12,0021100003,20111225,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100003,20111225,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2011-12,0021100003,20111225,Jump Shot,2PT Field Goal,Mid-Range,18,0
2011-12,0021100017,20111226,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100017,20111226,Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100017,20111226,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100036,20111229,Jump Shot,2PT Field Goal,Restricted Area,3,1
2011-12,0021100036,20111229,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100036,20111229,Jump Shot,2PT Field Goal,Mid-Range,19,0
2011-12,0021100036,20111229,Jump Hook Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100049,20111230,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100049,20111230,Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100049,20111230,Jump Shot,2PT Field Goal,Mid-Range,19,0
2011-12,0021100049,20111230,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100049,20111230,Jump Shot,2PT Field Goal,Mid-Range,14,1
2011-12,0021100062,20120101,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100062,20120101,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,0
2011-12,0021100062,20120101,Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,1
2011-12,0021100062,20120101,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100062,20120101,Jump Shot,2PT Field Goal,Mid-Range,9,0
2011-12,0021100062,20120101,Hook Shot,2PT Field Goal,In The Paint (Non-RA),8,0
2011-12,0021100062,20120101,Slam Dunk Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100062,20120101,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2011-12,0021100077,20120103,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100077,20120103,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100077,20120103,Putback Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100077,20120103,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100077,20120103,Jump Shot,2PT Field Goal,Mid-Range,15,0
2011-12,0021100077,20120103,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100077,20120103,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100087,20120104,Jump Shot,2PT Field Goal,Mid-Range,18,0
2011-12,0021100087,20120104,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100087,20120104,Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2011-12,0021100087,20120104,Jump Shot,2PT Field Goal,Mid-Range,17,1
2011-12,0021100087,20120104,Jump Shot,2PT Field Goal,Mid-Range,18,1
2011-12,0021100087,20120104,Layup Shot,2PT Field Goal,Restricted Area,0,0
2011-12,0021100087,20120104,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100087,20120104,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100087,20120104,Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100103,20120106,Jump Shot,2PT Field Goal,Mid-Range,18,0
2011-12,0021100103,20120106,Tip Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100103,20120106,Jump Shot,2PT Field Goal,Mid-Range,15,0
2011-12,0021100103,20120106,Jump Shot,2PT Field Goal,Mid-Range,15,0
2011-12,0021100103,20120106,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100103,20120106,Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,1
2011-12,0021100110,20120107,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100110,20120107,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100110,20120107,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100110,20120107,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100110,20120107,Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100110,20120107,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100110,20120107,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2011-12,0021100110,20120107,Dunk Shot,2PT Field Goal,Restricted Area,0,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,Mid-Range,16,1
2011-12,0021100130,20120109,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100130,20120109,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2011-12,0021100138,20120110,Jump Shot,2PT Field Goal,Mid-Range,16,1
2011-12,0021100138,20120110,Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100138,20120110,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100147,20120111,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2011-12,0021100147,20120111,Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2011-12,0021100147,20120111,Dunk Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100147,20120111,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100147,20120111,Jump Shot,2PT Field Goal,Mid-Range,18,1
2011-12,0021100147,20120111,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2011-12,0021100162,20120113,Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,0
2011-12,0021100162,20120113,Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100162,20120113,Jump Shot,2PT Field Goal,Mid-Range,11,0
2011-12,0021100162,20120113,Jump Shot,2PT Field Goal,Mid-Range,17,1
2011-12,0021100162,20120113,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100174,20120114,Jump Shot,2PT Field Goal,Mid-Range,19,0
2011-12,0021100174,20120114,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100174,20120114,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100174,20120114,Reverse Layup Shot,2PT Field Goal,Restricted Area,3,1
2011-12,0021100174,20120114,Layup Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100174,20120114,Slam Dunk Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100174,20120114,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100174,20120114,Putback Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100174,20120114,Jump Shot,2PT Field Goal,Mid-Range,20,0
2011-12,0021100185,20120116,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100185,20120116,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100185,20120116,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100185,20120116,Tip Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100185,20120116,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2011-12,0021100185,20120116,Putback Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100185,20120116,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100185,20120116,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100198,20120117,Jump Shot,2PT Field Goal,Mid-Range,15,1
2011-12,0021100198,20120117,Jump Shot,2PT Field Goal,Mid-Range,16,1
2011-12,0021100198,20120117,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100198,20120117,Jump Shot,2PT Field Goal,Mid-Range,16,1
2011-12,0021100198,20120117,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0
2011-12,0021100222,20120120,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100277,20120127,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100277,20120127,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100277,20120127,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100277,20120127,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100291,20120129,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2011-12,0021100291,20120129,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100291,20120129,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100291,20120129,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100291,20120129,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100291,20120129,Driving Dunk Shot,2PT Field Goal,Restricted Area,3,1
2011-12,0021100300,20120130,Jump Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100300,20120130,Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0
2011-12,0021100300,20120130,Jump Shot,2PT Field Goal,Mid-Range,13,1
2011-12,0021100300,20120130,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100315,20120201,Jump Shot,2PT Field Goal,In The Paint (Non-RA),13,0
2011-12,0021100315,20120201,Tip Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100315,20120201,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100315,20120201,Hook Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100315,20120201,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100315,20120201,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100327,20120202,Jump Shot,2PT Field Goal,Mid-Range,17,1
2011-12,0021100327,20120202,Jump Shot,2PT Field Goal,Mid-Range,20,0
2011-12,0021100327,20120202,Jump Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100327,20120202,Jump Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100349,20120204,Jump Shot,2PT Field Goal,Mid-Range,17,1
2011-12,0021100349,20120204,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100360,20120206,Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,0
2011-12,0021100360,20120206,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2011-12,0021100360,20120206,Jump Shot,2PT Field Goal,Mid-Range,19,0
2011-12,0021100360,20120206,Putback Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100360,20120206,Jump Shot,2PT Field Goal,Mid-Range,13,1
2011-12,0021100360,20120206,Jump Shot,2PT Field Goal,Mid-Range,20,0
2011-12,0021100360,20120206,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100381,20120208,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100381,20120208,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100381,20120208,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100381,20120208,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100381,20120208,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100381,20120208,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,1
2011-12,0021100381,20120208,Jump Shot,2PT Field Goal,Mid-Range,15,0
2011-12,0021100381,20120208,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100381,20120208,Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100381,20120208,Jump Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100381,20120208,Tip Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100381,20120208,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,1
2011-12,0021100391,20120210,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100391,20120210,Turnaround Hook Shot,2PT Field Goal,Restricted Area,3,1
2011-12,0021100391,20120210,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100391,20120210,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100391,20120210,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100391,20120210,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100391,20120210,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100391,20120210,Jump Shot,2PT Field Goal,Mid-Range,13,1
2011-12,0021100391,20120210,Dunk Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100409,20120212,Jump Shot,2PT Field Goal,In The Paint (Non-RA),10,0
2011-12,0021100409,20120212,Turnaround Hook Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100409,20120212,Layup Shot,2PT Field Goal,Restricted Area,0,0
2011-12,0021100409,20120212,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100409,20120212,Jump Shot,2PT Field Goal,Mid-Range,13,1
2011-12,0021100409,20120212,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100423,20120214,Jump Shot,2PT Field Goal,Mid-Range,14,0
2011-12,0021100423,20120214,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100423,20120214,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2011-12,0021100423,20120214,Jump Shot,2PT Field Goal,Mid-Range,12,1
2011-12,0021100423,20120214,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100423,20120214,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100423,20120214,Jump Shot,2PT Field Goal,In The Paint (Non-RA),11,1
2011-12,0021100423,20120214,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100443,20120216,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100443,20120216,Jump Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100443,20120216,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100457,20120218,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2011-12,0021100457,20120218,Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,1
2011-12,0021100457,20120218,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100457,20120218,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100457,20120218,Tip Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100457,20120218,Layup Shot,2PT Field Goal,Restricted Area,3,0
2011-12,0021100457,20120218,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100457,20120218,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100457,20120218,Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100457,20120218,Jump Shot,2PT Field Goal,In The Paint (Non-RA),7,0
2011-12,0021100457,20120218,Putback Layup Shot,2PT Field Goal,Restricted Area,2,1
2011-12,0021100470,20120220,Tip Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100470,20120220,Turnaround Bank shot,2PT Field Goal,Mid-Range,8,1
2011-12,0021100470,20120220,Jump Shot,2PT Field Goal,Mid-Range,8,0
2011-12,0021100470,20120220,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2011-12,0021100470,20120220,Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,1
2011-12,0021100470,20120220,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100470,20120220,Jump Shot,2PT Field Goal,Mid-Range,18,0
2011-12,0021100470,20120220,Layup Shot,2PT Field Goal,Restricted Area,0,0
2011-12,0021100470,20120220,Jump Shot,2PT Field Goal,In The Paint (Non-RA),12,0
2011-12,0021100493,20120222,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100493,20120222,Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100493,20120222,Tip Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100493,20120222,Putback Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100493,20120222,Layup Shot,2PT Field Goal,Restricted Area,0,1
2011-12,0021100506,20120228,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100506,20120228,Jump Shot,2PT Field Goal,Mid-Range,15,1
2011-12,0021100506,20120228,Layup Shot,2PT Field Goal,Restricted Area,2,0
2011-12,0021100506,20120228,Layup Shot,2PT Field Goal,Restricted Area,1,1
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,Mid-Range,13,1
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,0
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,Mid-Range,16,0
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100520,20120229,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1
2011-12,0021100520,20120229,Jump Shot,2PT Field Goal,Mid-Range,18,0
2011-12,0021100531,20120302,Jump Shot,2PT Field Goal,Mid-Range,20,1
2011-12,0021100531,20120302,Reverse Layup Shot,2PT Field Goal,Restricted Area,1,0
2011-12,0021100531,20120302,Jump Shot,2PT Field Goal,Mid-Range,17,0
2011-12,0021100531,20120302,Jump Shot,2PT Field Goal,Mid-Range,15,1
